Height	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
99.8	-0.3833	15.1676	0.09083	11.618	12.379	12.854	13.117	13.535	13.828	14.276	15.168	16.138	16.694	17.086	17.69	18.099	18.907	20.412
99.9	-0.3833	15.196	0.09085	11.639	12.401	12.878	13.141	13.56	13.853	14.303	15.196	16.168	16.725	17.118	17.724	18.133	18.943	20.452
100	-0.3833	15.2246	0.09088	11.66	12.424	12.902	13.165	13.585	13.879	14.33	15.225	16.199	16.758	17.151	17.758	18.169	18.98	20.492
100.1	-0.3833	15.2532	0.09091	11.681	12.446	12.925	13.189	13.61	13.905	14.356	15.253	16.23	16.79	17.184	17.793	18.204	19.017	20.533
100.2	-0.3833	15.2819	0.09093	11.702	12.469	12.949	13.213	13.635	13.931	14.383	15.282	16.26	16.821	17.217	17.827	18.239	19.054	20.573
100.3	-0.3833	15.3108	0.09096	11.724	12.492	12.973	13.238	13.661	13.957	14.41	15.311	16.291	16.854	17.25	17.861	18.274	19.091	20.614
100.4	-0.3833	15.3397	0.09099	11.745	12.515	12.997	13.262	13.686	13.982	14.437	15.34	16.323	16.886	17.283	17.896	18.31	19.129	20.655
100.5	-0.3833	15.3687	0.09102	11.766	12.538	13.021	13.287	13.711	14.008	14.464	15.369	16.354	16.919	17.317	17.931	18.346	19.167	20.696
100.6	-0.3833	15.3979	0.09105	11.787	12.561	13.045	13.311	13.737	14.035	14.491	15.398	16.385	16.951	17.35	17.966	18.382	19.204	20.738
100.7	-0.3833	15.4271	0.09107	11.809	12.584	13.069	13.336	13.763	14.061	14.518	15.427	16.416	16.984	17.384	18	18.417	19.242	20.779
100.8	-0.3833	15.4564	0.0911	11.83	12.607	13.093	13.361	13.788	14.087	14.546	15.456	16.448	17.017	17.417	18.036	18.453	19.28	20.82
100.9	-0.3833	15.4858	0.09113	11.852	12.63	13.117	13.386	13.814	14.114	14.573	15.486	16.48	17.05	17.451	18.071	18.49	19.318	20.862
101	-0.3833	15.5154	0.09116	11.874	12.654	13.142	13.411	13.84	14.14	14.601	15.515	16.511	17.083	17.485	18.106	18.526	19.356	20.904
101.1	-0.3833	15.545	0.09119	11.895	12.677	13.166	13.435	13.866	14.167	14.628	15.545	16.543	17.116	17.519	18.142	18.563	19.395	20.946
101.2	-0.3833	15.5747	0.09122	11.917	12.7	13.19	13.461	13.892	14.193	14.656	15.575	16.575	17.149	17.553	18.177	18.599	19.433	20.988
101.3	-0.3833	15.6046	0.09125	11.939	12.724	13.215	13.486	13.918	14.22	14.684	15.605	16.607	17.183	17.588	18.213	18.636	19.472	21.031
101.4	-0.3833	15.6345	0.09128	11.961	12.747	13.24	13.511	13.944	14.247	14.711	15.635	16.64	17.216	17.622	18.249	18.673	19.511	21.073
101.5	-0.3833	15.6646	0.09131	11.983	12.771	13.264	13.536	13.97	14.274	14.74	15.665	16.672	17.25	17.657	18.285	18.71	19.55	21.116
101.6	-0.3833	15.6947	0.09133	12.005	12.795	13.289	13.562	13.997	14.301	14.768	15.695	16.704	17.283	17.691	18.321	18.747	19.588	21.158
101.7	-0.3833	15.725	0.09136	12.027	12.819	13.314	13.587	14.023	14.328	14.796	15.725	16.737	17.317	17.726	18.357	18.784	19.628	21.201
101.8	-0.3833	15.7553	0.09139	12.05	12.843	13.339	13.613	14.05	14.356	14.824	15.755	16.769	17.351	17.761	18.394	18.821	19.667	21.244
101.9	-0.3833	15.7858	0.09142	12.072	12.867	13.364	13.639	14.076	14.383	14.852	15.786	16.802	17.385	17.796	18.43	18.859	19.707	21.287
102	-0.3833	15.8164	0.09146	12.094	12.891	13.389	13.664	14.103	14.41	14.881	15.816	16.835	17.42	17.832	18.467	18.897	19.747	21.332
102.1	-0.3833	15.847	0.09149	12.116	12.915	13.415	13.69	14.13	14.438	14.909	15.847	16.868	17.454	17.867	18.504	18.935	19.787	21.375
102.2	-0.3833	15.8778	0.09152	12.139	12.939	13.44	13.716	14.157	14.465	14.938	15.878	16.901	17.489	17.902	18.541	18.973	19.827	21.419
102.3	-0.3833	15.9087	0.09155	12.161	12.963	13.465	13.742	14.184	14.493	14.967	15.909	16.935	17.523	17.938	18.578	19.011	19.867	21.463
102.4	-0.3833	15.9396	0.09158	12.184	12.988	13.491	13.768	14.211	14.521	14.996	15.94	16.968	17.558	17.973	18.615	19.049	19.907	21.507
102.5	-0.3833	15.9707	0.09161	12.207	13.012	13.516	13.794	14.238	14.549	15.025	15.971	17.001	17.593	18.009	18.652	19.087	19.947	21.551
102.6	-0.3833	16.0019	0.09164	12.23	13.037	13.542	13.821	14.265	14.577	15.054	16.002	17.035	17.627	18.045	18.69	19.125	19.988	21.595
102.7	-0.3833	16.0332	0.09167	12.252	13.062	13.568	13.847	14.293	14.605	15.083	16.033	17.069	17.663	18.081	18.727	19.164	20.028	21.64
102.8	-0.3833	16.0645	0.0917	12.275	13.086	13.594	13.873	14.32	14.633	15.112	16.064	17.102	17.698	18.117	18.765	19.203	20.069	21.684
102.9	-0.3833	16.096	0.09173	12.298	13.111	13.62	13.9	14.348	14.661	15.141	16.096	17.136	17.733	18.153	18.803	19.241	20.11	21.729
103	-0.3833	16.1276	0.09177	12.321	13.136	13.645	13.926	14.375	14.689	15.171	16.128	17.17	17.768	18.19	18.841	19.281	20.151	21.775
103.1	-0.3833	16.1593	0.0918	12.344	13.161	13.671	13.953	14.403	14.718	15.2	16.159	17.204	17.804	18.227	18.879	19.32	20.192	21.82
103.2	-0.3833	16.191	0.09183	12.368	13.186	13.698	13.98	14.431	14.746	15.23	16.191	17.238	17.839	18.263	18.917	19.359	20.233	21.865
103.3	-0.3833	16.2229	0.09186	12.391	13.211	13.724	14.007	14.458	14.775	15.259	16.223	17.273	17.875	18.3	18.955	19.398	20.275	21.91
103.4	-0.3833	16.2549	0.0919	12.414	13.236	13.75	14.034	14.486	14.803	15.289	16.255	17.307	17.911	18.337	18.994	19.438	20.317	21.957
103.5	-0.3833	16.287	0.09193	12.437	13.261	13.776	14.061	14.514	14.832	15.319	16.287	17.342	17.947	18.374	19.032	19.478	20.359	22.002
103.6	-0.3833	16.3191	0.09196	12.461	13.286	13.803	14.088	14.542	14.861	15.349	16.319	17.376	17.983	18.411	19.071	19.517	20.4	22.048
103.7	-0.3833	16.3514	0.09199	12.485	13.312	13.829	14.115	14.571	14.89	15.379	16.351	17.411	18.019	18.448	19.11	19.557	20.442	22.094
103.8	-0.3833	16.3837	0.09203	12.508	13.337	13.856	14.142	14.599	14.919	15.409	16.384	17.446	18.056	18.485	19.149	19.597	20.485	22.141
103.9	-0.3833	16.4162	0.09206	12.532	13.362	13.882	14.169	14.627	14.948	15.439	16.416	17.481	18.092	18.523	19.188	19.637	20.527	22.187
104	-0.3833	16.4488	0.09209	12.555	13.388	13.909	14.197	14.656	14.977	15.469	16.449	17.516	18.129	18.56	19.227	19.677	20.569	22.233
104.1	-0.3833	16.4814	0.09213	12.579	13.413	13.936	14.224	14.684	15.006	15.5	16.481	17.551	18.165	18.598	19.266	19.718	20.612	22.28
104.2	-0.3833	16.5142	0.09216	12.603	13.439	13.963	14.252	14.713	15.035	15.53	16.514	17.587	18.202	18.636	19.306	19.758	20.655	22.327
104.3	-0.3833	16.547	0.09219	12.627	13.465	13.99	14.279	14.741	15.065	15.561	16.547	17.622	18.239	18.674	19.345	19.799	20.697	22.374
104.4	-0.3833	16.58	0.09223	12.651	13.491	14.017	14.307	14.77	15.094	15.591	16.58	17.657	18.276	18.712	19.385	19.84	20.741	22.421
104.5	-0.3833	16.6131	0.09226	12.675	13.517	14.044	14.335	14.799	15.124	15.622	16.613	17.693	18.313	18.75	19.425	19.881	20.784	22.468
104.6	-0.3833	16.6462	0.09229	12.699	13.543	14.071	14.363	14.828	15.154	15.653	16.646	17.729	18.35	18.788	19.464	19.922	20.827	22.516
104.7	-0.3833	16.6795	0.09233	12.723	13.569	14.098	14.39	14.857	15.183	15.684	16.68	17.765	18.388	18.827	19.505	19.963	20.87	22.564
104.8	-0.3833	16.7129	0.09236	12.747	13.595	14.126	14.419	14.886	15.213	15.715	16.713	17.801	18.425	18.865	19.545	20.004	20.914	22.611
104.9	-0.3833	16.7464	0.0924	12.772	13.621	14.153	14.447	14.915	15.243	15.746	16.746	17.837	18.463	18.904	19.585	20.046	20.958	22.66
105	-0.3833	16.78	0.09243	12.796	13.648	14.181	14.475	14.945	15.273	15.777	16.78	17.873	18.5	18.943	19.626	20.087	21.001	22.708
105.1	-0.3833	16.8137	0.09247	12.82	13.674	14.208	14.503	14.974	15.303	15.809	16.814	17.909	18.538	18.982	19.666	20.129	21.046	22.756
105.2	-0.3833	16.8475	0.0925	12.845	13.7	14.236	14.532	15.003	15.334	15.84	16.848	17.946	18.576	19.021	19.707	20.171	21.09	22.804
105.3	-0.3833	16.8814	0.09254	12.869	13.727	14.264	14.56	15.033	15.364	15.872	16.881	17.982	18.614	19.06	19.748	20.213	21.134	22.853
105.4	-0.3833	16.9154	0.09257	12.894	13.754	14.292	14.589	15.063	15.394	15.903	16.915	18.019	18.652	19.099	19.789	20.255	21.178	22.902
105.5	-0.3833	16.9496	0.09261	12.919	13.78	14.32	14.617	15.092	15.425	15.935	16.95	18.056	18.691	19.139	19.83	20.298	21.223	22.951
105.6	-0.3833	16.9838	0.09264	12.944	13.807	14.348	14.646	15.122	15.456	15.967	16.984	18.093	18.729	19.178	19.871	20.34	21.268	23
105.7	-0.3833	17.0182	0.09268	12.969	13.834	14.376	14.675	15.152	15.486	15.999	17.018	18.13	18.768	19.218	19.913	20.383	21.313	23.05
105.8	-0.3833	17.0527	0.09271	12.994	13.861	14.404	14.704	15.182	15.517	16.031	17.053	18.167	18.807	19.258	19.954	20.425	21.358	23.099
105.9	-0.3833	17.0873	0.09275	13.019	13.888	14.432	14.733	15.212	15.548	16.063	17.087	18.204	18.846	19.298	19.996	20.468	21.403	23.149
106	-0.3833	17.122	0.09278	13.044	13.915	14.461	14.762	15.243	15.579	16.095	17.122	18.242	18.884	19.338	20.038	20.511	21.449	23.199
106.1	-0.3833	17.1569	0.09282	13.069	13.942	14.489	14.791	15.273	15.61	16.128	17.157	18.279	18.924	19.378	20.08	20.555	21.494	23.249
106.2	-0.3833	17.1918	0.09286	13.094	13.97	14.518	14.82	15.303	15.641	16.16	17.192	18.317	18.963	19.419	20.122	20.598	21.54	23.3
106.3	-0.3833	17.2269	0.09289	13.12	13.997	14.547	14.85	15.334	15.673	16.193	17.227	18.355	19.002	19.459	20.164	20.642	21.586	23.35
106.4	-0.3833	17.262	0.09293	13.145	14.025	14.575	14.879	15.364	15.704	16.225	17.262	18.393	19.042	19.5	20.207	20.685	21.632	23.4
106.5	-0.3833	17.2973	0.09296	13.171	14.052	14.604	14.909	15.395	15.736	16.258	17.297	18.431	19.082	19.54	20.249	20.729	21.678	23.451
106.6	-0.3833	17.3327	0.093	13.197	14.08	14.633	14.938	15.426	15.767	16.291	17.333	18.469	19.121	19.582	20.292	20.773	21.725	23.502
106.7	-0.3833	17.3683	0.09304	13.222	14.108	14.662	14.968	15.457	15.799	16.324	17.368	18.507	19.162	19.623	20.335	20.817	21.771	23.553
106.8	-0.3833	17.4039	0.09307	13.248	14.136	14.692	14.998	15.488	15.831	16.357	17.404	18.546	19.201	19.664	20.378	20.861	21.818	23.604
106.9	-0.3833	17.4397	0.09311	13.274	14.163	14.721	15.028	15.519	15.863	16.39	17.44	18.584	19.242	19.705	20.421	20.906	21.865	23.656
107	-0.3833	17.4755	0.09315	13.3	14.191	14.75	15.058	15.55	15.895	16.424	17.476	18.623	19.282	19.747	20.465	20.95	21.912	23.708
107.1	-0.3833	17.5115	0.09318	13.326	14.22	14.779	15.088	15.582	15.927	16.457	17.512	18.662	19.322	19.788	20.508	20.995	21.959	23.759
107.2	-0.3833	17.5476	0.09322	13.352	14.248	14.809	15.119	15.613	15.959	16.491	17.548	18.701	19.363	19.83	20.552	21.04	22.006	23.812
107.3	-0.3833	17.5839	0.09326	13.378	14.276	14.839	15.149	15.645	15.992	16.524	17.584	18.74	19.404	19.872	20.596	21.085	22.054	23.864
107.4	-0.3833	17.6202	0.09329	13.405	14.305	14.868	15.179	15.676	16.024	16.558	17.62	18.779	19.445	19.914	20.639	21.13	22.101	23.916
107.5	-0.3833	17.6567	0.09333	13.431	14.333	14.898	15.21	15.708	16.057	16.592	17.657	18.818	19.486	19.956	20.683	21.175	22.149	23.969
107.6	-0.3833	17.6932	0.09337	13.457	14.361	14.928	15.24	15.74	16.089	16.626	17.693	18.858	19.527	19.999	20.728	21.221	22.197	24.022
107.7	-0.3833	17.7299	0.09341	13.484	14.39	14.958	15.271	15.772	16.122	16.66	17.73	18.898	19.568	20.041	20.772	21.266	22.246	24.075
107.8	-0.3833	17.7668	0.09344	13.511	14.419	14.988	15.302	15.804	16.155	16.694	17.767	18.937	19.61	20.084	20.816	21.312	22.294	24.127
107.9	-0.3833	17.8037	0.09348	13.537	14.448	15.018	15.333	15.836	16.188	16.728	17.804	18.977	19.651	20.127	20.861	21.358	22.342	24.181
108	-0.3833	17.8407	0.09352	13.564	14.476	15.048	15.364	15.868	16.221	16.763	17.841	19.017	19.693	20.17	20.906	21.404	22.391	24.235
108.1	-0.3833	17.8779	0.09356	13.59	14.505	15.079	15.395	15.9	16.254	16.797	17.878	19.057	19.735	20.213	20.951	21.45	22.44	24.288
108.2	-0.3833	17.9152	0.09359	13.618	14.535	15.109	15.426	15.933	16.288	16.832	17.915	19.097	19.777	20.256	20.996	21.497	22.488	24.342
108.3	-0.3833	17.9526	0.09363	13.645	14.564	15.14	15.458	15.965	16.321	16.867	17.953	19.138	19.819	20.299	21.041	21.543	22.538	24.396
108.4	-0.3833	17.9901	0.09367	13.672	14.593	15.17	15.489	15.998	16.354	16.901	17.99	19.178	19.861	20.343	21.086	21.59	22.587	24.45
108.5	-0.3833	18.0277	0.09371	13.699	14.622	15.201	15.52	16.031	16.388	16.936	18.028	19.219	19.903	20.386	21.132	21.637	22.636	24.505
108.6	-0.3833	18.0654	0.09375	13.726	14.651	15.232	15.552	16.063	16.422	16.971	18.065	19.26	19.946	20.43	21.178	21.684	22.686	24.559
108.7	-0.3833	18.1033	0.09378	13.753	14.681	15.263	15.584	16.096	16.456	17.006	18.103	19.3	19.988	20.474	21.223	21.731	22.735	24.613
108.8	-0.3833	18.1412	0.09382	13.781	14.711	15.294	15.615	16.129	16.489	17.042	18.141	19.341	20.031	20.518	21.269	21.778	22.785	24.668
108.9	-0.3833	18.1792	0.09386	13.808	14.74	15.325	15.647	16.162	16.523	17.077	18.179	19.382	20.074	20.562	21.315	21.825	22.835	24.724
109	-0.3833	18.2174	0.0939	13.835	14.77	15.356	15.679	16.195	16.557	17.112	18.217	19.424	20.117	20.606	21.361	21.873	22.886	24.779
109.1	-0.3833	18.2556	0.09394	13.863	14.8	15.387	15.711	16.229	16.591	17.148	18.256	19.465	20.16	20.65	21.408	21.92	22.936	24.834
109.2	-0.3833	18.294	0.09397	13.891	14.83	15.418	15.743	16.262	16.626	17.183	18.294	19.506	20.203	20.695	21.454	21.968	22.986	24.889
109.3	-0.3833	18.3324	0.09401	13.919	14.86	15.45	15.775	16.296	16.66	17.219	18.332	19.548	20.246	20.739	21.5	22.016	23.037	24.945
109.4	-0.3833	18.371	0.09405	13.946	14.89	15.481	15.808	16.329	16.694	17.255	18.371	19.589	20.29	20.784	21.547	22.064	23.087	25.001
109.5	-0.3833	18.4096	0.09409	13.974	14.92	15.513	15.84	16.363	16.729	17.291	18.41	19.631	20.333	20.829	21.594	22.112	23.138	25.057
109.6	-0.3833	18.4484	0.09413	14.002	14.95	15.544	15.872	16.396	16.763	17.327	18.448	19.673	20.377	20.874	21.641	22.16	23.189	25.113
109.7	-0.3833	18.4872	0.09417	14.03	14.98	15.576	15.905	16.43	16.798	17.363	18.487	19.715	20.421	20.919	21.688	22.209	23.241	25.17
109.8	-0.3833	18.5262	0.09421	14.058	15.01	15.608	15.937	16.464	16.833	17.399	18.526	19.757	20.465	20.964	21.735	22.258	23.292	25.226
109.9	-0.3833	18.5652	0.09424	14.086	15.041	15.64	15.97	16.498	16.868	17.435	18.565	19.799	20.508	21.009	21.782	22.306	23.343	25.282
110	-0.3833	18.6043	0.09428	14.114	15.071	15.671	16.003	16.532	16.903	17.471	18.604	19.841	20.553	21.054	21.83	22.355	23.394	25.339
110.1	-0.3833	18.6436	0.09432	14.143	15.102	15.703	16.035	16.566	16.938	17.508	18.644	19.884	20.597	21.1	21.877	22.404	23.446	25.396
110.2	-0.3833	18.6829	0.09436	14.171	15.132	15.735	16.068	16.6	16.973	17.544	18.683	19.926	20.641	21.146	21.925	22.453	23.498	25.453
110.3	-0.3833	18.7223	0.0944	14.199	15.163	15.767	16.101	16.634	17.008	17.581	18.722	19.969	20.686	21.191	21.973	22.502	23.55	25.51
110.4	-0.3833	18.7618	0.09444	14.228	15.194	15.8	16.134	16.668	17.043	17.617	18.762	20.012	20.73	21.237	22.021	22.551	23.602	25.567
110.5	-0.3833	18.8015	0.09448	14.256	15.225	15.832	16.167	16.703	17.078	17.654	18.802	20.055	20.775	21.283	22.069	22.601	23.654	25.625
110.6	-0.3833	18.8412	0.09452	14.285	15.255	15.864	16.2	16.737	17.114	17.691	18.841	20.097	20.82	21.329	22.117	22.65	23.707	25.683
110.7	-0.3833	18.8809	0.09456	14.313	15.286	15.897	16.233	16.772	17.149	17.728	18.881	20.14	20.864	21.375	22.165	22.7	23.759	25.74
110.8	-0.3833	18.9208	0.0946	14.342	15.317	15.929	16.267	16.806	17.185	17.765	18.921	20.183	20.909	21.422	22.213	22.749	23.812	25.798
110.9	-0.3833	18.9608	0.09464	14.37	15.348	15.962	16.3	16.841	17.22	17.802	18.961	20.227	20.954	21.468	22.262	22.799	23.864	25.857
111	-0.3833	19.0009	0.09467	14.4	15.38	15.994	16.334	16.876	17.256	17.839	19.001	20.27	20.999	21.514	22.31	22.849	23.917	25.914
111.1	-0.3833	19.041	0.09471	14.428	15.411	16.027	16.367	16.911	17.292	17.876	19.041	20.313	21.045	21.561	22.359	22.899	23.97	25.972
111.2	-0.3833	19.0812	0.09475	14.457	15.442	16.06	16.401	16.946	17.328	17.914	19.081	20.357	21.09	21.608	22.408	22.949	24.023	26.031
111.3	-0.3833	19.1215	0.09479	14.486	15.473	16.093	16.434	16.981	17.364	17.951	19.122	20.4	21.136	21.654	22.457	23	24.076	26.089
111.4	-0.3833	19.1619	0.09483	14.515	15.505	16.125	16.468	17.016	17.4	17.989	19.162	20.444	21.181	21.701	22.506	23.05	24.129	26.148
111.5	-0.3833	19.2024	0.09487	14.544	15.536	16.158	16.502	17.051	17.436	18.026	19.202	20.488	21.227	21.748	22.555	23.101	24.183	26.207
111.6	-0.3833	19.243	0.09491	14.573	15.568	16.191	16.536	17.086	17.472	18.064	19.243	20.532	21.273	21.796	22.604	23.151	24.236	26.266
111.7	-0.3833	19.2836	0.09495	14.603	15.599	16.224	16.57	17.121	17.508	18.101	19.284	20.575	21.318	21.843	22.653	23.202	24.29	26.325
111.8	-0.3833	19.3243	0.09499	14.632	15.631	16.258	16.604	17.157	17.544	18.139	19.324	20.619	21.364	21.89	22.703	23.253	24.344	26.384
111.9	-0.3833	19.3651	0.09503	14.661	15.662	16.291	16.638	17.192	17.581	18.177	19.365	20.664	21.41	21.937	22.752	23.304	24.397	26.444
112	-0.3833	19.406	0.09507	14.69	15.694	16.324	16.672	17.227	17.617	18.215	19.406	20.708	21.456	21.985	22.802	23.355	24.451	26.503
112.1	-0.3833	19.447	0.09511	14.72	15.726	16.357	16.706	17.263	17.654	18.253	19.447	20.752	21.503	22.033	22.852	23.406	24.506	26.563
112.2	-0.3833	19.488	0.09515	14.749	15.758	16.391	16.74	17.299	17.69	18.291	19.488	20.796	21.549	22.08	22.901	23.457	24.56	26.623
112.3	-0.3833	19.5291	0.09519	14.779	15.79	16.424	16.774	17.334	17.727	18.329	19.529	20.841	21.595	22.128	22.951	23.509	24.614	26.683
112.4	-0.3833	19.5703	0.09523	14.808	15.822	16.458	16.809	17.37	17.763	18.367	19.57	20.885	21.642	22.176	23.001	23.56	24.668	26.743
112.5	-0.3833	19.6116	0.09527	14.838	15.854	16.491	16.843	17.406	17.8	18.405	19.612	20.93	21.688	22.224	23.051	23.612	24.723	26.803
112.6	-0.3833	19.6529	0.09531	14.867	15.886	16.525	16.878	17.442	17.837	18.444	19.653	20.975	21.735	22.272	23.102	23.664	24.778	26.863
112.7	-0.3833	19.6943	0.09534	14.897	15.918	16.559	16.912	17.478	17.874	18.482	19.694	21.019	21.782	22.32	23.152	23.715	24.832	26.922
112.8	-0.3833	19.7358	0.09538	14.927	15.95	16.592	16.947	17.514	17.911	18.521	19.736	21.064	21.828	22.368	23.202	23.767	24.887	26.983
112.9	-0.3833	19.7774	0.09542	14.957	15.983	16.626	16.982	17.55	17.948	18.559	19.777	21.109	21.875	22.416	23.252	23.819	24.942	27.043
113	-0.3833	19.819	0.09546	14.987	16.015	16.66	17.016	17.586	17.985	18.598	19.819	21.154	21.922	22.465	23.303	23.871	24.997	27.104
113.1	-0.3833	19.8607	0.0955	15.017	16.047	16.694	17.051	17.622	18.022	18.636	19.861	21.199	21.969	22.513	23.354	23.923	25.052	27.165
113.2	-0.3833	19.9024	0.09554	15.046	16.079	16.728	17.086	17.658	18.059	18.675	19.902	21.244	22.016	22.562	23.404	23.975	25.107	27.226
113.3	-0.3833	19.9442	0.09558	15.076	16.112	16.762	17.121	17.694	18.096	18.714	19.944	21.29	22.064	22.61	23.455	24.027	25.162	27.287
113.4	-0.3833	19.9861	0.09562	15.106	16.144	16.796	17.155	17.73	18.134	18.752	19.986	21.335	22.111	22.659	23.506	24.08	25.218	27.348
113.5	-0.3833	20.028	0.09566	15.136	16.177	16.83	17.19	17.767	18.171	18.791	20.028	21.38	22.158	22.708	23.557	24.132	25.273	27.409
113.6	-0.3833	20.07	0.0957	15.166	16.209	16.864	17.225	17.803	18.208	18.83	20.07	21.426	22.206	22.756	23.608	24.185	25.329	27.47
113.7	-0.3833	20.112	0.09574	15.196	16.242	16.898	17.26	17.84	18.246	18.869	20.112	21.471	22.253	22.805	23.659	24.237	25.384	27.532
113.8	-0.3833	20.1541	0.09578	15.227	16.274	16.932	17.295	17.876	18.283	18.908	20.154	21.517	22.301	22.854	23.71	24.29	25.44	27.593
113.9	-0.3833	20.1963	0.09582	15.257	16.307	16.966	17.33	17.913	18.321	18.947	20.196	21.562	22.348	22.903	23.762	24.343	25.496	27.655
114	-0.3833	20.2385	0.09586	15.287	16.34	17.001	17.366	17.949	18.358	18.986	20.239	21.608	22.396	22.952	23.813	24.396	25.552	27.716
114.1	-0.3833	20.2807	0.0959	15.317	16.372	17.035	17.401	17.986	18.396	19.025	20.281	21.654	22.444	23.002	23.864	24.449	25.608	27.778
114.2	-0.3833	20.323	0.09594	15.347	16.405	17.069	17.436	18.022	18.433	19.065	20.323	21.699	22.491	23.051	23.916	24.502	25.664	27.84
114.3	-0.3833	20.3653	0.09598	15.378	16.438	17.104	17.471	18.059	18.471	19.104	20.365	21.745	22.539	23.1	23.967	24.555	25.72	27.902
114.4	-0.3833	20.4077	0.09602	15.408	16.471	17.138	17.506	18.096	18.509	19.143	20.408	21.791	22.587	23.149	24.019	24.608	25.776	27.964
114.5	-0.3833	20.4502	0.09606	15.438	16.504	17.172	17.542	18.132	18.547	19.182	20.45	21.837	22.635	23.199	24.07	24.661	25.832	28.026
114.6	-0.3833	20.4926	0.0961	15.469	16.536	17.207	17.577	18.169	18.584	19.222	20.493	21.883	22.683	23.248	24.122	24.714	25.888	28.088
114.7	-0.3833	20.5351	0.09614	15.499	16.569	17.241	17.612	18.206	18.622	19.261	20.535	21.929	22.731	23.298	24.174	24.767	25.945	28.15
114.8	-0.3833	20.5777	0.09618	15.529	16.602	17.276	17.648	18.243	18.66	19.3	20.578	21.975	22.779	23.347	24.226	24.821	26.001	28.212
114.9	-0.3833	20.6203	0.09622	15.56	16.635	17.31	17.683	18.28	18.698	19.34	20.62	22.021	22.827	23.397	24.277	24.874	26.058	28.275
115	-0.3833	20.6629	0.09626	15.59	16.668	17.345	17.719	18.317	18.736	19.379	20.663	22.067	22.875	23.446	24.329	24.928	26.114	28.337
115.1	-0.3833	20.7056	0.0963	15.621	16.701	17.38	17.754	18.354	18.774	19.419	20.706	22.113	22.924	23.496	24.381	24.981	26.171	28.4
115.2	-0.3833	20.7483	0.09634	15.651	16.734	17.414	17.79	18.39	18.812	19.458	20.748	22.16	22.972	23.546	24.433	25.035	26.227	28.462
115.3	-0.3833	20.791	0.09638	15.682	16.767	17.449	17.825	18.427	18.85	19.498	20.791	22.206	23.02	23.595	24.485	25.088	26.284	28.525
115.4	-0.3833	20.8338	0.09642	15.712	16.8	17.483	17.861	18.464	18.888	19.538	20.834	22.252	23.069	23.645	24.537	25.142	26.341	28.587
115.5	-0.3833	20.8766	0.09646	15.743	16.833	17.518	17.896	18.501	18.926	19.577	20.877	22.298	23.117	23.695	24.59	25.196	26.398	28.65
115.6	-0.3833	20.9194	0.0965	15.773	16.866	17.553	17.932	18.538	18.964	19.617	20.919	22.345	23.165	23.745	24.642	25.249	26.454	28.713
115.7	-0.3833	20.9622	0.09654	15.804	16.899	17.588	17.968	18.576	19.002	19.656	20.962	22.391	23.214	23.795	24.694	25.303	26.511	28.776
115.8	-0.3833	21.0051	0.09658	15.834	16.933	17.622	18.003	18.613	19.04	19.696	21.005	22.438	23.262	23.845	24.746	25.357	26.568	28.839
115.9	-0.3833	21.048	0.09662	15.865	16.966	17.657	18.039	18.65	19.078	19.736	21.048	22.484	23.311	23.895	24.798	25.411	26.625	28.902
116	-0.3833	21.0909	0.09666	15.896	16.999	17.692	18.075	18.687	19.116	19.776	21.091	22.53	23.359	23.945	24.851	25.464	26.682	28.965
116.1	-0.3833	21.1339	0.0967	15.926	17.032	17.727	18.11	18.724	19.154	19.815	21.134	22.577	23.408	23.995	24.903	25.518	26.739	29.028
116.2	-0.3833	21.1769	0.09674	15.957	17.065	17.761	18.146	18.761	19.193	19.855	21.177	22.624	23.457	24.045	24.955	25.572	26.796	29.091
116.3	-0.3833	21.2199	0.09678	15.987	17.098	17.796	18.182	18.798	19.231	19.895	21.22	22.67	23.505	24.095	25.008	25.626	26.853	29.154
116.4	-0.3833	21.2629	0.09682	16.018	17.132	17.831	18.217	18.836	19.269	19.935	21.263	22.717	23.554	24.145	25.06	25.68	26.911	29.217
116.5	-0.3833	21.3059	0.09686	16.049	17.165	17.866	18.253	18.873	19.307	19.975	21.306	22.763	23.603	24.195	25.113	25.734	26.968	29.28
116.6	-0.3833	21.3489	0.09691	16.079	17.198	17.9	18.289	18.91	19.345	20.014	21.349	22.81	23.651	24.246	25.166	25.789	27.026	29.344
116.7	-0.3833	21.392	0.09695	16.109	17.231	17.935	18.324	18.947	19.383	20.054	21.392	22.857	23.7	24.296	25.218	25.843	27.083	29.408
116.8	-0.3833	21.4351	0.09699	16.14	17.264	17.97	18.36	18.984	19.422	20.094	21.435	22.903	23.749	24.346	25.271	25.897	27.14	29.471
116.9	-0.3833	21.4782	0.09703	16.171	17.297	18.005	18.396	19.021	19.46	20.134	21.478	22.95	23.798	24.397	25.323	25.951	27.198	29.535
117	-0.3833	21.5213	0.09707	16.201	17.33	18.04	18.432	19.059	19.498	20.174	21.521	22.997	23.847	24.447	25.376	26.006	27.255	29.598
117.1	-0.3833	21.5644	0.09711	16.232	17.364	18.075	18.467	19.096	19.537	20.214	21.564	23.043	23.895	24.497	25.429	26.06	27.312	29.661
117.2	-0.3833	21.6075	0.09715	16.263	17.397	18.109	18.503	19.133	19.575	20.253	21.608	23.09	23.944	24.548	25.481	26.114	27.37	29.725
