Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
951	1	48.0664	0.02928	43.717	44.792	45.419	45.751	46.263	46.608	47.117	48.066	49.016	49.525	49.87	50.381	50.713	51.34	52.416
952	1	48.0698	0.02928	43.72	44.796	45.423	45.755	46.266	46.611	47.12	48.07	49.019	49.529	49.874	50.385	50.717	51.344	52.419
953	1	48.0732	0.02928	43.723	44.799	45.426	45.758	46.269	46.614	47.124	48.073	49.023	49.532	49.877	50.388	50.721	51.348	52.423
954	1	48.0766	0.02928	43.727	44.802	45.429	45.761	46.273	46.618	47.127	48.077	49.026	49.536	49.881	50.392	50.724	51.351	52.427
955	1	48.08	0.02928	43.73	44.805	45.432	45.764	46.276	46.621	47.13	48.08	49.03	49.539	49.884	50.396	50.728	51.355	52.43
956	1	48.0833	0.02928	43.733	44.808	45.435	45.768	46.279	46.624	47.134	48.083	49.033	49.542	49.888	50.399	50.731	51.359	52.434
957	1	48.0867	0.02928	43.736	44.811	45.439	45.771	46.282	46.627	47.137	48.087	49.036	49.546	49.891	50.403	50.735	51.362	52.438
958	1	48.0901	0.02928	43.739	44.814	45.442	45.774	46.286	46.631	47.14	48.09	49.04	49.549	49.895	50.406	50.738	51.366	52.441
959	1	48.0934	0.02927	43.743	44.819	45.446	45.778	46.289	46.634	47.144	48.093	49.043	49.552	49.897	50.409	50.741	51.368	52.444
960	1	48.0968	0.02927	43.746	44.822	45.449	45.781	46.293	46.638	47.147	48.097	49.046	49.556	49.901	50.412	50.745	51.372	52.447
961	1	48.1001	0.02927	43.749	44.825	45.452	45.784	46.296	46.641	47.15	48.1	49.05	49.559	49.904	50.416	50.748	51.375	52.451
962	1	48.1035	0.02927	43.752	44.828	45.455	45.788	46.299	46.644	47.154	48.104	49.053	49.563	49.908	50.419	50.752	51.379	52.455
963	1	48.1068	0.02927	43.755	44.831	45.458	45.791	46.302	46.647	47.157	48.107	49.057	49.566	49.911	50.423	50.755	51.382	52.458
964	1	48.1101	0.02927	43.758	44.834	45.462	45.794	46.305	46.651	47.16	48.11	49.06	49.57	49.915	50.426	50.759	51.386	52.462
965	1	48.1135	0.02927	43.762	44.837	45.465	45.797	46.309	46.654	47.164	48.114	49.063	49.573	49.918	50.43	50.762	51.39	52.465
966	1	48.1168	0.02927	43.765	44.84	45.468	45.8	46.312	46.657	47.167	48.117	49.067	49.576	49.922	50.433	50.766	51.393	52.469
967	1	48.1201	0.02927	43.768	44.843	45.471	45.803	46.315	46.66	47.17	48.12	49.07	49.58	49.925	50.437	50.769	51.397	52.473
968	1	48.1234	0.02926	43.772	44.848	45.475	45.807	46.319	46.664	47.174	48.123	49.073	49.583	49.928	50.44	50.772	51.399	52.475
969	1	48.1267	0.02926	43.775	44.851	45.478	45.81	46.322	46.667	47.177	48.127	49.077	49.586	49.931	50.443	50.775	51.403	52.478
970	1	48.13	0.02926	43.778	44.854	45.481	45.814	46.325	46.67	47.18	48.13	49.08	49.59	49.935	50.446	50.779	51.406	52.482
971	1	48.1333	0.02926	43.781	44.857	45.484	45.817	46.328	46.674	47.183	48.133	49.083	49.593	49.938	50.45	50.782	51.41	52.486
972	1	48.1366	0.02926	43.784	44.86	45.488	45.82	46.332	46.677	47.187	48.137	49.087	49.596	49.942	50.453	50.786	51.413	52.489
973	1	48.1399	0.02926	43.787	44.863	45.491	45.823	46.335	46.68	47.19	48.14	49.09	49.6	49.945	50.457	50.789	51.417	52.493
974	1	48.1432	0.02926	43.79	44.866	45.494	45.826	46.338	46.683	47.193	48.143	49.093	49.603	49.948	50.46	50.793	51.42	52.496
975	1	48.1465	0.02926	43.793	44.869	45.497	45.829	46.341	46.686	47.196	48.147	49.097	49.607	49.952	50.464	50.796	51.424	52.5
976	1	48.1497	0.02925	43.797	44.873	45.501	45.833	46.345	46.69	47.2	48.15	49.1	49.609	49.955	50.466	50.799	51.426	52.502
977	1	48.153	0.02925	43.8	44.876	45.504	45.836	46.348	46.693	47.203	48.153	49.103	49.613	49.958	50.47	50.802	51.43	52.506
978	1	48.1563	0.02925	43.803	44.879	45.507	45.839	46.351	46.696	47.206	48.156	49.106	49.616	49.961	50.473	50.806	51.433	52.509
979	1	48.1595	0.02925	43.806	44.882	45.51	45.842	46.354	46.7	47.209	48.16	49.11	49.619	49.965	50.477	50.809	51.437	52.513
980	1	48.1628	0.02925	43.809	44.886	45.513	45.846	46.357	46.703	47.213	48.163	49.113	49.623	49.968	50.48	50.812	51.44	52.516
981	1	48.166	0.02925	43.812	44.889	45.516	45.849	46.36	46.706	47.216	48.166	49.116	49.626	49.972	50.483	50.816	51.443	52.52
982	1	48.1693	0.02925	43.815	44.892	45.519	45.852	46.364	46.709	47.219	48.169	49.12	49.63	49.975	50.487	50.819	51.447	52.523
983	1	48.1725	0.02925	43.818	44.895	45.522	45.855	46.367	46.712	47.222	48.173	49.123	49.633	49.978	50.49	50.823	51.45	52.527
984	1	48.1757	0.02925	43.821	44.898	45.525	45.858	46.37	46.715	47.225	48.176	49.126	49.636	49.982	50.494	50.826	51.454	52.53
985	1	48.179	0.02924	43.826	44.902	45.529	45.862	46.374	46.719	47.229	48.179	49.129	49.639	49.984	50.496	50.829	51.456	52.532
986	1	48.1822	0.02924	43.829	44.905	45.532	45.865	46.377	46.722	47.232	48.182	49.132	49.642	49.988	50.5	50.832	51.46	52.536
987	1	48.1854	0.02924	43.831	44.908	45.535	45.868	46.38	46.725	47.235	48.185	49.136	49.646	49.991	50.503	50.835	51.463	52.539
988	1	48.1886	0.02924	43.834	44.911	45.538	45.871	46.383	46.728	47.238	48.189	49.139	49.649	49.994	50.506	50.839	51.467	52.543
989	1	48.1919	0.02924	43.837	44.914	45.542	45.874	46.386	46.731	47.241	48.192	49.142	49.652	49.998	50.51	50.842	51.47	52.546
990	1	48.1951	0.02924	43.84	44.917	45.545	45.877	46.389	46.735	47.245	48.195	49.146	49.656	50.001	50.513	50.846	51.473	52.55
991	1	48.1983	0.02924	43.843	44.92	45.548	45.88	46.392	46.738	47.248	48.198	49.149	49.659	50.004	50.516	50.849	51.477	52.553
992	1	48.2015	0.02924	43.846	44.923	45.551	45.883	46.395	46.741	47.251	48.202	49.152	49.662	50.008	50.52	50.852	51.48	52.557
993	1	48.2047	0.02924	43.849	44.926	45.554	45.886	46.398	46.744	47.254	48.205	49.155	49.666	50.011	50.523	50.856	51.484	52.56
994	1	48.2078	0.02923	43.853	44.93	45.558	45.89	46.402	46.747	47.257	48.208	49.158	49.668	50.014	50.526	50.858	51.486	52.562
995	1	48.211	0.02923	43.856	44.933	45.561	45.893	46.405	46.75	47.261	48.211	49.161	49.672	50.017	50.529	50.861	51.489	52.566
996	1	48.2142	0.02923	43.859	44.936	45.564	45.896	46.408	46.754	47.264	48.214	49.165	49.675	50.02	50.532	50.865	51.493	52.569
997	1	48.2174	0.02923	43.862	44.939	45.567	45.899	46.411	46.757	47.267	48.217	49.168	49.678	50.024	50.536	50.868	51.496	52.573
998	1	48.2205	0.02923	43.865	44.942	45.57	45.902	46.414	46.76	47.27	48.221	49.171	49.681	50.027	50.539	50.871	51.499	52.576
999	1	48.2237	0.02923	43.868	44.945	45.573	45.905	46.417	46.763	47.273	48.224	49.174	49.685	50.03	50.542	50.875	51.503	52.58
1000	1	48.2269	0.02923	43.871	44.948	45.576	45.908	46.42	46.766	47.276	48.227	49.178	49.688	50.033	50.546	50.878	51.506	52.583
1001	1	48.23	0.02923	43.874	44.95	45.579	45.911	46.423	46.769	47.279	48.23	49.181	49.691	50.037	50.549	50.881	51.51	52.586
1002	1	48.2332	0.02923	43.876	44.953	45.582	45.914	46.426	46.772	47.282	48.233	49.184	49.694	50.04	50.552	50.885	51.513	52.59
1003	1	48.2363	0.02922	43.881	44.957	45.585	45.918	46.43	46.775	47.286	48.236	49.187	49.697	50.043	50.555	50.887	51.515	52.592
1004	1	48.2395	0.02922	43.884	44.96	45.588	45.921	46.433	46.779	47.289	48.24	49.19	49.7	50.046	50.558	50.891	51.519	52.595
1005	1	48.2426	0.02922	43.886	44.963	45.591	45.924	46.436	46.782	47.292	48.243	49.193	49.704	50.049	50.561	50.894	51.522	52.599
1006	1	48.2457	0.02922	43.889	44.966	45.594	45.927	46.439	46.785	47.295	48.246	49.197	49.707	50.052	50.565	50.897	51.525	52.602
1007	1	48.2489	0.02922	43.892	44.969	45.597	45.93	46.442	46.788	47.298	48.249	49.2	49.71	50.056	50.568	50.901	51.529	52.606
1008	1	48.252	0.02922	43.895	44.972	45.6	45.933	46.445	46.791	47.301	48.252	49.203	49.713	50.059	50.571	50.904	51.532	52.609
1009	1	48.2551	0.02922	43.898	44.975	45.603	45.936	46.448	46.794	47.304	48.255	49.206	49.716	50.062	50.574	50.907	51.535	52.612
1010	1	48.2582	0.02922	43.901	44.978	45.606	45.939	46.451	46.797	47.307	48.258	49.209	49.72	50.065	50.578	50.91	51.539	52.616
1011	1	48.2613	0.02921	43.905	44.982	45.61	45.943	46.455	46.8	47.31	48.261	49.212	49.722	50.068	50.58	50.913	51.541	52.618
1012	1	48.2644	0.02921	43.908	44.985	45.613	45.945	46.458	46.803	47.314	48.264	49.215	49.726	50.071	50.583	50.916	51.544	52.621
1013	1	48.2676	0.02921	43.911	44.988	45.616	45.949	46.461	46.806	47.317	48.268	49.219	49.729	50.074	50.587	50.919	51.548	52.625
1014	1	48.2706	0.02921	43.913	44.99	45.619	45.951	46.464	46.809	47.32	48.271	49.222	49.732	50.078	50.59	50.922	51.551	52.628
1015	1	48.2737	0.02921	43.916	44.993	45.622	45.954	46.467	46.812	47.323	48.274	49.225	49.735	50.081	50.593	50.926	51.554	52.631
1016	1	48.2768	0.02921	43.919	44.996	45.625	45.957	46.47	46.815	47.326	48.277	49.228	49.738	50.084	50.596	50.929	51.557	52.635
1017	1	48.2799	0.02921	43.922	44.999	45.627	45.96	46.473	46.818	47.329	48.28	49.231	49.742	50.087	50.6	50.932	51.561	52.638
1018	1	48.283	0.02921	43.925	45.002	45.63	45.963	46.476	46.821	47.332	48.283	49.234	49.745	50.09	50.603	50.936	51.564	52.641
1019	1	48.2861	0.02921	43.928	45.005	45.633	45.966	46.479	46.824	47.335	48.286	49.237	49.748	50.094	50.606	50.939	51.567	52.645
1020	1	48.2891	0.0292	43.932	45.009	45.637	45.97	46.482	46.828	47.338	48.289	49.24	49.751	50.096	50.608	50.941	51.569	52.646
1021	1	48.2922	0.0292	43.935	45.012	45.64	45.973	46.485	46.831	47.341	48.292	49.243	49.754	50.099	50.612	50.944	51.573	52.65
1022	1	48.2953	0.0292	43.937	45.015	45.643	45.976	46.488	46.834	47.344	48.295	49.246	49.757	50.103	50.615	50.948	51.576	52.653
1023	1	48.2983	0.0292	43.94	45.017	45.646	45.979	46.491	46.837	47.347	48.298	49.25	49.76	50.106	50.618	50.951	51.579	52.656
1024	1	48.3014	0.0292	43.943	45.02	45.649	45.981	46.494	46.84	47.35	48.301	49.253	49.763	50.109	50.621	50.954	51.582	52.66
1025	1	48.3044	0.0292	43.946	45.023	45.652	45.984	46.497	46.843	47.353	48.304	49.256	49.766	50.112	50.624	50.957	51.586	52.663
1026	1	48.3075	0.0292	43.948	45.026	45.654	45.987	46.5	46.846	47.356	48.308	49.259	49.769	50.115	50.628	50.961	51.589	52.667
1027	1	48.3105	0.0292	43.951	45.029	45.657	45.99	46.503	46.848	47.359	48.311	49.262	49.773	50.118	50.631	50.964	51.592	52.67
1028	1	48.3136	0.0292	43.954	45.032	45.66	45.993	46.506	46.851	47.362	48.314	49.265	49.776	50.122	50.634	50.967	51.596	52.673
1029	1	48.3166	0.02919	43.958	45.036	45.664	45.997	46.509	46.855	47.365	48.317	49.268	49.778	50.124	50.636	50.969	51.598	52.675
1030	1	48.3196	0.02919	43.961	45.038	45.667	46	46.512	46.858	47.368	48.32	49.271	49.781	50.127	50.64	50.972	51.601	52.678
1031	1	48.3226	0.02919	43.964	45.041	45.67	46.002	46.515	46.861	47.371	48.323	49.274	49.785	50.13	50.643	50.976	51.604	52.681
1032	1	48.3257	0.02919	43.967	45.044	45.673	46.005	46.518	46.864	47.374	48.326	49.277	49.788	50.133	50.646	50.979	51.607	52.685
1033	1	48.3287	0.02919	43.969	45.047	45.675	46.008	46.521	46.867	47.377	48.329	49.28	49.791	50.137	50.649	50.982	51.611	52.688
1034	1	48.3317	0.02919	43.972	45.05	45.678	46.011	46.524	46.869	47.38	48.332	49.283	49.794	50.14	50.652	50.985	51.614	52.691
1035	1	48.3347	0.02919	43.975	45.052	45.681	46.014	46.527	46.872	47.383	48.335	49.286	49.797	50.143	50.655	50.988	51.617	52.695
1036	1	48.3377	0.02919	43.977	45.055	45.684	46.017	46.529	46.875	47.386	48.338	49.289	49.8	50.146	50.659	50.991	51.62	52.698
1037	1	48.3407	0.02919	43.98	45.058	45.687	46.02	46.532	46.878	47.389	48.341	49.292	49.803	50.149	50.662	50.995	51.623	52.701
1038	1	48.3437	0.02918	43.984	45.062	45.691	46.023	46.536	46.882	47.392	48.344	49.295	49.806	50.152	50.664	50.997	51.625	52.703
1039	1	48.3467	0.02918	43.987	45.065	45.693	46.026	46.539	46.885	47.395	48.347	49.298	49.809	50.155	50.667	51	51.629	52.706
1040	1	48.3497	0.02918	43.99	45.068	45.696	46.029	46.542	46.887	47.398	48.35	49.301	49.812	50.158	50.67	51.003	51.632	52.71
1041	1	48.3527	0.02918	43.993	45.07	45.699	46.032	46.545	46.89	47.401	48.353	49.304	49.815	50.161	50.673	51.006	51.635	52.713
1042	1	48.3556	0.02918	43.995	45.073	45.702	46.035	46.547	46.893	47.404	48.356	49.307	49.818	50.164	50.677	51.009	51.638	52.716
1043	1	48.3586	0.02918	43.998	45.076	45.705	46.038	46.55	46.896	47.407	48.359	49.31	49.821	50.167	50.68	51.013	51.641	52.719
1044	1	48.3616	0.02918	44.001	45.079	45.707	46.04	46.553	46.899	47.41	48.362	49.313	49.824	50.17	50.683	51.016	51.645	52.723
1045	1	48.3645	0.02918	44.003	45.081	45.71	46.043	46.556	46.902	47.413	48.365	49.316	49.827	50.173	50.686	51.019	51.648	52.726
1046	1	48.3675	0.02918	44.006	45.084	45.713	46.046	46.559	46.905	47.416	48.368	49.319	49.83	50.176	50.689	51.022	51.651	52.729
1047	1	48.3705	0.02917	44.01	45.088	45.717	46.05	46.562	46.908	47.419	48.371	49.322	49.833	50.179	50.691	51.024	51.653	52.731
1048	1	48.3734	0.02917	44.013	45.091	45.72	46.052	46.565	46.911	47.422	48.373	49.325	49.836	50.182	50.694	51.027	51.656	52.734
1049	1	48.3764	0.02917	44.016	45.094	45.722	46.055	46.568	46.914	47.425	48.376	49.328	49.839	50.185	50.698	51.03	51.659	52.737
1050	1	48.3793	0.02917	44.018	45.096	45.725	46.058	46.571	46.917	47.427	48.379	49.331	49.842	50.188	50.701	51.034	51.662	52.74
1051	1	48.3823	0.02917	44.021	45.099	45.728	46.061	46.574	46.92	47.43	48.382	49.334	49.845	50.191	50.704	51.037	51.666	52.744
1052	1	48.3852	0.02917	44.024	45.102	45.731	46.064	46.576	46.922	47.433	48.385	49.337	49.848	50.194	50.707	51.04	51.669	52.747
1053	1	48.3881	0.02917	44.026	45.105	45.733	46.066	46.579	46.925	47.436	48.388	49.34	49.851	50.197	50.71	51.043	51.672	52.75
1054	1	48.3911	0.02917	44.029	45.107	45.736	46.069	46.582	46.928	47.439	48.391	49.343	49.854	50.2	50.713	51.046	51.675	52.753
1055	1	48.394	0.02917	44.032	45.11	45.739	46.072	46.585	46.931	47.442	48.394	49.346	49.857	50.203	50.716	51.049	51.678	52.756
1056	1	48.3969	0.02916	44.036	45.114	45.743	46.076	46.588	46.934	47.445	48.397	49.349	49.86	50.205	50.718	51.051	51.68	52.758
1057	1	48.3998	0.02916	44.038	45.117	45.745	46.078	46.591	46.937	47.448	48.4	49.352	49.863	50.209	50.721	51.054	51.683	52.761
1058	1	48.4027	0.02916	44.041	45.119	45.748	46.081	46.594	46.94	47.451	48.403	49.355	49.866	50.212	50.724	51.057	51.686	52.764
1059	1	48.4056	0.02916	44.044	45.122	45.751	46.084	46.597	46.943	47.454	48.406	49.358	49.869	50.215	50.727	51.06	51.689	52.767
1060	1	48.4085	0.02916	44.046	45.125	45.754	46.087	46.599	46.945	47.456	48.409	49.361	49.872	50.218	50.73	51.063	51.692	52.771
1061	1	48.4114	0.02916	44.049	45.127	45.756	46.089	46.602	46.948	47.459	48.411	49.364	49.875	50.221	50.733	51.066	51.695	52.774
1062	1	48.4143	0.02916	44.052	45.13	45.759	46.092	46.605	46.951	47.462	48.414	49.367	49.877	50.224	50.736	51.07	51.699	52.777
1063	1	48.4172	0.02916	44.054	45.133	45.762	46.095	46.608	46.954	47.465	48.417	49.369	49.88	50.227	50.739	51.073	51.702	52.78
1064	1	48.4201	0.02916	44.057	45.135	45.765	46.098	46.611	46.957	47.468	48.42	49.372	49.883	50.23	50.743	51.076	51.705	52.783
1065	1	48.423	0.02916	44.06	45.138	45.767	46.1	46.613	46.96	47.471	48.423	49.375	49.886	50.233	50.746	51.079	51.708	52.786
1066	1	48.4259	0.02915	44.064	45.142	45.771	46.104	46.617	46.963	47.474	48.426	49.378	49.889	50.235	50.748	51.081	51.71	52.788
1067	1	48.4288	0.02915	44.066	45.145	45.774	46.107	46.62	46.966	47.477	48.429	49.381	49.892	50.238	50.751	51.084	51.713	52.791
1068	1	48.4317	0.02915	44.069	45.147	45.776	46.11	46.622	46.968	47.479	48.432	49.384	49.895	50.241	50.754	51.087	51.716	52.794
1069	1	48.4345	0.02915	44.072	45.15	45.779	46.112	46.625	46.971	47.482	48.435	49.387	49.898	50.244	50.757	51.09	51.719	52.797
1070	1	48.4374	0.02915	44.074	45.153	45.782	46.115	46.628	46.974	47.485	48.437	49.39	49.901	50.247	50.76	51.093	51.722	52.801
1071	1	48.4403	0.02915	44.077	45.155	45.785	46.118	46.631	46.977	47.488	48.44	49.393	49.904	50.25	50.763	51.096	51.725	52.804
1072	1	48.4431	0.02915	44.079	45.158	45.787	46.12	46.633	46.98	47.491	48.443	49.396	49.907	50.253	50.766	51.099	51.728	52.807
1073	1	48.446	0.02915	44.082	45.161	45.79	46.123	46.636	46.982	47.493	48.446	49.399	49.91	50.256	50.769	51.102	51.731	52.81
1074	1	48.4488	0.02915	44.085	45.163	45.793	46.126	46.639	46.985	47.496	48.449	49.401	49.913	50.259	50.772	51.105	51.734	52.813
1075	1	48.4517	0.02914	44.089	45.167	45.796	46.129	46.642	46.988	47.499	48.452	49.404	49.915	50.261	50.774	51.107	51.736	52.815
1076	1	48.4545	0.02914	44.091	45.17	45.799	46.132	46.645	46.991	47.502	48.455	49.407	49.918	50.264	50.777	51.11	51.739	52.818
1077	1	48.4574	0.02914	44.094	45.172	45.802	46.135	46.648	46.994	47.505	48.457	49.41	49.921	50.267	50.78	51.113	51.742	52.821
1078	1	48.4602	0.02914	44.096	45.175	45.804	46.137	46.65	46.997	47.508	48.46	49.413	49.924	50.27	50.783	51.116	51.745	52.824
1079	1	48.463	0.02914	44.099	45.178	45.807	46.14	46.653	46.999	47.51	48.463	49.416	49.927	50.273	50.786	51.119	51.748	52.827
1080	1	48.4659	0.02914	44.102	45.18	45.81	46.143	46.656	47.002	47.513	48.466	49.418	49.93	50.276	50.789	51.122	51.751	52.83
1081	1	48.4687	0.02914	44.104	45.183	45.812	46.146	46.659	47.005	47.516	48.469	49.421	49.933	50.279	50.792	51.125	51.754	52.833
1082	1	48.4715	0.02914	44.107	45.186	45.815	46.148	46.661	47.008	47.519	48.472	49.424	49.935	50.282	50.795	51.128	51.757	52.836
1083	1	48.4743	0.02914	44.109	45.188	45.818	46.151	46.664	47.01	47.522	48.474	49.427	49.938	50.285	50.798	51.131	51.76	52.839
1084	1	48.4771	0.02913	44.113	45.192	45.821	46.154	46.667	47.014	47.525	48.477	49.43	49.941	50.287	50.8	51.133	51.762	52.841
1085	1	48.4799	0.02913	44.116	45.195	45.824	46.157	46.67	47.016	47.527	48.48	49.432	49.944	50.29	50.803	51.136	51.765	52.844
1086	1	48.4828	0.02913	44.118	45.197	45.827	46.16	46.673	47.019	47.53	48.483	49.435	49.947	50.293	50.806	51.139	51.768	52.847
1087	1	48.4856	0.02913	44.121	45.2	45.829	46.162	46.676	47.022	47.533	48.486	49.438	49.949	50.296	50.809	51.142	51.771	52.85
1088	1	48.4884	0.02913	44.124	45.203	45.832	46.165	46.678	47.024	47.536	48.488	49.441	49.952	50.299	50.812	51.145	51.774	52.853
1089	1	48.4912	0.02913	44.126	45.205	45.834	46.168	46.681	47.027	47.538	48.491	49.444	49.955	50.301	50.815	51.148	51.777	52.856
1090	1	48.4939	0.02913	44.129	45.208	45.837	46.17	46.684	47.03	47.541	48.494	49.447	49.958	50.304	50.817	51.151	51.78	52.859
1091	1	48.4967	0.02913	44.131	45.21	45.84	46.173	46.686	47.033	47.544	48.497	49.45	49.961	50.307	50.82	51.154	51.783	52.862
1092	1	48.4995	0.02913	44.134	45.213	45.842	46.176	46.689	47.035	47.547	48.5	49.452	49.964	50.31	50.823	51.157	51.786	52.865
1093	1	48.5023	0.02912	44.138	45.217	45.846	46.179	46.692	47.038	47.55	48.502	49.455	49.966	50.312	50.825	51.159	51.788	52.867
1094	1	48.5051	0.02912	44.14	45.219	45.849	46.182	46.695	47.041	47.552	48.505	49.458	49.969	50.315	50.828	51.162	51.791	52.87
1095	1	48.5079	0.02912	44.143	45.222	45.851	46.184	46.698	47.044	47.555	48.508	49.461	49.972	50.318	50.831	51.165	51.794	52.873
1096	1	48.5106	0.02912	44.145	45.224	45.854	46.187	46.7	47.047	47.558	48.511	49.463	49.975	50.321	50.834	51.167	51.797	52.876
1097	1	48.5134	0.02912	44.148	45.227	45.856	46.19	46.703	47.049	47.561	48.513	49.466	49.978	50.324	50.837	51.17	51.8	52.879
1098	1	48.5162	0.02912	44.15	45.23	45.859	46.192	46.706	47.052	47.563	48.516	49.469	49.98	50.327	50.84	51.173	51.803	52.882
1099	1	48.5189	0.02912	44.153	45.232	45.862	46.195	46.708	47.055	47.566	48.519	49.472	49.983	50.33	50.843	51.176	51.806	52.885
1100	1	48.5217	0.02912	44.155	45.235	45.864	46.198	46.711	47.057	47.569	48.522	49.475	49.986	50.332	50.846	51.179	51.809	52.888
1101	1	48.5244	0.02912	44.158	45.237	45.867	46.2	46.714	47.06	47.571	48.524	49.477	49.989	50.335	50.849	51.182	51.812	52.891
1102	1	48.5272	0.02912	44.16	45.24	45.869	46.203	46.716	47.063	47.574	48.527	49.48	49.992	50.338	50.852	51.185	51.815	52.894
1103	1	48.5299	0.02911	44.164	45.243	45.873	46.206	46.719	47.066	47.577	48.53	49.483	49.994	50.34	50.854	51.187	51.816	52.895
1104	1	48.5327	0.02911	44.167	45.246	45.876	46.209	46.722	47.068	47.58	48.533	49.486	49.997	50.343	50.857	51.19	51.819	52.899
1105	1	48.5354	0.02911	44.169	45.249	45.878	46.211	46.725	47.071	47.582	48.535	49.488	50	50.346	50.859	51.193	51.822	52.901
1106	1	48.5381	0.02911	44.172	45.251	45.881	46.214	46.727	47.074	47.585	48.538	49.491	50.003	50.349	50.862	51.196	51.825	52.904
1107	1	48.5409	0.02911	44.174	45.254	45.883	46.217	46.73	47.076	47.588	48.541	49.494	50.005	50.352	50.865	51.199	51.828	52.907
1108	1	48.5436	0.02911	44.177	45.256	45.886	46.219	46.733	47.079	47.59	48.544	49.497	50.008	50.355	50.868	51.201	51.831	52.91
1109	1	48.5463	0.02911	44.179	45.259	45.888	46.222	46.735	47.082	47.593	48.546	49.499	50.011	50.357	50.871	51.204	51.834	52.913
1110	1	48.5491	0.02911	44.182	45.261	45.891	46.224	46.738	47.084	47.596	48.549	49.502	50.014	50.36	50.874	51.207	51.837	52.916
1111	1	48.5518	0.02911	44.184	45.264	45.894	46.227	46.741	47.087	47.599	48.552	49.505	50.017	50.363	50.877	51.21	51.84	52.919
1112	1	48.5545	0.0291	44.188	45.268	45.897	46.23	46.744	47.09	47.601	48.555	49.508	50.019	50.365	50.879	51.212	51.841	52.921
1113	1	48.5572	0.0291	44.191	45.27	45.9	46.233	46.746	47.093	47.604	48.557	49.51	50.022	50.368	50.881	51.215	51.844	52.924
1114	1	48.5599	0.0291	44.193	45.273	45.902	46.236	46.749	47.095	47.607	48.56	49.513	50.024	50.371	50.884	51.218	51.847	52.927
1115	1	48.5626	0.0291	44.196	45.275	45.905	46.238	46.752	47.098	47.609	48.563	49.516	50.027	50.374	50.887	51.22	51.85	52.93
1116	1	48.5653	0.0291	44.198	45.278	45.907	46.241	46.754	47.101	47.612	48.565	49.519	50.03	50.376	50.89	51.223	51.853	52.933
1117	1	48.568	0.0291	44.2	45.28	45.91	46.243	46.757	47.103	47.615	48.568	49.521	50.033	50.379	50.893	51.226	51.856	52.936
1118	1	48.5707	0.0291	44.203	45.283	45.912	46.246	46.759	47.106	47.617	48.571	49.524	50.036	50.382	50.896	51.229	51.859	52.938
1119	1	48.5734	0.0291	44.205	45.285	45.915	46.248	46.762	47.108	47.62	48.573	49.527	50.038	50.385	50.898	51.232	51.862	52.941
1120	1	48.5761	0.0291	44.208	45.288	45.917	46.251	46.765	47.111	47.623	48.576	49.53	50.041	50.388	50.901	51.235	51.865	52.944
1121	1	48.5788	0.0291	44.21	45.29	45.92	46.254	46.767	47.114	47.625	48.579	49.532	50.044	50.39	50.904	51.238	51.867	52.947
1122	1	48.5814	0.02909	44.214	45.294	45.923	46.257	46.77	47.117	47.628	48.581	49.535	50.046	50.393	50.906	51.239	51.869	52.949
1123	1	48.5841	0.02909	44.217	45.296	45.926	46.259	46.773	47.119	47.631	48.584	49.537	50.049	50.395	50.909	51.242	51.872	52.952
1124	1	48.5868	0.02909	44.219	45.299	45.929	46.262	46.775	47.122	47.633	48.587	49.54	50.052	50.398	50.912	51.245	51.875	52.955
1125	1	48.5895	0.02909	44.222	45.301	45.931	46.265	46.778	47.125	47.636	48.59	49.543	50.054	50.401	50.914	51.248	51.878	52.957
1126	1	48.5921	0.02909	44.224	45.304	45.934	46.267	46.781	47.127	47.639	48.592	49.546	50.057	50.404	50.917	51.251	51.88	52.96
1127	1	48.5948	0.02909	44.226	45.306	45.936	46.27	46.783	47.13	47.641	48.595	49.548	50.06	50.406	50.92	51.254	51.883	52.963
1128	1	48.5974	0.02909	44.229	45.309	45.939	46.272	46.786	47.132	47.644	48.597	49.551	50.063	50.409	50.923	51.256	51.886	52.966
1129	1	48.6001	0.02909	44.231	45.311	45.941	46.275	46.788	47.135	47.647	48.6	49.554	50.065	50.412	50.926	51.259	51.889	52.969
1130	1	48.6028	0.02909	44.234	45.314	45.944	46.277	46.791	47.137	47.649	48.603	49.556	50.068	50.415	50.928	51.262	51.892	52.972
1131	1	48.6054	0.02909	44.236	45.316	45.946	46.28	46.793	47.14	47.652	48.605	49.559	50.071	50.417	50.931	51.265	51.895	52.975
1132	1	48.6081	0.02908	44.24	45.32	45.95	46.283	46.797	47.143	47.655	48.608	49.562	50.073	50.42	50.933	51.267	51.896	52.976
1133	1	48.6107	0.02908	44.242	45.322	45.952	46.286	46.799	47.146	47.657	48.611	49.564	50.076	50.422	50.936	51.269	51.899	52.979
1134	1	48.6133	0.02908	44.245	45.325	45.954	46.288	46.802	47.148	47.66	48.613	49.567	50.078	50.425	50.939	51.272	51.902	52.982
1135	1	48.616	0.02908	44.247	45.327	45.957	46.291	46.804	47.151	47.662	48.616	49.57	50.081	50.428	50.941	51.275	51.905	52.985
1136	1	48.6186	0.02908	44.25	45.33	45.959	46.293	46.807	47.153	47.665	48.619	49.572	50.084	50.43	50.944	51.278	51.908	52.988
