Height	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
99.8	-0.3521	15.3018	0.0822	11.997	12.717	13.163	13.408	13.798	14.07	14.484	15.302	16.183	16.684	17.036	17.575	17.938	18.652	19.967
99.9	-0.3521	15.3297	0.08224	12.018	12.739	13.186	13.432	13.823	14.095	14.51	15.33	16.213	16.715	17.068	17.609	17.972	18.688	20.006
100	-0.3521	15.3576	0.08229	12.038	12.76	13.209	13.455	13.847	14.12	14.536	15.358	16.243	16.747	17.1	17.642	18.007	18.724	20.046
100.1	-0.3521	15.3856	0.08233	12.059	12.783	13.232	13.479	13.871	14.145	14.562	15.386	16.273	16.778	17.132	17.676	18.041	18.76	20.085
100.2	-0.3521	15.4137	0.08238	12.079	12.805	13.255	13.503	13.896	14.17	14.588	15.414	16.303	16.81	17.164	17.709	18.076	18.797	20.125
100.3	-0.3521	15.4419	0.08243	12.099	12.827	13.278	13.526	13.921	14.195	14.615	15.442	16.334	16.841	17.197	17.743	18.111	18.833	20.165
100.4	-0.3521	15.4701	0.08247	12.12	12.849	13.302	13.55	13.945	14.221	14.641	15.47	16.364	16.873	17.229	17.777	18.145	18.87	20.205
100.5	-0.3521	15.4985	0.08252	12.14	12.871	13.325	13.574	13.97	14.246	14.667	15.499	16.395	16.905	17.262	17.811	18.18	18.907	20.245
100.6	-0.3521	15.5268	0.08257	12.161	12.893	13.348	13.598	13.995	14.271	14.694	15.527	16.425	16.936	17.295	17.845	18.215	18.943	20.286
100.7	-0.3521	15.5553	0.08262	12.181	12.915	13.371	13.622	14.019	14.297	14.72	15.555	16.456	16.968	17.328	17.88	18.251	18.981	20.327
100.8	-0.3521	15.5838	0.08267	12.202	12.938	13.395	13.645	14.044	14.322	14.747	15.584	16.487	17	17.361	17.914	18.286	19.018	20.367
100.9	-0.3521	15.6125	0.08272	12.223	12.96	13.418	13.67	14.069	14.348	14.773	15.613	16.518	17.033	17.394	17.948	18.321	19.055	20.408
101	-0.3521	15.6412	0.08277	12.244	12.983	13.442	13.694	14.094	14.374	14.8	15.641	16.548	17.065	17.427	17.983	18.357	19.093	20.449
101.1	-0.3521	15.6699	0.08281	12.265	13.005	13.465	13.718	14.119	14.399	14.827	15.67	16.579	17.097	17.46	18.017	18.392	19.129	20.49
101.2	-0.3521	15.6987	0.08287	12.285	13.027	13.489	13.742	14.144	14.425	14.853	15.699	16.61	17.129	17.493	18.052	18.428	19.168	20.531
101.3	-0.3521	15.7276	0.08292	12.306	13.05	13.512	13.766	14.169	14.451	14.88	15.728	16.642	17.162	17.527	18.087	18.464	19.205	20.573
101.4	-0.3521	15.7566	0.08297	12.327	13.073	13.536	13.79	14.195	14.477	14.907	15.757	16.673	17.194	17.56	18.122	18.5	19.243	20.614
101.5	-0.3521	15.7857	0.08302	12.348	13.095	13.56	13.815	14.22	14.503	14.934	15.786	16.704	17.227	17.594	18.157	18.536	19.281	20.656
101.6	-0.3521	15.8148	0.08307	12.369	13.118	13.583	13.839	14.245	14.529	14.961	15.815	16.736	17.26	17.627	18.192	18.572	19.319	20.697
101.7	-0.3521	15.844	0.08312	12.39	13.141	13.607	13.864	14.271	14.555	14.988	15.844	16.767	17.292	17.661	18.227	18.608	19.357	20.739
101.8	-0.3521	15.8732	0.08317	12.411	13.164	13.631	13.888	14.296	14.581	15.015	15.873	16.799	17.325	17.695	18.262	18.644	19.395	20.781
101.9	-0.3521	15.9026	0.08322	12.432	13.187	13.655	13.913	14.322	14.607	15.043	15.903	16.83	17.358	17.729	18.298	18.681	19.433	20.823
102	-0.3521	15.932	0.08328	12.453	13.209	13.679	13.937	14.347	14.633	15.07	15.932	16.862	17.392	17.763	18.333	18.717	19.472	20.866
102.1	-0.3521	15.9615	0.08333	12.474	13.232	13.703	13.962	14.373	14.66	15.097	15.962	16.894	17.425	17.797	18.369	18.754	19.511	20.908
102.2	-0.3521	15.991	0.08338	12.496	13.255	13.727	13.986	14.399	14.686	15.125	15.991	16.926	17.458	17.831	18.405	18.79	19.549	20.95
102.3	-0.3521	16.0206	0.08343	12.517	13.278	13.751	14.011	14.424	14.712	15.152	16.021	16.958	17.491	17.865	18.44	18.827	19.588	20.992
102.4	-0.3521	16.0503	0.08349	12.538	13.301	13.775	14.036	14.45	14.739	15.18	16.05	16.99	17.525	17.9	18.476	18.864	19.627	21.036
102.5	-0.3521	16.0801	0.08354	12.56	13.324	13.8	14.061	14.476	14.765	15.207	16.08	17.022	17.558	17.934	18.512	18.901	19.666	21.078
102.6	-0.3521	16.1099	0.08359	12.581	13.348	13.824	14.086	14.502	14.792	15.235	16.11	17.054	17.592	17.969	18.548	18.938	19.705	21.121
102.7	-0.3521	16.1398	0.08365	12.602	13.371	13.848	14.111	14.528	14.819	15.263	16.14	17.086	17.625	18.003	18.584	18.975	19.745	21.164
102.8	-0.3521	16.1697	0.0837	12.624	13.394	13.873	14.136	14.554	14.845	15.291	16.17	17.119	17.659	18.038	18.62	19.012	19.784	21.207
102.9	-0.3521	16.1997	0.08376	12.645	13.417	13.897	14.161	14.58	14.872	15.318	16.2	17.151	17.693	18.073	18.657	19.05	19.823	21.251
103	-0.3521	16.2298	0.08381	12.667	13.441	13.922	14.186	14.606	14.899	15.346	16.23	17.183	17.727	18.108	18.693	19.087	19.863	21.294
103.1	-0.3521	16.26	0.08386	12.689	13.464	13.946	14.211	14.632	14.926	15.374	16.26	17.216	17.761	18.143	18.73	19.125	19.902	21.337
103.2	-0.3521	16.2902	0.08392	12.71	13.487	13.971	14.236	14.658	14.953	15.402	16.29	17.249	17.795	18.178	18.766	19.163	19.942	21.381
103.3	-0.3521	16.3204	0.08397	12.732	13.511	13.995	14.261	14.685	14.98	15.43	16.32	17.281	17.829	18.213	18.803	19.2	19.981	21.424
103.4	-0.3521	16.3508	0.08403	12.753	13.534	14.02	14.287	14.711	15.007	15.458	16.351	17.314	17.863	18.248	18.84	19.238	20.022	21.469
103.5	-0.3521	16.3812	0.08408	12.775	13.558	14.045	14.312	14.737	15.034	15.487	16.381	17.347	17.897	18.283	18.876	19.276	20.061	21.512
103.6	-0.3521	16.4117	0.08414	12.797	13.581	14.069	14.337	14.764	15.061	15.515	16.412	17.38	17.932	18.319	18.914	19.314	20.102	21.557
103.7	-0.3521	16.4422	0.08419	12.819	13.605	14.094	14.363	14.79	15.088	15.543	16.442	17.413	17.966	18.354	18.95	19.352	20.142	21.6
103.8	-0.3521	16.4728	0.08425	12.841	13.629	14.119	14.388	14.817	15.115	15.572	16.473	17.446	18.001	18.39	18.988	19.39	20.182	21.645
103.9	-0.3521	16.5035	0.08431	12.862	13.652	14.144	14.414	14.843	15.143	15.6	16.504	17.479	18.035	18.425	19.025	19.428	20.223	21.69
104	-0.3521	16.5342	0.08436	12.884	13.676	14.169	14.439	14.87	15.17	15.628	16.534	17.512	18.07	18.461	19.062	19.467	20.263	21.734
104.1	-0.3521	16.565	0.08442	12.906	13.7	14.194	14.465	14.896	15.197	15.657	16.565	17.546	18.105	18.497	19.099	19.505	20.304	21.779
104.2	-0.3521	16.5959	0.08447	12.928	13.724	14.219	14.491	14.923	15.225	15.686	16.596	17.579	18.139	18.532	19.137	19.544	20.344	21.823
104.3	-0.3521	16.6268	0.08453	12.95	13.748	14.244	14.516	14.95	15.252	15.714	16.627	17.613	18.174	18.568	19.174	19.582	20.385	21.868
104.4	-0.3521	16.6579	0.08458	12.973	13.772	14.269	14.542	14.977	15.28	15.743	16.658	17.646	18.209	18.604	19.212	19.621	20.426	21.913
104.5	-0.3521	16.6889	0.08464	12.995	13.796	14.294	14.568	15.004	15.308	15.772	16.689	17.68	18.244	18.641	19.25	19.66	20.467	21.958
104.6	-0.3521	16.7201	0.0847	13.017	13.82	14.319	14.594	15.031	15.335	15.801	16.72	17.713	18.28	18.677	19.288	19.699	20.508	22.004
104.7	-0.3521	16.7513	0.08475	13.039	13.844	14.345	14.62	15.058	15.363	15.83	16.751	17.747	18.315	18.713	19.325	19.738	20.549	22.049
104.8	-0.3521	16.7826	0.08481	13.061	13.868	14.37	14.646	15.085	15.391	15.859	16.783	17.781	18.35	18.749	19.363	19.777	20.59	22.094
104.9	-0.3521	16.8139	0.08487	13.083	13.892	14.395	14.672	15.112	15.419	15.887	16.814	17.815	18.385	18.786	19.402	19.816	20.632	22.14
105	-0.3521	16.8454	0.08493	13.106	13.916	14.421	14.698	15.139	15.447	15.917	16.845	17.849	18.421	18.823	19.44	19.856	20.674	22.186
105.1	-0.3521	16.8769	0.08498	13.128	13.941	14.446	14.724	15.166	15.475	15.946	16.877	17.883	18.456	18.859	19.478	19.895	20.715	22.231
105.2	-0.3521	16.9084	0.08504	13.151	13.965	14.472	14.75	15.193	15.503	15.975	16.908	17.917	18.492	18.896	19.516	19.934	20.757	22.277
105.3	-0.3521	16.9401	0.0851	13.173	13.989	14.497	14.777	15.221	15.531	16.004	16.94	17.951	18.528	18.933	19.555	19.974	20.799	22.324
105.4	-0.3521	16.9718	0.08516	13.196	14.014	14.523	14.803	15.248	15.559	16.034	16.972	17.986	18.564	18.97	19.594	20.014	20.841	22.37
105.5	-0.3521	17.0036	0.08521	13.218	14.039	14.549	14.829	15.276	15.587	16.063	17.004	18.02	18.6	19.006	19.632	20.053	20.882	22.416
105.6	-0.3521	17.0355	0.08527	13.241	14.063	14.575	14.856	15.303	15.616	16.093	17.036	18.055	18.636	19.044	19.671	20.093	20.925	22.462
105.7	-0.3521	17.0674	0.08533	13.263	14.088	14.6	14.882	15.331	15.644	16.122	17.067	18.089	18.672	19.081	19.71	20.133	20.967	22.509
105.8	-0.3521	17.0995	0.08539	13.286	14.112	14.626	14.909	15.359	15.672	16.152	17.1	18.124	18.708	19.118	19.749	20.173	21.01	22.556
105.9	-0.3521	17.1316	0.08545	13.309	14.137	14.652	14.935	15.386	15.701	16.181	17.132	18.159	18.744	19.156	19.788	20.214	21.052	22.603
106	-0.3521	17.1637	0.08551	13.332	14.162	14.678	14.962	15.414	15.729	16.211	17.164	18.194	18.781	19.193	19.827	20.254	21.095	22.65
106.1	-0.3521	17.196	0.08557	13.354	14.186	14.704	14.989	15.442	15.758	16.241	17.196	18.229	18.817	19.231	19.866	20.295	21.138	22.697
106.2	-0.3521	17.2283	0.08562	13.378	14.211	14.73	15.016	15.47	15.787	16.271	17.228	18.263	18.854	19.268	19.906	20.335	21.18	22.744
106.3	-0.3521	17.2607	0.08568	13.4	14.236	14.757	15.043	15.498	15.816	16.301	17.261	18.298	18.89	19.306	19.945	20.375	21.223	22.791
106.4	-0.3521	17.2931	0.08574	13.423	14.261	14.783	15.069	15.526	15.844	16.331	17.293	18.334	18.927	19.344	19.985	20.416	21.266	22.839
106.5	-0.3521	17.3256	0.0858	13.446	14.286	14.809	15.096	15.554	15.873	16.361	17.326	18.369	18.964	19.382	20.024	20.457	21.309	22.886
106.6	-0.3521	17.3582	0.08586	13.469	14.311	14.835	15.123	15.582	15.902	16.391	17.358	18.404	19.001	19.42	20.064	20.498	21.353	22.934
106.7	-0.3521	17.3909	0.08592	13.492	14.336	14.862	15.15	15.61	15.931	16.421	17.391	18.44	19.038	19.458	20.104	20.539	21.396	22.982
106.8	-0.3521	17.4237	0.08599	13.515	14.361	14.888	15.177	15.638	15.96	16.451	17.424	18.475	19.075	19.496	20.144	20.581	21.44	23.031
106.9	-0.3521	17.4565	0.08605	13.538	14.386	14.914	15.204	15.666	15.989	16.482	17.457	18.511	19.112	19.535	20.184	20.622	21.484	23.079
107	-0.3521	17.4894	0.08611	13.561	14.411	14.941	15.232	15.695	16.018	16.512	17.489	18.546	19.149	19.573	20.224	20.663	21.528	23.127
107.1	-0.3521	17.5224	0.08617	13.585	14.437	14.967	15.259	15.723	16.047	16.543	17.522	18.582	19.187	19.611	20.265	20.705	21.571	23.175
107.2	-0.3521	17.5554	0.08623	13.608	14.462	14.994	15.286	15.752	16.077	16.573	17.555	18.618	19.224	19.65	20.305	20.746	21.615	23.224
107.3	-0.3521	17.5885	0.08629	13.631	14.487	15.021	15.314	15.78	16.106	16.604	17.589	18.654	19.262	19.689	20.345	20.788	21.659	23.272
107.4	-0.3521	17.6217	0.08635	13.655	14.513	15.047	15.341	15.809	16.135	16.634	17.622	18.69	19.299	19.727	20.386	20.829	21.703	23.321
107.5	-0.3521	17.655	0.08641	13.678	14.538	15.074	15.369	15.838	16.165	16.665	17.655	18.726	19.337	19.766	20.426	20.871	21.748	23.37
107.6	-0.3521	17.6884	0.08648	13.701	14.564	15.101	15.396	15.866	16.194	16.696	17.688	18.762	19.375	19.805	20.468	20.914	21.793	23.42
107.7	-0.3521	17.7218	0.08654	13.725	14.589	15.128	15.424	15.895	16.224	16.727	17.722	18.798	19.413	19.844	20.508	20.956	21.837	23.469
107.8	-0.3521	17.7553	0.0866	13.749	14.615	15.155	15.451	15.924	16.254	16.758	17.755	18.835	19.451	19.884	20.549	20.998	21.882	23.518
107.9	-0.3521	17.7889	0.08666	13.772	14.641	15.182	15.479	15.953	16.283	16.789	17.789	18.871	19.489	19.923	20.59	21.04	21.926	23.567
108	-0.3521	17.8226	0.08673	13.796	14.666	15.209	15.507	15.982	16.313	16.82	17.823	18.908	19.527	19.962	20.632	21.083	21.972	23.617
108.1	-0.3521	17.8564	0.08679	13.819	14.692	15.236	15.535	16.011	16.343	16.851	17.856	18.944	19.566	20.002	20.673	21.125	22.017	23.667
108.2	-0.3521	17.8903	0.08685	13.843	14.718	15.263	15.563	16.04	16.373	16.882	17.89	18.981	19.604	20.041	20.714	21.168	22.062	23.717
108.3	-0.3521	17.9242	0.08691	13.867	14.744	15.29	15.591	16.069	16.403	16.914	17.924	19.018	19.642	20.081	20.756	21.211	22.107	23.767
108.4	-0.3521	17.9583	0.08698	13.891	14.77	15.318	15.619	16.098	16.433	16.945	17.958	19.055	19.681	20.121	20.798	21.254	22.153	23.818
108.5	-0.3521	17.9924	0.08704	13.915	14.796	15.345	15.647	16.128	16.463	16.977	17.992	19.092	19.72	20.161	20.84	21.297	22.198	23.868
108.6	-0.3521	18.0267	0.0871	13.939	14.822	15.373	15.675	16.157	16.494	17.008	18.027	19.129	19.759	20.201	20.881	21.34	22.244	23.918
108.7	-0.3521	18.061	0.08717	13.963	14.848	15.4	15.703	16.187	16.524	17.04	18.061	19.167	19.798	20.241	20.924	21.384	22.29	23.969
108.8	-0.3521	18.0954	0.08723	13.987	14.875	15.428	15.732	16.216	16.555	17.072	18.095	19.204	19.837	20.281	20.966	21.427	22.336	24.02
108.9	-0.3521	18.1299	0.0873	14.011	14.901	15.455	15.76	16.246	16.585	17.103	18.13	19.241	19.876	20.322	21.008	21.471	22.383	24.071
109	-0.3521	18.1645	0.08736	14.035	14.927	15.483	15.789	16.276	16.616	17.135	18.165	19.279	19.915	20.362	21.051	21.514	22.429	24.122
109.1	-0.3521	18.1992	0.08742	14.06	14.954	15.511	15.817	16.305	16.646	17.167	18.199	19.317	19.955	20.403	21.093	21.558	22.475	24.173
109.2	-0.3521	18.234	0.08749	14.084	14.98	15.539	15.846	16.335	16.677	17.2	18.234	19.354	19.994	20.444	21.136	21.602	22.522	24.225
109.3	-0.3521	18.2689	0.08755	14.108	15.007	15.567	15.875	16.365	16.708	17.232	18.269	19.392	20.034	20.485	21.178	21.646	22.568	24.277
109.4	-0.3521	18.3039	0.08762	14.133	15.033	15.595	15.903	16.395	16.739	17.264	18.304	19.43	20.074	20.526	21.222	21.691	22.615	24.329
109.5	-0.3521	18.339	0.08768	14.157	15.06	15.623	15.932	16.425	16.77	17.296	18.339	19.468	20.113	20.567	21.265	21.735	22.662	24.381
109.6	-0.3521	18.3742	0.08774	14.182	15.087	15.651	15.961	16.456	16.801	17.329	18.374	19.507	20.153	20.608	21.308	21.779	22.709	24.433
109.7	-0.3521	18.4094	0.08781	14.207	15.114	15.679	15.99	16.486	16.832	17.361	18.409	19.545	20.193	20.649	21.351	21.824	22.757	24.485
109.8	-0.3521	18.4448	0.08787	14.231	15.141	15.708	16.019	16.516	16.863	17.394	18.445	19.583	20.234	20.691	21.394	21.869	22.804	24.537
109.9	-0.3521	18.4802	0.08794	14.256	15.167	15.736	16.048	16.547	16.894	17.427	18.48	19.622	20.274	20.732	21.438	21.914	22.852	24.59
110	-0.3521	18.5158	0.088	14.281	15.195	15.764	16.078	16.577	16.926	17.459	18.516	19.66	20.314	20.774	21.481	21.958	22.899	24.643
110.1	-0.3521	18.5514	0.08806	14.306	15.222	15.793	16.107	16.608	16.958	17.492	18.551	19.699	20.355	20.816	21.525	22.003	22.947	24.695
110.2	-0.3521	18.5871	0.08813	14.331	15.249	15.822	16.137	16.638	16.989	17.525	18.587	19.738	20.395	20.858	21.569	22.049	22.995	24.749
110.3	-0.3521	18.6229	0.08819	14.356	15.276	15.85	16.166	16.669	17.021	17.558	18.623	19.777	20.436	20.899	21.613	22.094	23.042	24.801
110.4	-0.3521	18.6588	0.08826	14.381	15.303	15.879	16.195	16.7	17.052	17.591	18.659	19.816	20.477	20.942	21.657	22.14	23.091	24.855
110.5	-0.3521	18.6948	0.08832	14.406	15.331	15.908	16.225	16.731	17.084	17.625	18.695	19.855	20.518	20.984	21.701	22.185	23.139	24.908
110.6	-0.3521	18.7308	0.08838	14.431	15.358	15.937	16.255	16.762	17.116	17.658	18.731	19.894	20.559	21.026	21.745	22.23	23.187	24.961
110.7	-0.3521	18.767	0.08845	14.456	15.386	15.966	16.285	16.793	17.148	17.691	18.767	19.933	20.6	21.068	21.79	22.276	23.236	25.015
110.8	-0.3521	18.8032	0.08851	14.482	15.414	15.995	16.314	16.824	17.18	17.724	18.803	19.973	20.641	21.111	21.834	22.322	23.284	25.069
110.9	-0.3521	18.8395	0.08858	14.507	15.441	16.024	16.344	16.855	17.212	17.758	18.84	20.012	20.682	21.154	21.879	22.368	23.333	25.123
111	-0.3521	18.8759	0.08864	14.532	15.469	16.053	16.374	16.886	17.244	17.791	18.876	20.052	20.724	21.196	21.924	22.414	23.382	25.177
111.1	-0.3521	18.9123	0.08871	14.558	15.496	16.082	16.404	16.917	17.276	17.825	18.912	20.091	20.765	21.239	21.968	22.461	23.431	25.232
111.2	-0.3521	18.9489	0.08877	14.583	15.524	16.111	16.434	16.949	17.309	17.859	18.949	20.131	20.807	21.282	22.013	22.507	23.48	25.286
111.3	-0.3521	18.9855	0.08883	14.609	15.552	16.141	16.464	16.98	17.341	17.893	18.986	20.171	20.848	21.325	22.058	22.553	23.529	25.34
111.4	-0.3521	19.0222	0.0889	14.634	15.58	16.17	16.494	17.012	17.373	17.926	19.022	20.211	20.89	21.368	22.103	22.6	23.579	25.395
111.5	-0.3521	19.059	0.08896	14.66	15.608	16.199	16.525	17.043	17.406	17.96	19.059	20.251	20.932	21.411	22.148	22.646	23.628	25.449
111.6	-0.3521	19.0958	0.08903	14.686	15.636	16.229	16.555	17.075	17.438	17.994	19.096	20.291	20.974	21.454	22.194	22.693	23.677	25.504
111.7	-0.3521	19.1327	0.08909	14.712	15.664	16.258	16.585	17.107	17.471	18.028	19.133	20.331	21.016	21.497	22.239	22.74	23.727	25.559
111.8	-0.3521	19.1697	0.08915	14.737	15.692	16.288	16.616	17.138	17.504	18.062	19.17	20.371	21.058	21.541	22.284	22.786	23.776	25.613
111.9	-0.3521	19.2067	0.08922	14.763	15.72	16.317	16.646	17.17	17.536	18.096	19.207	20.411	21.1	21.584	22.33	22.833	23.826	25.669
112	-0.3521	19.2439	0.08928	14.789	15.748	16.347	16.677	17.202	17.569	18.131	19.244	20.452	21.142	21.628	22.376	22.88	23.876	25.724
112.1	-0.3521	19.281	0.08934	14.815	15.777	16.377	16.707	17.234	17.602	18.165	19.281	20.492	21.184	21.671	22.421	22.927	23.926	25.779
112.2	-0.3521	19.3183	0.08941	14.841	15.805	16.407	16.738	17.266	17.635	18.199	19.318	20.532	21.227	21.715	22.467	22.975	23.976	25.835
112.3	-0.3521	19.3556	0.08947	14.867	15.833	16.436	16.769	17.298	17.668	18.234	19.356	20.573	21.269	21.759	22.513	23.022	24.026	25.89
112.4	-0.3521	19.393	0.08953	14.893	15.862	16.466	16.799	17.33	17.701	18.268	19.393	20.614	21.312	21.803	22.559	23.069	24.076	25.946
112.5	-0.3521	19.4304	0.0896	14.919	15.89	16.496	16.83	17.362	17.734	18.303	19.43	20.654	21.354	21.847	22.605	23.117	24.127	26.002
112.6	-0.3521	19.4679	0.08966	14.945	15.919	16.526	16.861	17.394	17.767	18.337	19.468	20.695	21.397	21.891	22.651	23.164	24.177	26.057
112.7	-0.3521	19.5055	0.08972	14.972	15.947	16.556	16.892	17.426	17.8	18.372	19.506	20.736	21.44	21.935	22.697	23.212	24.227	26.113
112.8	-0.3521	19.5431	0.08979	14.997	15.976	16.586	16.922	17.458	17.833	18.406	19.543	20.777	21.483	21.979	22.744	23.26	24.278	26.17
112.9	-0.3521	19.5807	0.08985	15.024	16.004	16.616	16.953	17.491	17.866	18.441	19.581	20.818	21.525	22.023	22.79	23.307	24.329	26.225
113	-0.3521	19.6185	0.08991	15.05	16.033	16.647	16.985	17.523	17.9	18.476	19.619	20.859	21.568	22.067	22.836	23.355	24.379	26.281
113.1	-0.3521	19.6563	0.08997	15.077	16.062	16.677	17.016	17.556	17.933	18.511	19.656	20.9	21.611	22.112	22.883	23.403	24.43	26.337
113.2	-0.3521	19.6941	0.09004	15.103	16.09	16.707	17.047	17.588	17.966	18.546	19.694	20.941	21.654	22.156	22.929	23.451	24.481	26.394
113.3	-0.3521	19.7321	0.0901	15.129	16.119	16.737	17.078	17.621	18	18.581	19.732	20.982	21.698	22.201	22.976	23.499	24.532	26.451
113.4	-0.3521	19.77	0.09016	15.156	16.148	16.768	17.109	17.653	18.033	18.616	19.77	21.023	21.741	22.245	23.023	23.547	24.583	26.507
113.5	-0.3521	19.8081	0.09022	15.182	16.177	16.798	17.14	17.686	18.067	18.651	19.808	21.065	21.784	22.29	23.069	23.596	24.634	26.564
113.6	-0.3521	19.8461	0.09029	15.209	16.206	16.828	17.171	17.718	18.1	18.686	19.846	21.106	21.827	22.335	23.116	23.644	24.686	26.621
113.7	-0.3521	19.8843	0.09035	15.235	16.235	16.859	17.203	17.751	18.134	18.721	19.884	21.148	21.871	22.379	23.163	23.692	24.737	26.678
113.8	-0.3521	19.9225	0.09041	15.262	16.264	16.89	17.234	17.784	18.168	18.756	19.923	21.189	21.914	22.424	23.21	23.741	24.788	26.734
113.9	-0.3521	19.9607	0.09047	15.289	16.293	16.92	17.266	17.817	18.202	18.791	19.961	21.231	21.958	22.469	23.257	23.789	24.84	26.791
114	-0.3521	19.999	0.09054	15.315	16.322	16.951	17.297	17.849	18.235	18.826	19.999	21.273	22.001	22.514	23.305	23.838	24.892	26.849
114.1	-0.3521	20.0373	0.0906	15.342	16.351	16.981	17.328	17.882	18.269	18.862	20.037	21.314	22.045	22.559	23.352	23.887	24.943	26.906
114.2	-0.3521	20.0757	0.09066	15.369	16.38	17.012	17.36	17.915	18.303	18.897	20.076	21.356	22.089	22.604	23.399	23.935	24.995	26.963
114.3	-0.3521	20.1142	0.09072	15.395	16.409	17.043	17.392	17.948	18.337	18.933	20.114	21.398	22.132	22.649	23.446	23.984	25.046	27.02
114.4	-0.3521	20.1527	0.09079	15.422	16.438	17.073	17.423	17.981	18.371	18.968	20.153	21.44	22.176	22.695	23.494	24.033	25.099	27.079
114.5	-0.3521	20.1912	0.09085	15.449	16.468	17.104	17.455	18.014	18.405	19.003	20.191	21.482	22.22	22.74	23.541	24.082	25.15	27.136
114.6	-0.3521	20.2298	0.09091	15.476	16.497	17.135	17.486	18.047	18.439	19.039	20.23	21.524	22.264	22.785	23.589	24.131	25.202	27.193
114.7	-0.3521	20.2684	0.09097	15.503	16.526	17.166	17.518	18.08	18.473	19.075	20.268	21.565	22.308	22.831	23.636	24.18	25.254	27.251
114.8	-0.3521	20.3071	0.09103	15.529	16.556	17.197	17.55	18.113	18.507	19.11	20.307	21.608	22.352	22.876	23.684	24.229	25.306	27.309
114.9	-0.3521	20.3458	0.0911	15.556	16.585	17.227	17.582	18.146	18.541	19.146	20.346	21.65	22.396	22.922	23.732	24.279	25.359	27.367
115	-0.3521	20.3846	0.09116	15.583	16.614	17.258	17.613	18.179	18.575	19.182	20.385	21.692	22.441	22.967	23.78	24.328	25.411	27.425
115.1	-0.3521	20.4233	0.09122	15.61	16.644	17.289	17.645	18.213	18.61	19.217	20.423	21.734	22.485	23.013	23.827	24.377	25.463	27.483
115.2	-0.3521	20.4622	0.09128	15.637	16.673	17.32	17.677	18.246	18.644	19.253	20.462	21.776	22.529	23.059	23.875	24.426	25.515	27.541
115.3	-0.3521	20.501	0.09134	15.664	16.703	17.351	17.709	18.279	18.678	19.289	20.501	21.819	22.573	23.104	23.923	24.476	25.568	27.599
115.4	-0.3521	20.54	0.0914	15.691	16.732	17.383	17.741	18.313	18.712	19.325	20.54	21.861	22.617	23.15	23.971	24.525	25.62	27.657
115.5	-0.3521	20.5789	0.09147	15.718	16.761	17.413	17.773	18.346	18.747	19.36	20.579	21.903	22.662	23.196	24.019	24.575	25.673	27.716
115.6	-0.3521	20.6179	0.09153	15.745	16.791	17.445	17.805	18.379	18.781	19.396	20.618	21.946	22.706	23.242	24.067	24.625	25.726	27.774
115.7	-0.3521	20.6569	0.09159	15.772	16.82	17.476	17.837	18.413	18.815	19.432	20.657	21.988	22.751	23.288	24.115	24.674	25.778	27.832
115.8	-0.3521	20.6959	0.09165	15.799	16.85	17.507	17.869	18.446	18.85	19.468	20.696	22.031	22.795	23.333	24.163	24.724	25.831	27.891
115.9	-0.3521	20.735	0.09171	15.826	16.88	17.538	17.901	18.479	18.884	19.504	20.735	22.073	22.84	23.379	24.211	24.773	25.884	27.949
116	-0.3521	20.7741	0.09177	15.854	16.909	17.569	17.933	18.513	18.919	19.54	20.774	22.116	22.884	23.425	24.26	24.823	25.936	28.008
116.1	-0.3521	20.8132	0.09183	15.881	16.939	17.6	17.965	18.546	18.953	19.576	20.813	22.158	22.929	23.471	24.308	24.873	25.989	28.066
116.2	-0.3521	20.8524	0.0919	15.908	16.968	17.631	17.997	18.58	18.988	19.612	20.852	22.201	22.974	23.518	24.357	24.923	26.043	28.126
116.3	-0.3521	20.8916	0.09196	15.935	16.998	17.663	18.029	18.613	19.022	19.648	20.892	22.244	23.018	23.564	24.405	24.973	26.096	28.184
116.4	-0.3521	20.9308	0.09202	15.962	17.028	17.694	18.061	18.647	19.057	19.684	20.931	22.286	23.063	23.61	24.453	25.023	26.148	28.243
116.5	-0.3521	20.97	0.09208	15.989	17.057	17.725	18.093	18.68	19.091	19.72	20.97	22.329	23.108	23.656	24.502	25.073	26.201	28.302
116.6	-0.3521	21.0093	0.09214	16.016	17.087	17.756	18.125	18.714	19.126	19.757	21.009	22.372	23.153	23.702	24.55	25.123	26.254	28.361
116.7	-0.3521	21.0486	0.0922	16.044	17.117	17.788	18.158	18.748	19.16	19.793	21.049	22.415	23.197	23.749	24.599	25.173	26.308	28.42
116.8	-0.3521	21.0879	0.09227	16.071	17.146	17.819	18.19	18.781	19.195	19.829	21.088	22.458	23.242	23.795	24.648	25.223	26.361	28.48
116.9	-0.3521	21.1272	0.09233	16.098	17.176	17.85	18.222	18.815	19.229	19.865	21.127	22.5	23.287	23.841	24.696	25.273	26.414	28.538
117	-0.3521	21.1666	0.09239	16.125	17.206	17.881	18.254	18.848	19.264	19.901	21.167	22.543	23.332	23.888	24.745	25.324	26.468	28.598
117.1	-0.3521	21.2059	0.09245	16.152	17.235	17.913	18.286	18.882	19.299	19.937	21.206	22.586	23.377	23.934	24.793	25.374	26.521	28.657
117.2	-0.3521	21.2453	0.09251	16.18	17.265	17.944	18.318	18.916	19.333	19.974	21.245	22.629	23.422	23.98	24.842	25.424	26.574	28.716
