Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
968	-0.3826	15.7333	0.07865	12.471	13.183	13.625	13.867	14.252	14.52	14.928	15.733	16.6	17.092	17.437	17.966	18.321	19.02	20.305
969	-0.3818	15.7322	0.07865	12.47	13.182	13.624	13.866	14.251	14.519	14.927	15.732	16.598	17.09	17.435	17.964	18.32	19.018	20.303
970	-0.3811	15.7311	0.07865	12.468	13.181	13.623	13.865	14.25	14.518	14.926	15.731	16.597	17.089	17.434	17.963	18.318	19.016	20.301
971	-0.3804	15.73	0.07866	12.467	13.18	13.621	13.864	14.248	14.516	14.925	15.73	16.596	17.088	17.433	17.962	18.317	19.015	20.3
972	-0.3796	15.7289	0.07866	12.466	13.178	13.62	13.863	14.247	14.515	14.924	15.729	16.595	17.087	17.432	17.96	18.316	19.014	20.298
973	-0.3789	15.7278	0.07867	12.464	13.177	13.619	13.861	14.246	14.514	14.923	15.728	16.594	17.086	17.431	17.959	18.315	19.013	20.297
974	-0.3782	15.7267	0.07867	12.463	13.176	13.618	13.86	14.245	14.513	14.922	15.727	16.593	17.085	17.429	17.958	18.313	19.011	20.295
975	-0.3774	15.7256	0.07868	12.462	13.175	13.617	13.859	14.244	14.512	14.921	15.726	16.592	17.084	17.428	17.957	18.312	19.01	20.294
976	-0.3767	15.7245	0.07868	12.461	13.174	13.616	13.858	14.243	14.511	14.92	15.725	16.59	17.082	17.427	17.956	18.311	19.008	20.292
977	-0.376	15.7234	0.07869	12.459	13.172	13.614	13.857	14.242	14.51	14.918	15.723	16.589	17.081	17.426	17.954	18.31	19.007	20.291
978	-0.3753	15.7222	0.07869	12.458	13.171	13.613	13.856	14.24	14.509	14.917	15.722	16.588	17.08	17.424	17.953	18.308	19.005	20.289
979	-0.3745	15.7211	0.0787	12.457	13.17	13.612	13.854	14.239	14.507	14.916	15.721	16.587	17.079	17.423	17.952	18.307	19.004	20.287
980	-0.3738	15.72	0.0787	12.455	13.169	13.611	13.853	14.238	14.506	14.915	15.72	16.586	17.078	17.422	17.951	18.306	19.003	20.286
981	-0.3731	15.719	0.07871	12.454	13.167	13.61	13.852	14.237	14.505	14.914	15.719	16.585	17.077	17.421	17.95	18.305	19.002	20.284
982	-0.3724	15.7179	0.07871	12.453	13.166	13.609	13.851	14.236	14.504	14.913	15.718	16.584	17.075	17.42	17.948	18.303	19	20.283
983	-0.3717	15.7168	0.07872	12.452	13.165	13.607	13.85	14.235	14.503	14.912	15.717	16.583	17.074	17.419	17.947	18.302	18.999	20.281
984	-0.371	15.7157	0.07872	12.45	13.164	13.606	13.849	14.234	14.502	14.911	15.716	16.581	17.073	17.418	17.946	18.301	18.998	20.279
985	-0.3703	15.7146	0.07872	12.449	13.163	13.605	13.848	14.233	14.501	14.91	15.715	16.58	17.072	17.416	17.944	18.299	18.996	20.278
986	-0.3696	15.7135	0.07873	12.448	13.162	13.604	13.846	14.232	14.5	14.909	15.714	16.579	17.071	17.415	17.943	18.298	18.995	20.276
987	-0.3689	15.7124	0.07873	12.447	13.16	13.603	13.845	14.23	14.499	14.907	15.712	16.578	17.07	17.414	17.942	18.297	18.993	20.274
988	-0.3682	15.7113	0.07874	12.445	13.159	13.602	13.844	14.229	14.497	14.906	15.711	16.577	17.069	17.413	17.941	18.296	18.992	20.273
989	-0.3675	15.7102	0.07874	12.444	13.158	13.6	13.843	14.228	14.496	14.905	15.71	16.576	17.067	17.412	17.94	18.294	18.991	20.271
990	-0.3668	15.7091	0.07875	12.443	13.157	13.599	13.842	14.227	14.495	14.904	15.709	16.575	17.066	17.411	17.939	18.293	18.989	20.27
991	-0.3661	15.708	0.07875	12.442	13.156	13.598	13.841	14.226	14.494	14.903	15.708	16.574	17.065	17.409	17.937	18.292	18.988	20.268
992	-0.3655	15.7069	0.07876	12.44	13.154	13.597	13.839	14.225	14.493	14.902	15.707	16.573	17.064	17.408	17.936	18.291	18.987	20.267
993	-0.3648	15.7058	0.07876	12.439	13.153	13.596	13.838	14.224	14.492	14.901	15.706	16.571	17.063	17.407	17.935	18.289	18.985	20.265
994	-0.3641	15.7047	0.07877	12.438	13.152	13.595	13.837	14.222	14.491	14.9	15.705	16.57	17.062	17.406	17.934	18.288	18.984	20.264
995	-0.3634	15.7037	0.07877	12.437	13.151	13.594	13.836	14.222	14.49	14.899	15.704	16.569	17.061	17.405	17.932	18.287	18.983	20.262
996	-0.3628	15.7026	0.07878	12.435	13.15	13.592	13.835	14.22	14.489	14.898	15.703	16.568	17.06	17.404	17.931	18.286	18.982	20.261
997	-0.3621	15.7015	0.07878	12.434	13.149	13.591	13.834	14.219	14.488	14.896	15.702	16.567	17.058	17.402	17.93	18.284	18.98	20.259
998	-0.3614	15.7004	0.07879	12.433	13.147	13.59	13.833	14.218	14.486	14.895	15.7	16.566	17.057	17.401	17.929	18.283	18.979	20.258
999	-0.3608	15.6993	0.07879	12.432	13.146	13.589	13.832	14.217	14.485	14.894	15.699	16.565	17.056	17.4	17.928	18.282	18.977	20.256
1000	-0.3601	15.6982	0.0788	12.43	13.145	13.588	13.83	14.216	14.484	14.893	15.698	16.564	17.055	17.399	17.927	18.281	18.976	20.255
1001	-0.3594	15.6971	0.0788	12.429	13.144	13.587	13.829	14.215	14.483	14.892	15.697	16.562	17.054	17.398	17.925	18.279	18.975	20.253
1002	-0.3588	15.6961	0.07881	12.428	13.142	13.585	13.828	14.214	14.482	14.891	15.696	16.562	17.053	17.397	17.924	18.278	18.974	20.252
1003	-0.3581	15.695	0.07881	12.427	13.141	13.584	13.827	14.213	14.481	14.89	15.695	16.56	17.052	17.396	17.923	18.277	18.972	20.25
1004	-0.3575	15.6939	0.07882	12.425	13.14	13.583	13.826	14.211	14.48	14.889	15.694	16.559	17.051	17.394	17.922	18.276	18.971	20.249
1005	-0.3568	15.6928	0.07882	12.424	13.139	13.582	13.825	14.21	14.479	14.888	15.693	16.558	17.049	17.393	17.92	18.275	18.97	20.247
1006	-0.3562	15.6917	0.07883	12.423	13.138	13.581	13.824	14.209	14.478	14.887	15.692	16.557	17.048	17.392	17.919	18.274	18.969	20.246
1007	-0.3556	15.6907	0.07883	12.422	13.137	13.58	13.823	14.208	14.477	14.886	15.691	16.556	17.047	17.391	17.918	18.272	18.967	20.244
1008	-0.3549	15.6896	0.07884	12.42	13.135	13.578	13.821	14.207	14.475	14.884	15.69	16.555	17.046	17.39	17.917	18.271	18.966	20.243
1009	-0.3543	15.6885	0.07884	12.419	13.134	13.577	13.82	14.206	14.474	14.883	15.689	16.554	17.045	17.389	17.916	18.27	18.964	20.241
1010	-0.3536	15.6874	0.07885	12.418	13.133	13.576	13.819	14.205	14.473	14.882	15.687	16.553	17.044	17.388	17.915	18.269	18.963	20.24
1011	-0.353	15.6864	0.07885	12.417	13.132	13.575	13.818	14.204	14.472	14.881	15.686	16.552	17.043	17.386	17.913	18.267	18.962	20.238
1012	-0.3524	15.6853	0.07886	12.415	13.131	13.574	13.817	14.203	14.471	14.88	15.685	16.551	17.042	17.385	17.912	18.266	18.961	20.237
1013	-0.3518	15.6842	0.07886	12.414	13.13	13.573	13.816	14.201	14.47	14.879	15.684	16.549	17.04	17.384	17.911	18.265	18.959	20.235
1014	-0.3511	15.6832	0.07887	12.413	13.128	13.572	13.815	14.2	14.469	14.878	15.683	16.548	17.039	17.383	17.91	18.264	18.958	20.234
1015	-0.3505	15.6821	0.07887	12.412	13.127	13.571	13.814	14.199	14.468	14.877	15.682	16.547	17.038	17.382	17.909	18.263	18.957	20.233
1016	-0.3499	15.681	0.07888	12.41	13.126	13.569	13.812	14.198	14.467	14.876	15.681	16.546	17.037	17.381	17.908	18.262	18.956	20.231
1017	-0.3493	15.6799	0.07888	12.409	13.125	13.568	13.811	14.197	14.466	14.875	15.68	16.545	17.036	17.38	17.906	18.26	18.954	20.23
1018	-0.3487	15.6789	0.07889	12.408	13.124	13.567	13.81	14.196	14.464	14.874	15.679	16.544	17.035	17.379	17.905	18.259	18.953	20.229
1019	-0.3481	15.6778	0.07889	12.407	13.123	13.566	13.809	14.195	14.463	14.873	15.678	16.543	17.034	17.377	17.904	18.258	18.952	20.227
1020	-0.3475	15.6767	0.0789	12.405	13.121	13.565	13.808	14.194	14.462	14.871	15.677	16.542	17.033	17.376	17.903	18.257	18.951	20.226
1021	-0.3469	15.6757	0.0789	12.404	13.12	13.564	13.807	14.193	14.461	14.871	15.676	16.541	17.032	17.375	17.902	18.255	18.949	20.224
1022	-0.3463	15.6746	0.07891	12.403	13.119	13.563	13.806	14.192	14.46	14.869	15.675	16.54	17.031	17.374	17.901	18.254	18.948	20.223
1023	-0.3457	15.6735	0.07891	12.402	13.118	13.562	13.805	14.19	14.459	14.868	15.674	16.539	17.029	17.373	17.899	18.253	18.947	20.221
1024	-0.3451	15.6725	0.07892	12.401	13.117	13.56	13.803	14.189	14.458	14.867	15.673	16.538	17.028	17.372	17.899	18.252	18.946	20.22
1025	-0.3445	15.6714	0.07892	12.4	13.116	13.559	13.802	14.188	14.457	14.866	15.671	16.536	17.027	17.371	17.897	18.251	18.944	20.218
1026	-0.3439	15.6704	0.07893	12.398	13.115	13.558	13.801	14.187	14.456	14.865	15.67	16.535	17.026	17.37	17.896	18.25	18.943	20.217
1027	-0.3433	15.6693	0.07893	12.397	13.113	13.557	13.8	14.186	14.455	14.864	15.669	16.534	17.025	17.368	17.895	18.248	18.942	20.215
1028	-0.3427	15.6682	0.07894	12.396	13.112	13.556	13.799	14.185	14.454	14.863	15.668	16.533	17.024	17.367	17.894	18.247	18.941	20.214
1029	-0.3422	15.6672	0.07894	12.395	13.111	13.555	13.798	14.184	14.453	14.862	15.667	16.532	17.023	17.366	17.893	18.246	18.939	20.212
1030	-0.3416	15.6661	0.07895	12.393	13.11	13.554	13.797	14.183	14.451	14.861	15.666	16.531	17.022	17.365	17.892	18.245	18.938	20.211
1031	-0.341	15.6651	0.07895	12.392	13.109	13.553	13.796	14.182	14.451	14.86	15.665	16.53	17.021	17.364	17.89	18.244	18.937	20.21
1032	-0.3404	15.664	0.07896	12.391	13.108	13.551	13.795	14.181	14.449	14.859	15.664	16.529	17.02	17.363	17.889	18.243	18.936	20.208
1033	-0.3399	15.663	0.07896	12.39	13.107	13.55	13.794	14.18	14.448	14.858	15.663	16.528	17.018	17.362	17.888	18.241	18.934	20.207
1034	-0.3393	15.6619	0.07897	12.389	13.105	13.549	13.792	14.178	14.447	14.857	15.662	16.527	17.017	17.361	17.887	18.24	18.933	20.206
1035	-0.3388	15.6609	0.07897	12.388	13.104	13.548	13.791	14.178	14.446	14.856	15.661	16.526	17.016	17.36	17.886	18.239	18.932	20.204
1036	-0.3382	15.6598	0.07898	12.386	13.103	13.547	13.79	14.176	14.445	14.854	15.66	16.525	17.015	17.359	17.885	18.238	18.931	20.203
1037	-0.3376	15.6588	0.07898	12.385	13.102	13.546	13.789	14.175	14.444	14.853	15.659	16.524	17.014	17.357	17.884	18.237	18.929	20.201
1038	-0.3371	15.6577	0.07899	12.384	13.101	13.545	13.788	14.174	14.443	14.852	15.658	16.523	17.013	17.356	17.882	18.236	18.928	20.2
1039	-0.3365	15.6567	0.07899	12.383	13.1	13.544	13.787	14.173	14.442	14.851	15.657	16.521	17.012	17.355	17.881	18.234	18.927	20.198
1040	-0.336	15.6556	0.079	12.381	13.099	13.543	13.786	14.172	14.441	14.85	15.656	16.52	17.011	17.354	17.88	18.233	18.926	20.197
1041	-0.3354	15.6546	0.079	12.38	13.098	13.542	13.785	14.171	14.44	14.849	15.655	16.519	17.01	17.353	17.879	18.232	18.924	20.196
1042	-0.3349	15.6535	0.07901	12.379	13.096	13.54	13.784	14.17	14.439	14.848	15.654	16.518	17.009	17.352	17.878	18.231	18.923	20.195
1043	-0.3344	15.6525	0.07901	12.378	13.095	13.539	13.783	14.169	14.438	14.847	15.653	16.517	17.008	17.351	17.877	18.23	18.922	20.193
1044	-0.3338	15.6514	0.07902	12.377	13.094	13.538	13.781	14.168	14.437	14.846	15.651	16.516	17.007	17.35	17.876	18.229	18.921	20.192
1045	-0.3333	15.6504	0.07903	12.375	13.093	13.537	13.78	14.167	14.435	14.845	15.65	16.515	17.006	17.349	17.875	18.228	18.92	20.191
1046	-0.3328	15.6493	0.07903	12.374	13.092	13.536	13.779	14.166	14.434	14.844	15.649	16.514	17.004	17.348	17.873	18.226	18.919	20.189
1047	-0.3322	15.6483	0.07904	12.373	13.09	13.535	13.778	14.164	14.433	14.843	15.648	16.513	17.003	17.347	17.872	18.225	18.918	20.188
1048	-0.3317	15.6473	0.07904	12.372	13.09	13.534	13.777	14.164	14.432	14.842	15.647	16.512	17.002	17.345	17.871	18.224	18.916	20.186
1049	-0.3312	15.6462	0.07905	12.371	13.088	13.533	13.776	14.162	14.431	14.841	15.646	16.511	17.001	17.344	17.87	18.223	18.915	20.185
1050	-0.3307	15.6452	0.07905	12.37	13.087	13.532	13.775	14.161	14.43	14.84	15.645	16.51	17	17.343	17.869	18.222	18.914	20.184
1051	-0.3302	15.6441	0.07906	12.368	13.086	13.53	13.774	14.16	14.429	14.839	15.644	16.509	16.999	17.342	17.868	18.221	18.913	20.183
1052	-0.3296	15.6431	0.07906	12.367	13.085	13.529	13.773	14.159	14.428	14.838	15.643	16.508	16.998	17.341	17.867	18.22	18.911	20.181
1053	-0.3291	15.6421	0.07907	12.366	13.084	13.528	13.772	14.158	14.427	14.837	15.642	16.507	16.997	17.34	17.866	18.219	18.91	20.18
1054	-0.3286	15.641	0.07907	12.365	13.083	13.527	13.771	14.157	14.426	14.836	15.641	16.506	16.996	17.339	17.864	18.217	18.909	20.178
1055	-0.3281	15.64	0.07908	12.364	13.082	13.526	13.769	14.156	14.425	14.834	15.64	16.505	16.995	17.338	17.864	18.216	18.908	20.177
1056	-0.3276	15.639	0.07908	12.363	13.081	13.525	13.769	14.155	14.424	14.834	15.639	16.504	16.994	17.337	17.862	18.215	18.907	20.176
1057	-0.3271	15.6379	0.07909	12.361	13.079	13.524	13.767	14.154	14.423	14.832	15.638	16.503	16.993	17.336	17.861	18.214	18.906	20.175
1058	-0.3266	15.6369	0.0791	12.36	13.078	13.523	13.766	14.153	14.422	14.831	15.637	16.502	16.992	17.335	17.86	18.213	18.905	20.174
1059	-0.3261	15.6359	0.0791	12.359	13.077	13.522	13.765	14.152	14.421	14.83	15.636	16.501	16.991	17.334	17.859	18.212	18.903	20.172
1060	-0.3257	15.6349	0.07911	12.358	13.076	13.521	13.764	14.151	14.42	14.829	15.635	16.5	16.99	17.333	17.858	18.211	18.902	20.171
1061	-0.3252	15.6338	0.07911	12.357	13.075	13.52	13.763	14.15	14.419	14.828	15.634	16.498	16.989	17.332	17.857	18.21	18.901	20.169
1062	-0.3247	15.6328	0.07912	12.355	13.074	13.518	13.762	14.148	14.417	14.827	15.633	16.497	16.988	17.331	17.856	18.209	18.9	20.169
1063	-0.3242	15.6318	0.07912	12.354	13.073	13.517	13.761	14.148	14.417	14.826	15.632	16.496	16.987	17.329	17.855	18.207	18.899	20.167
1064	-0.3237	15.6308	0.07913	12.353	13.072	13.516	13.76	14.146	14.415	14.825	15.631	16.495	16.986	17.329	17.854	18.206	18.898	20.166
1065	-0.3233	15.6297	0.07913	12.352	13.071	13.515	13.759	14.145	14.414	14.824	15.63	16.494	16.984	17.327	17.853	18.205	18.896	20.164
1066	-0.3228	15.6287	0.07914	12.351	13.069	13.514	13.758	14.144	14.413	14.823	15.629	16.493	16.983	17.326	17.852	18.204	18.895	20.163
1067	-0.3223	15.6277	0.07915	12.349	13.068	13.513	13.757	14.143	14.412	14.822	15.628	16.492	16.982	17.325	17.851	18.203	18.894	20.162
1068	-0.3218	15.6267	0.07915	12.349	13.067	13.512	13.756	14.142	14.411	14.821	15.627	16.491	16.981	17.324	17.85	18.202	18.893	20.161
1069	-0.3214	15.6256	0.07916	12.347	13.066	13.511	13.754	14.141	14.41	14.82	15.626	16.49	16.98	17.323	17.849	18.201	18.892	20.16
1070	-0.3209	15.6246	0.07916	12.346	13.065	13.51	13.753	14.14	14.409	14.819	15.625	16.489	16.979	17.322	17.847	18.2	18.891	20.158
1071	-0.3205	15.6236	0.07917	12.345	13.064	13.509	13.752	14.139	14.408	14.818	15.624	16.488	16.978	17.321	17.846	18.199	18.89	20.157
1072	-0.32	15.6226	0.07917	12.344	13.063	13.508	13.751	14.138	14.407	14.817	15.623	16.487	16.977	17.32	17.845	18.198	18.888	20.156
1073	-0.3196	15.6216	0.07918	12.343	13.062	13.506	13.75	14.137	14.406	14.816	15.622	16.486	16.976	17.319	17.844	18.197	18.887	20.155
1074	-0.3191	15.6206	0.07918	12.342	13.061	13.506	13.749	14.136	14.405	14.815	15.621	16.485	16.975	17.318	17.843	18.195	18.886	20.153
1075	-0.3187	15.6196	0.07919	12.34	13.059	13.504	13.748	14.135	14.404	14.814	15.62	16.484	16.974	17.317	17.842	18.194	18.885	20.152
1076	-0.3182	15.6185	0.0792	12.339	13.058	13.503	13.747	14.134	14.403	14.813	15.619	16.483	16.973	17.316	17.841	18.193	18.884	20.151
1077	-0.3178	15.6175	0.0792	12.338	13.057	13.502	13.746	14.133	14.402	14.812	15.618	16.482	16.972	17.315	17.84	18.192	18.883	20.15
1078	-0.3174	15.6165	0.07921	12.337	13.056	13.501	13.745	14.132	14.401	14.811	15.617	16.481	16.971	17.314	17.839	18.191	18.882	20.149
1079	-0.3169	15.6155	0.07921	12.336	13.055	13.5	13.744	14.131	14.4	14.81	15.616	16.48	16.97	17.313	17.838	18.19	18.881	20.147
1080	-0.3165	15.6145	0.07922	12.335	13.054	13.499	13.743	14.13	14.399	14.809	15.615	16.479	16.969	17.312	17.837	18.189	18.88	20.146
1081	-0.3161	15.6135	0.07922	12.334	13.053	13.498	13.742	14.129	14.398	14.808	15.614	16.478	16.968	17.311	17.836	18.188	18.878	20.145
1082	-0.3156	15.6125	0.07923	12.332	13.052	13.497	13.741	14.128	14.397	14.807	15.613	16.477	16.967	17.31	17.835	18.187	18.877	20.144
1083	-0.3152	15.6115	0.07924	12.331	13.05	13.496	13.74	14.126	14.396	14.806	15.612	16.476	16.966	17.309	17.834	18.186	18.877	20.143
1084	-0.3148	15.6105	0.07924	12.33	13.05	13.495	13.739	14.126	14.395	14.805	15.611	16.475	16.965	17.308	17.833	18.185	18.875	20.141
1085	-0.3144	15.6095	0.07925	12.329	13.048	13.494	13.737	14.124	14.394	14.804	15.61	16.474	16.964	17.307	17.832	18.184	18.874	20.14
1086	-0.314	15.6085	0.07925	12.328	13.047	13.493	13.737	14.123	14.393	14.803	15.609	16.473	16.963	17.306	17.831	18.183	18.873	20.139
1087	-0.3136	15.6075	0.07926	12.327	13.046	13.491	13.735	14.122	14.392	14.802	15.608	16.472	16.962	17.305	17.83	18.182	18.872	20.138
1088	-0.3132	15.6065	0.07926	12.326	13.045	13.491	13.734	14.121	14.391	14.801	15.607	16.471	16.961	17.304	17.828	18.181	18.871	20.136
1089	-0.3128	15.6055	0.07927	12.325	13.044	13.489	13.733	14.12	14.39	14.8	15.606	16.47	16.96	17.303	17.828	18.18	18.87	20.135
1090	-0.3124	15.6045	0.07928	12.323	13.043	13.488	13.732	14.119	14.388	14.799	15.605	16.469	16.959	17.302	17.827	18.179	18.869	20.135
1091	-0.312	15.6035	0.07928	12.322	13.042	13.487	13.731	14.118	14.388	14.798	15.604	16.468	16.958	17.301	17.825	18.177	18.868	20.133
1092	-0.3116	15.6025	0.07929	12.321	13.041	13.486	13.73	14.117	14.386	14.797	15.603	16.467	16.957	17.3	17.825	18.177	18.867	20.132
1093	-0.3112	15.6015	0.07929	12.32	13.04	13.485	13.729	14.116	14.386	14.796	15.602	16.466	16.956	17.299	17.823	18.175	18.865	20.131
1094	-0.3108	15.6005	0.0793	12.319	13.039	13.484	13.728	14.115	14.384	14.795	15.601	16.465	16.955	17.298	17.822	18.174	18.865	20.13
1095	-0.3104	15.5995	0.07931	12.318	13.037	13.483	13.727	14.114	14.383	14.793	15.6	16.464	16.954	17.297	17.822	18.174	18.864	20.129
1096	-0.31	15.5986	0.07931	12.317	13.037	13.482	13.726	14.113	14.382	14.793	15.599	16.463	16.953	17.296	17.82	18.172	18.862	20.127
1097	-0.3097	15.5976	0.07932	12.315	13.035	13.481	13.725	14.112	14.381	14.792	15.598	16.462	16.952	17.295	17.82	18.172	18.862	20.127
1098	-0.3093	15.5966	0.07932	12.315	13.035	13.48	13.724	14.111	14.38	14.791	15.597	16.461	16.951	17.294	17.818	18.17	18.86	20.125
1099	-0.3089	15.5956	0.07933	12.313	13.033	13.479	13.723	14.11	14.379	14.79	15.596	16.46	16.95	17.293	17.817	18.169	18.859	20.124
1100	-0.3085	15.5946	0.07934	12.312	13.032	13.478	13.722	14.109	14.378	14.788	15.595	16.459	16.949	17.292	17.817	18.169	18.858	20.123
1101	-0.3082	15.5936	0.07934	12.311	13.031	13.477	13.721	14.108	14.377	14.788	15.594	16.458	16.948	17.291	17.815	18.167	18.857	20.122
1102	-0.3078	15.5926	0.07935	12.31	13.03	13.476	13.72	14.107	14.376	14.786	15.593	16.457	16.947	17.29	17.814	18.166	18.856	20.121
1103	-0.3074	15.5917	0.07935	12.309	13.029	13.475	13.719	14.106	14.375	14.786	15.592	16.456	16.946	17.289	17.813	18.165	18.855	20.119
1104	-0.3071	15.5907	0.07936	12.308	13.028	13.474	13.718	14.105	14.374	14.785	15.591	16.455	16.945	17.288	17.812	18.164	18.854	20.119
1105	-0.3067	15.5897	0.07936	12.307	13.027	13.473	13.717	14.104	14.373	14.784	15.59	16.454	16.944	17.287	17.811	18.163	18.853	20.117
1106	-0.3064	15.5887	0.07937	12.306	13.026	13.472	13.716	14.103	14.372	14.783	15.589	16.453	16.943	17.286	17.81	18.162	18.852	20.116
1107	-0.306	15.5878	0.07938	12.304	13.025	13.47	13.715	14.102	14.371	14.782	15.588	16.452	16.942	17.285	17.81	18.161	18.851	20.115
1108	-0.3057	15.5868	0.07938	12.304	13.024	13.47	13.714	14.101	14.37	14.781	15.587	16.451	16.941	17.284	17.808	18.16	18.85	20.114
1109	-0.3054	15.5858	0.07939	12.302	13.023	13.468	13.713	14.1	14.369	14.78	15.586	16.45	16.94	17.283	17.808	18.159	18.849	20.113
1110	-0.305	15.5848	0.0794	12.301	13.021	13.467	13.711	14.099	14.368	14.779	15.585	16.449	16.939	17.282	17.807	18.159	18.848	20.112
1111	-0.3047	15.5839	0.0794	12.3	13.021	13.466	13.711	14.098	14.367	14.778	15.584	16.449	16.938	17.281	17.806	18.157	18.847	20.111
1112	-0.3043	15.5829	0.07941	12.299	13.019	13.465	13.709	14.097	14.366	14.777	15.583	16.448	16.937	17.28	17.805	18.156	18.846	20.11
1113	-0.304	15.5819	0.07941	12.298	13.019	13.464	13.709	14.096	14.365	14.776	15.582	16.446	16.936	17.279	17.803	18.155	18.845	20.108
1114	-0.3037	15.581	0.07942	12.297	13.017	13.463	13.707	14.095	14.364	14.775	15.581	16.446	16.936	17.278	17.803	18.155	18.844	20.108
1115	-0.3034	15.58	0.07943	12.296	13.016	13.462	13.706	14.094	14.363	14.774	15.58	16.445	16.935	17.277	17.802	18.154	18.843	20.107
1116	-0.3031	15.579	0.07943	12.295	13.015	13.461	13.705	14.093	14.362	14.773	15.579	16.444	16.933	17.276	17.801	18.152	18.842	20.105
1117	-0.3027	15.5781	0.07944	12.294	13.014	13.46	13.704	14.092	14.361	14.772	15.578	16.443	16.933	17.275	17.8	18.152	18.841	20.105
1118	-0.3024	15.5771	0.07944	12.293	13.013	13.459	13.703	14.091	14.36	14.771	15.577	16.442	16.932	17.274	17.799	18.15	18.84	20.103
1119	-0.3021	15.5761	0.07945	12.291	13.012	13.458	13.702	14.09	14.359	14.77	15.576	16.441	16.931	17.273	17.798	18.15	18.839	20.102
1120	-0.3018	15.5752	0.07946	12.29	13.011	13.457	13.701	14.089	14.358	14.769	15.575	16.44	16.93	17.272	17.797	18.149	18.838	20.102
1121	-0.3015	15.5742	0.07946	12.289	13.01	13.456	13.7	14.088	14.357	14.768	15.574	16.439	16.929	17.271	17.796	18.148	18.837	20.1
1122	-0.3012	15.5733	0.07947	12.288	13.009	13.455	13.699	14.087	14.356	14.767	15.573	16.438	16.928	17.27	17.795	18.147	18.836	20.1
1123	-0.3009	15.5723	0.07948	12.287	13.008	13.454	13.698	14.086	14.355	14.766	15.572	16.437	16.927	17.27	17.794	18.146	18.835	20.099
1124	-0.3006	15.5714	0.07948	12.286	13.007	13.453	13.697	14.085	14.355	14.765	15.571	16.436	16.926	17.269	17.793	18.145	18.834	20.097
1125	-0.3003	15.5704	0.07949	12.285	13.006	13.452	13.696	14.084	14.353	14.764	15.57	16.435	16.925	17.268	17.792	18.144	18.833	20.097
1126	-0.3	15.5695	0.07949	12.284	13.005	13.451	13.695	14.083	14.353	14.763	15.57	16.434	16.924	17.267	17.791	18.143	18.832	20.095
1127	-0.2997	15.5685	0.0795	12.283	13.004	13.45	13.694	14.082	14.351	14.762	15.569	16.433	16.923	17.266	17.79	18.142	18.831	20.094
1128	-0.2995	15.5676	0.07951	12.282	13.003	13.449	13.693	14.081	14.351	14.761	15.568	16.432	16.922	17.265	17.789	18.141	18.831	20.094
1129	-0.2992	15.5666	0.07951	12.281	13.002	13.448	13.692	14.08	14.35	14.76	15.567	16.431	16.921	17.264	17.788	18.14	18.829	20.092
1130	-0.2989	15.5657	0.07952	12.28	13.001	13.447	13.691	14.079	14.349	14.759	15.566	16.431	16.92	17.263	17.787	18.139	18.829	20.092
1131	-0.2986	15.5647	0.07953	12.278	13	13.446	13.69	14.078	14.348	14.758	15.565	16.43	16.919	17.262	17.787	18.138	18.828	20.091
1132	-0.2984	15.5638	0.07953	12.278	12.999	13.445	13.689	14.077	14.347	14.757	15.564	16.429	16.918	17.261	17.786	18.137	18.826	20.089
1133	-0.2981	15.5628	0.07954	12.276	12.998	13.444	13.688	14.076	14.346	14.756	15.563	16.428	16.918	17.26	17.785	18.136	18.826	20.089
1134	-0.2978	15.5619	0.07954	12.276	12.997	13.443	13.687	14.075	14.345	14.755	15.562	16.427	16.917	17.259	17.784	18.135	18.824	20.087
1135	-0.2976	15.5609	0.07955	12.274	12.996	13.442	13.686	14.074	14.344	14.754	15.561	16.426	16.916	17.258	17.783	18.134	18.824	20.086
1136	-0.2973	15.56	0.07956	12.273	12.995	13.441	13.685	14.073	14.343	14.753	15.56	16.425	16.915	17.257	17.782	18.134	18.823	20.086
1137	-0.2971	15.5591	0.07956	12.272	12.994	13.44	13.684	14.072	14.342	14.752	15.559	16.424	16.914	17.256	17.781	18.133	18.822	20.084
1138	-0.2968	15.5581	0.07957	12.271	12.993	13.439	13.683	14.071	14.341	14.751	15.558	16.423	16.913	17.255	17.78	18.132	18.821	20.084
1139	-0.2966	15.5572	0.07958	12.27	12.992	13.438	13.682	14.07	14.34	14.75	15.557	16.422	16.912	17.255	17.779	18.131	18.82	20.083
1140	-0.2963	15.5563	0.07958	12.269	12.991	13.437	13.681	14.069	14.339	14.75	15.556	16.421	16.911	17.254	17.778	18.13	18.819	20.082
1141	-0.2961	15.5553	0.07959	12.268	12.99	13.436	13.68	14.068	14.338	14.748	15.555	16.42	16.91	17.253	17.777	18.129	18.818	20.081
1142	-0.2959	15.5544	0.0796	12.267	12.988	13.435	13.679	14.067	14.337	14.748	15.554	16.419	16.909	17.252	17.777	18.128	18.818	20.08
1143	-0.2956	15.5535	0.0796	12.266	12.988	13.434	13.679	14.066	14.336	14.747	15.554	16.418	16.908	17.251	17.775	18.127	18.816	20.079
1144	-0.2954	15.5525	0.07961	12.265	12.986	13.433	13.677	14.065	14.335	14.746	15.553	16.418	16.907	17.25	17.775	18.126	18.815	20.078
