Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
941	1	49.0247	0.02851	44.706	45.773	46.396	46.726	47.233	47.576	48.082	49.025	49.967	50.473	50.816	51.324	51.653	52.276	53.344
942	1	49.0278	0.02851	44.708	45.776	46.399	46.729	47.236	47.579	48.085	49.028	49.971	50.477	50.819	51.327	51.657	52.28	53.347
943	1	49.031	0.02851	44.711	45.779	46.402	46.732	47.24	47.582	48.088	49.031	49.974	50.48	50.822	51.33	51.66	52.283	53.351
944	1	49.0341	0.02851	44.714	45.782	46.405	46.735	47.243	47.585	48.091	49.034	49.977	50.483	50.826	51.334	51.663	52.286	53.354
945	1	49.0372	0.02851	44.717	45.785	46.408	46.738	47.246	47.588	48.094	49.037	49.98	50.486	50.829	51.337	51.667	52.29	53.358
946	1	49.0404	0.02851	44.72	45.788	46.411	46.741	47.249	47.591	48.097	49.04	49.983	50.489	50.832	51.34	51.67	52.293	53.361
947	1	49.0435	0.02851	44.723	45.791	46.414	46.744	47.252	47.594	48.1	49.044	49.987	50.493	50.835	51.343	51.673	52.296	53.364
948	1	49.0466	0.02852	44.724	45.792	46.416	46.746	47.254	47.597	48.103	49.047	49.99	50.496	50.839	51.347	51.677	52.301	53.369
949	1	49.0497	0.02852	44.727	45.795	46.419	46.749	47.257	47.6	48.106	49.05	49.993	50.5	50.842	51.351	51.681	52.304	53.373
950	1	49.0528	0.02852	44.73	45.798	46.422	46.752	47.26	47.603	48.109	49.053	49.996	50.503	50.846	51.354	51.684	52.307	53.376
951	1	49.0559	0.02852	44.732	45.801	46.425	46.755	47.263	47.606	48.112	49.056	50	50.506	50.849	51.357	51.687	52.311	53.379
952	1	49.059	0.02852	44.735	45.804	46.427	46.758	47.266	47.609	48.115	49.059	50.003	50.509	50.852	51.36	51.691	52.314	53.383
953	1	49.0621	0.02852	44.738	45.807	46.43	46.761	47.269	47.612	48.118	49.062	50.006	50.512	50.855	51.364	51.694	52.317	53.386
954	1	49.0652	0.02852	44.741	45.81	46.433	46.763	47.272	47.615	48.121	49.065	50.009	50.516	50.859	51.367	51.697	52.321	53.389
955	1	49.0683	0.02852	44.744	45.813	46.436	46.766	47.275	47.618	48.124	49.068	50.012	50.519	50.862	51.37	51.7	52.324	53.393
956	1	49.0714	0.02853	44.745	45.814	46.438	46.769	47.277	47.62	48.127	49.071	50.016	50.522	50.866	51.374	51.705	52.328	53.398
957	1	49.0744	0.02853	44.748	45.817	46.441	46.771	47.28	47.623	48.13	49.074	50.019	50.526	50.869	51.377	51.708	52.332	53.401
958	1	49.0775	0.02853	44.751	45.82	46.444	46.774	47.283	47.626	48.133	49.078	50.022	50.529	50.872	51.381	51.711	52.335	53.404
959	1	49.0806	0.02853	44.753	45.823	46.447	46.777	47.286	47.629	48.136	49.081	50.025	50.532	50.875	51.384	51.714	52.338	53.408
960	1	49.0836	0.02853	44.756	45.826	46.45	46.78	47.289	47.632	48.139	49.084	50.028	50.535	50.878	51.387	51.717	52.341	53.411
961	1	49.0867	0.02853	44.759	45.829	46.453	46.783	47.292	47.635	48.142	49.087	50.031	50.538	50.881	51.39	51.721	52.345	53.414
962	1	49.0898	0.02853	44.762	45.832	46.456	46.786	47.295	47.638	48.145	49.09	50.034	50.541	50.885	51.393	51.724	52.348	53.418
963	1	49.0928	0.02854	44.763	45.833	46.458	46.788	47.297	47.641	48.148	49.093	50.038	50.545	50.888	51.397	51.728	52.352	53.423
964	1	49.0958	0.02854	44.766	45.836	46.46	46.791	47.3	47.644	48.151	49.096	50.041	50.548	50.892	51.401	51.731	52.355	53.426
965	1	49.0989	0.02854	44.769	45.839	46.463	46.794	47.303	47.647	48.154	49.099	50.044	50.551	50.895	51.404	51.734	52.359	53.429
966	1	49.1019	0.02854	44.771	45.842	46.466	46.797	47.306	47.649	48.157	49.102	50.047	50.554	50.898	51.407	51.738	52.362	53.432
967	1	49.1049	0.02854	44.774	45.845	46.469	46.8	47.309	47.652	48.16	49.105	50.05	50.557	50.901	51.41	51.741	52.365	53.436
968	1	49.108	0.02854	44.777	45.848	46.472	46.803	47.312	47.655	48.163	49.108	50.053	50.561	50.904	51.413	51.744	52.368	53.439
969	1	49.111	0.02854	44.78	45.85	46.475	46.806	47.315	47.658	48.166	49.111	50.056	50.564	50.907	51.416	51.747	52.372	53.442
970	1	49.114	0.02854	44.782	45.853	46.478	46.808	47.318	47.661	48.169	49.114	50.059	50.567	50.91	51.42	51.75	52.375	53.446
971	1	49.117	0.02855	44.784	45.855	46.48	46.81	47.32	47.664	48.171	49.117	50.063	50.57	50.914	51.424	51.754	52.379	53.45
972	1	49.12	0.02855	44.786	45.858	46.482	46.813	47.323	47.667	48.174	49.12	50.066	50.573	50.917	51.427	51.758	52.382	53.454
973	1	49.123	0.02855	44.789	45.86	46.485	46.816	47.326	47.669	48.177	49.123	50.069	50.577	50.92	51.43	51.761	52.386	53.457
974	1	49.126	0.02855	44.792	45.863	46.488	46.819	47.329	47.672	48.18	49.126	50.072	50.58	50.923	51.433	51.764	52.389	53.46
975	1	49.129	0.02855	44.795	45.866	46.491	46.822	47.331	47.675	48.183	49.129	50.075	50.583	50.927	51.436	51.767	52.392	53.463
976	1	49.132	0.02855	44.797	45.869	46.494	46.825	47.334	47.678	48.186	49.132	50.078	50.586	50.93	51.439	51.77	52.395	53.467
977	1	49.135	0.02855	44.8	45.872	46.497	46.828	47.337	47.681	48.189	49.135	50.081	50.589	50.933	51.442	51.773	52.398	53.47
978	1	49.138	0.02856	44.801	45.873	46.499	46.83	47.339	47.683	48.191	49.138	50.085	50.593	50.937	51.446	51.777	52.403	53.475
979	1	49.141	0.02856	44.804	45.876	46.501	46.833	47.342	47.686	48.194	49.141	50.088	50.596	50.94	51.449	51.781	52.406	53.478
980	1	49.1439	0.02856	44.807	45.879	46.504	46.835	47.345	47.689	48.197	49.144	50.091	50.599	50.943	51.453	51.784	52.409	53.481
981	1	49.1469	0.02856	44.809	45.882	46.507	46.838	47.348	47.692	48.2	49.147	50.094	50.602	50.946	51.456	51.787	52.412	53.484
982	1	49.1499	0.02856	44.812	45.884	46.51	46.841	47.351	47.695	48.203	49.15	50.097	50.605	50.949	51.459	51.79	52.415	53.488
983	1	49.1528	0.02856	44.815	45.887	46.513	46.844	47.354	47.698	48.206	49.153	50.1	50.608	50.952	51.462	51.793	52.419	53.491
984	1	49.1558	0.02856	44.817	45.89	46.515	46.847	47.357	47.701	48.209	49.156	50.103	50.611	50.955	51.465	51.796	52.422	53.494
985	1	49.1588	0.02857	44.819	45.892	46.517	46.849	47.359	47.703	48.212	49.159	50.106	50.614	50.959	51.469	51.8	52.426	53.499
986	1	49.1617	0.02857	44.821	45.894	46.52	46.851	47.362	47.706	48.214	49.162	50.109	50.617	50.962	51.472	51.803	52.429	53.502
987	1	49.1646	0.02857	44.824	45.897	46.523	46.854	47.364	47.709	48.217	49.165	50.112	50.62	50.965	51.475	51.806	52.432	53.505
988	1	49.1676	0.02857	44.827	45.9	46.526	46.857	47.367	47.712	48.22	49.168	50.115	50.623	50.968	51.478	51.81	52.435	53.509
989	1	49.1705	0.02857	44.829	45.902	46.528	46.86	47.37	47.715	48.223	49.171	50.118	50.626	50.971	51.481	51.813	52.439	53.512
990	1	49.1735	0.02857	44.832	45.905	46.531	46.863	47.373	47.717	48.226	49.174	50.121	50.63	50.974	51.484	51.816	52.442	53.515
991	1	49.1764	0.02857	44.835	45.908	46.534	46.865	47.376	47.72	48.229	49.176	50.124	50.633	50.977	51.487	51.819	52.445	53.518
992	1	49.1793	0.02857	44.837	45.911	46.537	46.868	47.379	47.723	48.232	49.179	50.127	50.636	50.98	51.49	51.822	52.448	53.521
993	1	49.1822	0.02858	44.838	45.912	46.539	46.87	47.381	47.725	48.234	49.182	50.13	50.639	50.984	51.494	51.826	52.452	53.526
994	1	49.1851	0.02858	44.841	45.915	46.541	46.873	47.384	47.728	48.237	49.185	50.133	50.642	50.987	51.497	51.829	52.455	53.529
995	1	49.188	0.02858	44.844	45.918	46.544	46.876	47.386	47.731	48.24	49.188	50.136	50.645	50.99	51.5	51.832	52.458	53.532
996	1	49.1909	0.02858	44.846	45.92	46.547	46.878	47.389	47.734	48.243	49.191	50.139	50.648	50.993	51.503	51.835	52.461	53.535
997	1	49.1938	0.02858	44.849	45.923	46.549	46.881	47.392	47.737	48.245	49.194	50.142	50.651	50.996	51.506	51.838	52.465	53.539
998	1	49.1967	0.02858	44.852	45.926	46.552	46.884	47.395	47.739	48.248	49.197	50.145	50.654	50.999	51.509	51.841	52.468	53.542
999	1	49.1996	0.02858	44.854	45.928	46.555	46.887	47.398	47.742	48.251	49.2	50.148	50.657	51.002	51.512	51.844	52.471	53.545
1000	1	49.2025	0.02859	44.855	45.93	46.557	46.889	47.4	47.745	48.254	49.203	50.151	50.66	51.005	51.516	51.848	52.475	53.55
1001	1	49.2054	0.02859	44.858	45.933	46.56	46.891	47.403	47.747	48.257	49.205	50.154	50.663	51.008	51.519	51.851	52.478	53.553
1002	1	49.2083	0.02859	44.861	45.935	46.562	46.894	47.405	47.75	48.259	49.208	50.157	50.666	51.011	51.522	51.854	52.481	53.556
1003	1	49.2112	0.02859	44.863	45.938	46.565	46.897	47.408	47.753	48.262	49.211	50.16	50.669	51.014	51.525	51.857	52.484	53.559
1004	1	49.214	0.02859	44.866	45.941	46.568	46.9	47.411	47.756	48.265	49.214	50.163	50.672	51.017	51.528	51.86	52.487	53.562
1005	1	49.2169	0.02859	44.869	45.943	46.57	46.902	47.414	47.759	48.268	49.217	50.166	50.675	51.02	51.531	51.863	52.49	53.565
1006	1	49.2198	0.02859	44.871	45.946	46.573	46.905	47.416	47.761	48.271	49.22	50.169	50.678	51.023	51.534	51.866	52.493	53.568
1007	1	49.2226	0.02859	44.874	45.949	46.576	46.908	47.419	47.764	48.273	49.223	50.172	50.681	51.026	51.537	51.869	52.496	53.571
1008	1	49.2255	0.0286	44.875	45.95	46.578	46.91	47.421	47.766	48.276	49.226	50.175	50.685	51.03	51.541	51.873	52.501	53.576
1009	1	49.2283	0.0286	44.877	45.953	46.58	46.912	47.424	47.769	48.279	49.228	50.178	50.688	51.033	51.544	51.876	52.504	53.579
1010	1	49.2312	0.0286	44.88	45.956	46.583	46.915	47.427	47.772	48.282	49.231	50.181	50.691	51.036	51.547	51.879	52.507	53.582
1011	1	49.234	0.0286	44.883	45.958	46.586	46.918	47.429	47.775	48.284	49.234	50.184	50.693	51.039	51.55	51.882	52.51	53.585
1012	1	49.2369	0.0286	44.885	45.961	46.588	46.921	47.432	47.777	48.287	49.237	50.187	50.696	51.042	51.553	51.885	52.513	53.588
1013	1	49.2397	0.0286	44.888	45.964	46.591	46.923	47.435	47.78	48.29	49.24	50.19	50.699	51.044	51.556	51.888	52.516	53.592
1014	1	49.2425	0.0286	44.89	45.966	46.594	46.926	47.438	47.783	48.293	49.243	50.192	50.702	51.047	51.559	51.891	52.519	53.595
1015	1	49.2454	0.02861	44.892	45.968	46.596	46.928	47.44	47.785	48.295	49.245	50.196	50.706	51.051	51.563	51.895	52.523	53.599
1016	1	49.2482	0.02861	44.894	45.97	46.598	46.931	47.443	47.788	48.298	49.248	50.199	50.709	51.054	51.566	51.898	52.526	53.602
1017	1	49.251	0.02861	44.897	45.973	46.601	46.933	47.445	47.791	48.301	49.251	50.201	50.711	51.057	51.569	51.901	52.529	53.605
1018	1	49.2538	0.02861	44.899	45.976	46.603	46.936	47.448	47.793	48.303	49.254	50.204	50.714	51.06	51.572	51.904	52.532	53.608
1019	1	49.2566	0.02861	44.902	45.978	46.606	46.939	47.451	47.796	48.306	49.257	50.207	50.717	51.063	51.575	51.907	52.535	53.611
1020	1	49.2594	0.02861	44.904	45.981	46.609	46.941	47.453	47.799	48.309	49.259	50.21	50.72	51.066	51.578	51.91	52.538	53.614
1021	1	49.2622	0.02861	44.907	45.983	46.611	46.944	47.456	47.801	48.312	49.262	50.213	50.723	51.068	51.58	51.913	52.541	53.618
1022	1	49.265	0.02861	44.909	45.986	46.614	46.947	47.459	47.804	48.314	49.265	50.216	50.726	51.071	51.583	51.916	52.544	53.621
1023	1	49.2678	0.02862	44.91	45.988	46.616	46.948	47.461	47.806	48.317	49.268	50.219	50.729	51.075	51.587	51.92	52.548	53.625
1024	1	49.2706	0.02862	44.913	45.99	46.618	46.951	47.463	47.809	48.319	49.271	50.222	50.732	51.078	51.59	51.923	52.551	53.628
1025	1	49.2734	0.02862	44.916	45.993	46.621	46.954	47.466	47.812	48.322	49.273	50.225	50.735	51.081	51.593	51.926	52.554	53.631
1026	1	49.2762	0.02862	44.918	45.995	46.624	46.956	47.469	47.815	48.325	49.276	50.227	50.738	51.084	51.596	51.929	52.557	53.634
1027	1	49.279	0.02862	44.921	45.998	46.626	46.959	47.472	47.817	48.328	49.279	50.23	50.741	51.086	51.599	51.932	52.56	53.637
1028	1	49.2818	0.02862	44.923	46.001	46.629	46.962	47.474	47.82	48.33	49.282	50.233	50.744	51.089	51.602	51.935	52.563	53.64
1029	1	49.2845	0.02862	44.926	46.003	46.632	46.964	47.477	47.823	48.333	49.285	50.236	50.746	51.092	51.605	51.937	52.566	53.643
1030	1	49.2873	0.02862	44.928	46.006	46.634	46.967	47.48	47.825	48.336	49.287	50.239	50.749	51.095	51.608	51.94	52.569	53.646
1031	1	49.2901	0.02863	44.929	46.007	46.636	46.969	47.482	47.828	48.338	49.29	50.242	50.753	51.099	51.611	51.944	52.573	53.651
1032	1	49.2928	0.02863	44.932	46.01	46.639	46.971	47.484	47.83	48.341	49.293	50.245	50.755	51.101	51.614	51.947	52.576	53.654
1033	1	49.2956	0.02863	44.934	46.012	46.641	46.974	47.487	47.833	48.344	49.296	50.248	50.758	51.104	51.617	51.95	52.579	53.657
1034	1	49.2983	0.02863	44.937	46.015	46.644	46.977	47.49	47.835	48.346	49.298	50.25	50.761	51.107	51.62	51.953	52.582	53.66
1035	1	49.3011	0.02863	44.939	46.017	46.646	46.979	47.492	47.838	48.349	49.301	50.253	50.764	51.11	51.623	51.956	52.585	53.663
1036	1	49.3038	0.02863	44.942	46.02	46.649	46.982	47.495	47.841	48.352	49.304	50.256	50.767	51.113	51.626	51.959	52.588	53.666
1037	1	49.3066	0.02863	44.944	46.023	46.652	46.985	47.498	47.844	48.354	49.307	50.259	50.77	51.116	51.629	51.962	52.591	53.669
1038	1	49.3093	0.02864	44.945	46.024	46.653	46.986	47.499	47.846	48.357	49.309	50.262	50.773	51.119	51.632	51.965	52.595	53.673
1039	1	49.312	0.02864	44.948	46.027	46.656	46.989	47.502	47.848	48.359	49.312	50.265	50.776	51.122	51.635	51.968	52.597	53.676
1040	1	49.3148	0.02864	44.95	46.029	46.658	46.992	47.505	47.851	48.362	49.315	50.267	50.779	51.125	51.638	51.971	52.6	53.679
1041	1	49.3175	0.02864	44.953	46.032	46.661	46.994	47.507	47.854	48.365	49.318	50.27	50.781	51.128	51.641	51.974	52.603	53.682
1042	1	49.3202	0.02864	44.955	46.034	46.664	46.997	47.51	47.856	48.367	49.32	50.273	50.784	51.13	51.644	51.977	52.606	53.685
1043	1	49.3229	0.02864	44.958	46.037	46.666	46.999	47.513	47.859	48.37	49.323	50.276	50.787	51.133	51.646	51.98	52.609	53.688
1044	1	49.3257	0.02864	44.96	46.039	46.669	47.002	47.515	47.862	48.373	49.326	50.279	50.79	51.136	51.649	51.983	52.612	53.691
1045	1	49.3284	0.02864	44.963	46.042	46.671	47.005	47.518	47.864	48.376	49.328	50.281	50.793	51.139	51.652	51.986	52.615	53.694
1046	1	49.3311	0.02865	44.964	46.043	46.673	47.006	47.52	47.866	48.378	49.331	50.284	50.796	51.142	51.656	51.989	52.619	53.699
1047	1	49.3338	0.02865	44.966	46.046	46.675	47.009	47.522	47.869	48.38	49.334	50.287	50.799	51.145	51.659	51.992	52.622	53.702
1048	1	49.3365	0.02865	44.968	46.048	46.678	47.012	47.525	47.872	48.383	49.337	50.29	50.801	51.148	51.661	51.995	52.625	53.705
1049	1	49.3392	0.02865	44.971	46.051	46.681	47.014	47.528	47.874	48.386	49.339	50.293	50.804	51.151	51.664	51.998	52.628	53.707
1050	1	49.3419	0.02865	44.973	46.053	46.683	47.017	47.53	47.877	48.388	49.342	50.295	50.807	51.154	51.667	52.001	52.631	53.71
1051	1	49.3446	0.02865	44.976	46.056	46.686	47.019	47.533	47.879	48.391	49.345	50.298	50.81	51.156	51.67	52.004	52.633	53.713
1052	1	49.3472	0.02865	44.978	46.058	46.688	47.022	47.535	47.882	48.394	49.347	50.301	50.813	51.159	51.673	52.006	52.636	53.716
1053	1	49.3499	0.02865	44.981	46.061	46.691	47.024	47.538	47.885	48.396	49.35	50.304	50.815	51.162	51.676	52.009	52.639	53.719
1054	1	49.3526	0.02866	44.982	46.062	46.692	47.026	47.54	47.887	48.399	49.353	50.307	50.819	51.165	51.679	52.013	52.643	53.724
1055	1	49.3553	0.02866	44.984	46.065	46.695	47.029	47.543	47.889	48.401	49.355	50.309	50.821	51.168	51.682	52.016	52.646	53.727
1056	1	49.3579	0.02866	44.986	46.067	46.697	47.031	47.545	47.892	48.404	49.358	50.312	50.824	51.171	51.685	52.018	52.649	53.729
1057	1	49.3606	0.02866	44.989	46.07	46.7	47.034	47.548	47.894	48.406	49.361	50.315	50.827	51.174	51.688	52.021	52.652	53.732
1058	1	49.3633	0.02866	44.991	46.072	46.702	47.036	47.55	47.897	48.409	49.363	50.318	50.83	51.176	51.69	52.024	52.655	53.735
1059	1	49.3659	0.02866	44.994	46.075	46.705	47.039	47.553	47.9	48.412	49.366	50.32	50.832	51.179	51.693	52.027	52.657	53.738
1060	1	49.3686	0.02866	44.996	46.077	46.707	47.041	47.555	47.902	48.414	49.369	50.323	50.835	51.182	51.696	52.03	52.66	53.741
1061	1	49.3712	0.02867	44.997	46.078	46.709	47.043	47.557	47.904	48.416	49.371	50.326	50.838	51.185	51.699	52.033	52.664	53.745
1062	1	49.3739	0.02867	45	46.081	46.712	47.046	47.56	47.907	48.419	49.374	50.329	50.841	51.188	51.702	52.036	52.667	53.748
1063	1	49.3765	0.02867	45.002	46.083	46.714	47.048	47.562	47.909	48.422	49.377	50.331	50.844	51.191	51.705	52.039	52.67	53.751
1064	1	49.3792	0.02867	45.004	46.086	46.717	47.051	47.565	47.912	48.424	49.379	50.334	50.846	51.193	51.708	52.042	52.673	53.754
1065	1	49.3818	0.02867	45.007	46.088	46.719	47.053	47.567	47.914	48.427	49.382	50.337	50.849	51.196	51.711	52.045	52.675	53.757
1066	1	49.3844	0.02867	45.009	46.091	46.721	47.056	47.57	47.917	48.429	49.384	50.339	50.852	51.199	51.713	52.047	52.678	53.76
1067	1	49.3871	0.02867	45.012	46.093	46.724	47.058	47.573	47.92	48.432	49.387	50.342	50.855	51.202	51.716	52.05	52.681	53.763
1068	1	49.3897	0.02867	45.014	46.096	46.726	47.061	47.575	47.922	48.435	49.39	50.345	50.857	51.204	51.719	52.053	52.684	53.765
1069	1	49.3923	0.02868	45.015	46.097	46.728	47.062	47.577	47.924	48.437	49.392	50.348	50.86	51.208	51.722	52.057	52.688	53.77
1070	1	49.395	0.02868	45.017	46.099	46.731	47.065	47.579	47.927	48.439	49.395	50.351	50.863	51.211	51.725	52.059	52.691	53.773
1071	1	49.3976	0.02868	45.02	46.102	46.733	47.067	47.582	47.929	48.442	49.398	50.353	50.866	51.213	51.728	52.062	52.693	53.776
1072	1	49.4002	0.02868	45.022	46.104	46.735	47.07	47.585	47.932	48.445	49.4	50.356	50.869	51.216	51.731	52.065	52.696	53.778
1073	1	49.4028	0.02868	45.024	46.107	46.738	47.072	47.587	47.934	48.447	49.403	50.358	50.871	51.219	51.733	52.068	52.699	53.781
1074	1	49.4054	0.02868	45.027	46.109	46.74	47.075	47.59	47.937	48.45	49.405	50.361	50.874	51.221	51.736	52.07	52.702	53.784
1075	1	49.408	0.02868	45.029	46.112	46.743	47.077	47.592	47.939	48.452	49.408	50.364	50.877	51.224	51.739	52.073	52.704	53.787
1076	1	49.4106	0.02868	45.031	46.114	46.745	47.08	47.595	47.942	48.455	49.411	50.366	50.879	51.227	51.742	52.076	52.707	53.79
1077	1	49.4132	0.02869	45.032	46.115	46.747	47.081	47.596	47.944	48.457	49.413	50.369	50.883	51.23	51.745	52.08	52.711	53.794
1078	1	49.4158	0.02869	45.035	46.118	46.749	47.084	47.599	47.946	48.46	49.416	50.372	50.885	51.233	51.748	52.082	52.714	53.797
1079	1	49.4184	0.02869	45.037	46.12	46.752	47.086	47.601	47.949	48.462	49.418	50.375	50.888	51.235	51.75	52.085	52.717	53.8
1080	1	49.421	0.02869	45.039	46.122	46.754	47.089	47.604	47.951	48.465	49.421	50.377	50.891	51.238	51.753	52.088	52.72	53.803
1081	1	49.4235	0.02869	45.042	46.125	46.757	47.091	47.606	47.954	48.467	49.424	50.38	50.893	51.241	51.756	52.09	52.722	53.805
1082	1	49.4261	0.02869	45.044	46.127	46.759	47.094	47.609	47.956	48.47	49.426	50.383	50.896	51.243	51.759	52.093	52.725	53.808
1083	1	49.4287	0.02869	45.046	46.13	46.762	47.096	47.611	47.959	48.472	49.429	50.385	50.898	51.246	51.761	52.096	52.728	53.811
1084	1	49.4313	0.02869	45.049	46.132	46.764	47.099	47.614	47.961	48.475	49.431	50.388	50.901	51.249	51.764	52.099	52.73	53.814
1085	1	49.4338	0.0287	45.05	46.133	46.765	47.1	47.616	47.963	48.477	49.434	50.391	50.904	51.252	51.767	52.102	52.734	53.818
1086	1	49.4364	0.0287	45.052	46.136	46.768	47.103	47.618	47.966	48.479	49.436	50.393	50.907	51.255	51.77	52.105	52.737	53.821
1087	1	49.439	0.0287	45.054	46.138	46.77	47.105	47.621	47.968	48.482	49.439	50.396	50.91	51.257	51.773	52.108	52.74	53.824
1088	1	49.4415	0.0287	45.057	46.14	46.773	47.108	47.623	47.971	48.484	49.442	50.399	50.912	51.26	51.775	52.11	52.743	53.826
1089	1	49.4441	0.0287	45.059	46.143	46.775	47.11	47.626	47.973	48.487	49.444	50.401	50.915	51.263	51.778	52.113	52.745	53.829
1090	1	49.4466	0.0287	45.061	46.145	46.778	47.112	47.628	47.976	48.489	49.447	50.404	50.917	51.265	51.781	52.116	52.748	53.832
1091	1	49.4492	0.0287	45.064	46.148	46.78	47.115	47.63	47.978	48.492	49.449	50.406	50.92	51.268	51.784	52.118	52.751	53.835
1092	1	49.4517	0.0287	45.066	46.15	46.782	47.117	47.633	47.981	48.494	49.452	50.409	50.923	51.271	51.786	52.121	52.753	53.838
1093	1	49.4543	0.02871	45.067	46.151	46.784	47.119	47.635	47.983	48.497	49.454	50.412	50.926	51.274	51.79	52.125	52.757	53.842
1094	1	49.4568	0.02871	45.069	46.154	46.786	47.121	47.637	47.985	48.499	49.457	50.415	50.928	51.276	51.792	52.127	52.76	53.845
1095	1	49.4593	0.02871	45.071	46.156	46.789	47.124	47.64	47.988	48.502	49.459	50.417	50.931	51.279	51.795	52.13	52.763	53.847
1096	1	49.4619	0.02871	45.074	46.158	46.791	47.126	47.642	47.99	48.504	49.462	50.42	50.934	51.282	51.798	52.133	52.765	53.85
1097	1	49.4644	0.02871	45.076	46.161	46.793	47.129	47.644	47.993	48.507	49.464	50.422	50.936	51.284	51.8	52.135	52.768	53.853
1098	1	49.4669	0.02871	45.078	46.163	46.796	47.131	47.647	47.995	48.509	49.467	50.425	50.939	51.287	51.803	52.138	52.771	53.856
1099	1	49.4694	0.02871	45.08	46.165	46.798	47.133	47.649	47.997	48.511	49.469	50.427	50.941	51.29	51.806	52.141	52.773	53.858
1100	1	49.4719	0.02871	45.083	46.168	46.801	47.136	47.652	48	48.514	49.472	50.43	50.944	51.292	51.808	52.143	52.776	53.861
1101	1	49.4745	0.02872	45.084	46.169	46.802	47.137	47.654	48.002	48.516	49.475	50.433	50.947	51.295	51.812	52.147	52.78	53.865
1102	1	49.477	0.02872	45.086	46.171	46.804	47.14	47.656	48.004	48.519	49.477	50.435	50.95	51.298	51.814	52.15	52.783	53.868
1103	1	49.4795	0.02872	45.088	46.174	46.807	47.142	47.658	48.007	48.521	49.48	50.438	50.952	51.301	51.817	52.152	52.785	53.871
1104	1	49.482	0.02872	45.09	46.176	46.809	47.144	47.661	48.009	48.523	49.482	50.441	50.955	51.303	51.82	52.155	52.788	53.874
1105	1	49.4845	0.02872	45.093	46.178	46.812	47.147	47.663	48.012	48.526	49.485	50.443	50.957	51.306	51.822	52.157	52.791	53.876
1106	1	49.487	0.02872	45.095	46.181	46.814	47.149	47.666	48.014	48.528	49.487	50.446	50.96	51.308	51.825	52.16	52.793	53.879
1107	1	49.4895	0.02872	45.097	46.183	46.816	47.152	47.668	48.016	48.531	49.49	50.448	50.963	51.311	51.827	52.163	52.796	53.882
1108	1	49.492	0.02872	45.1	46.185	46.819	47.154	47.67	48.019	48.533	49.492	50.451	50.965	51.314	51.83	52.165	52.799	53.884
1109	1	49.4944	0.02873	45.1	46.186	46.82	47.155	47.672	48.021	48.535	49.494	50.454	50.968	51.317	51.833	52.169	52.802	53.889
1110	1	49.4969	0.02873	45.102	46.189	46.822	47.158	47.674	48.023	48.538	49.497	50.456	50.971	51.319	51.836	52.171	52.805	53.891
1111	1	49.4994	0.02873	45.105	46.191	46.825	47.16	47.677	48.025	48.54	49.499	50.459	50.973	51.322	51.839	52.174	52.808	53.894
1112	1	49.5019	0.02873	45.107	46.193	46.827	47.163	47.679	48.028	48.543	49.502	50.461	50.976	51.325	51.841	52.177	52.81	53.897
1113	1	49.5044	0.02873	45.109	46.196	46.829	47.165	47.682	48.03	48.545	49.504	50.464	50.978	51.327	51.844	52.179	52.813	53.9
1114	1	49.5068	0.02873	45.111	46.198	46.832	47.167	47.684	48.033	48.547	49.507	50.466	50.981	51.33	51.846	52.182	52.816	53.902
1115	1	49.5093	0.02873	45.114	46.2	46.834	47.17	47.686	48.035	48.55	49.509	50.469	50.984	51.332	51.849	52.185	52.818	53.905
1116	1	49.5118	0.02873	45.116	46.203	46.836	47.172	47.689	48.038	48.552	49.512	50.471	50.986	51.335	51.852	52.187	52.821	53.908
1117	1	49.5142	0.02874	45.117	46.204	46.838	47.174	47.691	48.039	48.554	49.514	50.474	50.989	51.338	51.855	52.191	52.825	53.912
1118	1	49.5167	0.02874	45.119	46.206	46.84	47.176	47.693	48.042	48.557	49.517	50.477	50.992	51.34	51.858	52.193	52.827	53.914
1119	1	49.5191	0.02874	45.121	46.208	46.842	47.178	47.695	48.044	48.559	49.519	50.479	50.994	51.343	51.86	52.196	52.83	53.917
1120	1	49.5216	0.02874	45.123	46.211	46.845	47.181	47.698	48.046	48.562	49.522	50.482	50.997	51.346	51.863	52.198	52.833	53.92
1121	1	49.524	0.02874	45.126	46.213	46.847	47.183	47.7	48.049	48.564	49.524	50.484	50.999	51.348	51.865	52.201	52.835	53.922
1122	1	49.5265	0.02874	45.128	46.215	46.849	47.185	47.702	48.051	48.566	49.527	50.487	51.002	51.351	51.868	52.204	52.838	53.925
1123	1	49.5289	0.02874	45.13	46.217	46.852	47.188	47.705	48.054	48.569	49.529	50.489	51.004	51.353	51.87	52.206	52.84	53.928
1124	1	49.5314	0.02874	45.132	46.22	46.854	47.19	47.707	48.056	48.571	49.531	50.492	51.007	51.356	51.873	52.209	52.843	53.93
1125	1	49.5338	0.02875	45.133	46.221	46.855	47.191	47.709	48.058	48.573	49.534	50.494	51.01	51.359	51.876	52.212	52.847	53.935
1126	1	49.5362	0.02875	45.135	46.223	46.858	47.194	47.711	48.06	48.576	49.536	50.497	51.012	51.361	51.879	52.215	52.849	53.937
1127	1	49.5387	0.02875	45.137	46.225	46.86	47.196	47.713	48.063	48.578	49.539	50.499	51.015	51.364	51.881	52.217	52.852	53.94
