Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
943	-0.5684	15.5038	0.08448	12.154	12.868	13.316	13.563	13.958	14.234	14.658	15.504	16.428	16.961	17.337	17.919	18.313	19.096	20.567
944	-0.5684	15.503	0.08448	12.153	12.868	13.315	13.562	13.957	14.233	14.658	15.503	16.428	16.96	17.336	17.918	18.312	19.095	20.566
945	-0.5684	15.5023	0.08448	12.153	12.867	13.315	13.562	13.956	14.233	14.657	15.502	16.427	16.959	17.335	17.917	18.311	19.094	20.565
946	-0.5684	15.5015	0.08448	12.152	12.867	13.314	13.561	13.955	14.232	14.656	15.502	16.426	16.958	17.334	17.916	18.31	19.093	20.564
947	-0.5684	15.5007	0.08448	12.152	12.866	13.313	13.56	13.955	14.231	14.655	15.501	16.425	16.957	17.333	17.915	18.309	19.092	20.563
948	-0.5684	15.4999	0.08448	12.151	12.865	13.313	13.56	13.954	14.23	14.655	15.5	16.424	16.956	17.332	17.914	18.308	19.091	20.562
949	-0.5684	15.4991	0.08449	12.15	12.864	13.312	13.559	13.953	14.23	14.654	15.499	16.423	16.956	17.332	17.913	18.308	19.091	20.561
950	-0.5684	15.4983	0.08449	12.149	12.864	13.311	13.558	13.952	14.229	14.653	15.498	16.423	16.955	17.331	17.913	18.307	19.09	20.56
951	-0.5684	15.4976	0.08449	12.149	12.863	13.31	13.557	13.952	14.228	14.652	15.498	16.422	16.954	17.33	17.912	18.306	19.089	20.559
952	-0.5684	15.4968	0.08449	12.148	12.862	13.31	13.557	13.951	14.227	14.652	15.497	16.421	16.953	17.329	17.911	18.305	19.088	20.558
953	-0.5684	15.496	0.0845	12.147	12.861	13.309	13.556	13.95	14.227	14.651	15.496	16.42	16.953	17.328	17.91	18.305	19.088	20.558
954	-0.5684	15.4952	0.0845	12.147	12.861	13.308	13.555	13.949	14.226	14.65	15.495	16.419	16.952	17.328	17.909	18.304	19.087	20.557
955	-0.5684	15.4944	0.0845	12.146	12.86	13.307	13.554	13.949	14.225	14.649	15.494	16.419	16.951	17.327	17.908	18.303	19.086	20.556
956	-0.5684	15.4937	0.0845	12.146	12.86	13.307	13.554	13.948	14.224	14.649	15.494	16.418	16.95	17.326	17.908	18.302	19.085	20.555
957	-0.5684	15.4929	0.0845	12.145	12.859	13.306	13.553	13.947	14.224	14.648	15.493	16.417	16.949	17.325	17.907	18.301	19.084	20.554
958	-0.5684	15.4921	0.08451	12.144	12.858	13.305	13.552	13.947	14.223	14.647	15.492	16.416	16.948	17.324	17.906	18.3	19.083	20.553
959	-0.5684	15.4913	0.08451	12.143	12.857	13.305	13.551	13.946	14.222	14.646	15.491	16.415	16.948	17.323	17.905	18.299	19.082	20.552
960	-0.5684	15.4906	0.08451	12.143	12.857	13.304	13.551	13.945	14.222	14.646	15.491	16.415	16.947	17.323	17.904	18.299	19.081	20.551
961	-0.5684	15.4898	0.08451	12.142	12.856	13.303	13.55	13.944	14.221	14.645	15.49	16.414	16.946	17.322	17.903	18.298	19.08	20.55
962	-0.5684	15.489	0.08452	12.141	12.855	13.302	13.549	13.944	14.22	14.644	15.489	16.413	16.945	17.321	17.903	18.297	19.08	20.55
963	-0.5684	15.4883	0.08452	12.141	12.854	13.302	13.549	13.943	14.219	14.643	15.488	16.412	16.944	17.32	17.902	18.296	19.079	20.549
964	-0.5684	15.4875	0.08452	12.14	12.854	13.301	13.548	13.942	14.219	14.643	15.488	16.412	16.944	17.319	17.901	18.295	19.078	20.548
965	-0.5684	15.4867	0.08452	12.139	12.853	13.3	13.547	13.941	14.218	14.642	15.487	16.411	16.943	17.319	17.9	18.294	19.077	20.547
966	-0.5684	15.4859	0.08453	12.138	12.852	13.299	13.546	13.941	14.217	14.641	15.486	16.41	16.942	17.318	17.899	18.294	19.077	20.547
967	-0.5684	15.4852	0.08453	12.138	12.852	13.299	13.546	13.94	14.216	14.64	15.485	16.409	16.941	17.317	17.899	18.293	19.076	20.546
968	-0.5684	15.4844	0.08453	12.137	12.851	13.298	13.545	13.939	14.216	14.639	15.484	16.408	16.94	17.316	17.898	18.292	19.075	20.545
969	-0.5684	15.4836	0.08454	12.136	12.85	13.297	13.544	13.938	14.215	14.639	15.484	16.408	16.94	17.316	17.897	18.291	19.074	20.544
970	-0.5684	15.4829	0.08454	12.136	12.849	13.297	13.543	13.938	14.214	14.638	15.483	16.407	16.939	17.315	17.896	18.291	19.073	20.543
971	-0.5684	15.4821	0.08454	12.135	12.849	13.296	13.543	13.937	14.213	14.637	15.482	16.406	16.938	17.314	17.895	18.29	19.072	20.542
972	-0.5684	15.4814	0.08455	12.134	12.848	13.295	13.542	13.936	14.212	14.636	15.481	16.405	16.937	17.313	17.895	18.289	19.072	20.542
973	-0.5684	15.4806	0.08455	12.134	12.847	13.294	13.541	13.935	14.212	14.636	15.481	16.405	16.937	17.312	17.894	18.288	19.071	20.541
974	-0.5684	15.4798	0.08455	12.133	12.847	13.294	13.541	13.935	14.211	14.635	15.48	16.404	16.936	17.312	17.893	18.287	19.07	20.54
975	-0.5684	15.4791	0.08455	12.132	12.846	13.293	13.54	13.934	14.21	14.634	15.479	16.403	16.935	17.311	17.892	18.287	19.069	20.539
976	-0.5684	15.4783	0.08456	12.131	12.845	13.292	13.539	13.933	14.21	14.633	15.478	16.402	16.934	17.31	17.892	18.286	19.069	20.539
977	-0.5684	15.4776	0.08456	12.131	12.845	13.292	13.538	13.933	14.209	14.633	15.478	16.402	16.933	17.309	17.891	18.285	19.068	20.538
978	-0.5684	15.4768	0.08456	12.13	12.844	13.291	13.538	13.932	14.208	14.632	15.477	16.401	16.933	17.308	17.89	18.284	19.067	20.537
979	-0.5684	15.476	0.08457	12.129	12.843	13.29	13.537	13.931	14.207	14.631	15.476	16.4	16.932	17.308	17.889	18.284	19.066	20.537
980	-0.5684	15.4753	0.08457	12.129	12.842	13.289	13.536	13.93	14.207	14.631	15.475	16.399	16.931	17.307	17.889	18.283	19.066	20.536
981	-0.5684	15.4745	0.08457	12.128	12.842	13.289	13.535	13.93	14.206	14.63	15.475	16.398	16.93	17.306	17.888	18.282	19.065	20.535
982	-0.5684	15.4738	0.08458	12.127	12.841	13.288	13.535	13.929	14.205	14.629	15.474	16.398	16.93	17.306	17.887	18.281	19.064	20.534
983	-0.5684	15.473	0.08458	12.127	12.84	13.287	13.534	13.928	14.204	14.628	15.473	16.397	16.929	17.305	17.886	18.28	19.063	20.533
984	-0.5684	15.4723	0.08459	12.126	12.839	13.286	13.533	13.927	14.204	14.627	15.472	16.396	16.928	17.304	17.886	18.28	19.063	20.533
985	-0.5684	15.4715	0.08459	12.125	12.839	13.286	13.532	13.927	14.203	14.627	15.472	16.395	16.927	17.303	17.885	18.279	19.062	20.532
986	-0.5684	15.4708	0.08459	12.125	12.838	13.285	13.532	13.926	14.202	14.626	15.471	16.395	16.927	17.302	17.884	18.278	19.061	20.531
987	-0.5684	15.47	0.0846	12.124	12.837	13.284	13.531	13.925	14.201	14.625	15.47	16.394	16.926	17.302	17.883	18.278	19.06	20.531
988	-0.5684	15.4693	0.0846	12.123	12.837	13.284	13.53	13.924	14.201	14.625	15.469	16.393	16.925	17.301	17.883	18.277	19.06	20.53
989	-0.5684	15.4685	0.0846	12.123	12.836	13.283	13.53	13.924	14.2	14.624	15.469	16.392	16.924	17.3	17.882	18.276	19.059	20.529
990	-0.5684	15.4678	0.08461	12.122	12.835	13.282	13.529	13.923	14.199	14.623	15.468	16.392	16.924	17.3	17.881	18.275	19.058	20.529
991	-0.5684	15.467	0.08461	12.121	12.834	13.281	13.528	13.922	14.198	14.622	15.467	16.391	16.923	17.299	17.88	18.274	19.057	20.528
992	-0.5684	15.4663	0.08462	12.12	12.834	13.281	13.527	13.921	14.198	14.622	15.466	16.39	16.922	17.298	17.88	18.274	19.057	20.527
993	-0.5684	15.4656	0.08462	12.12	12.833	13.28	13.527	13.921	14.197	14.621	15.466	16.389	16.921	17.297	17.879	18.273	19.056	20.526
994	-0.5684	15.4648	0.08462	12.119	12.832	13.279	13.526	13.92	14.196	14.62	15.465	16.389	16.921	17.296	17.878	18.272	19.055	20.525
995	-0.5684	15.4641	0.08463	12.118	12.831	13.278	13.525	13.919	14.195	14.619	15.464	16.388	16.92	17.296	17.877	18.272	19.055	20.525
996	-0.5684	15.4633	0.08463	12.117	12.831	13.278	13.524	13.919	14.195	14.619	15.463	16.387	16.919	17.295	17.877	18.271	19.054	20.524
997	-0.5684	15.4626	0.08464	12.117	12.83	13.277	13.524	13.918	14.194	14.618	15.463	16.387	16.919	17.294	17.876	18.27	19.053	20.524
998	-0.5684	15.4619	0.08464	12.116	12.829	13.276	13.523	13.917	14.193	14.617	15.462	16.386	16.918	17.294	17.875	18.27	19.052	20.523
999	-0.5684	15.4611	0.08465	12.115	12.828	13.275	13.522	13.916	14.192	14.616	15.461	16.385	16.917	17.293	17.875	18.269	19.052	20.523
1000	-0.5684	15.4604	0.08465	12.115	12.828	13.275	13.521	13.916	14.192	14.616	15.46	16.384	16.916	17.292	17.874	18.268	19.051	20.522
1001	-0.5684	15.4597	0.08465	12.114	12.827	13.274	13.521	13.915	14.191	14.615	15.46	16.384	16.916	17.291	17.873	18.267	19.05	20.521
1002	-0.5684	15.4589	0.08466	12.113	12.826	13.273	13.52	13.914	14.19	14.614	15.459	16.383	16.915	17.291	17.872	18.267	19.05	20.521
1003	-0.5684	15.4582	0.08466	12.112	12.826	13.273	13.519	13.913	14.19	14.613	15.458	16.382	16.914	17.29	17.872	18.266	19.049	20.52
1004	-0.5684	15.4575	0.08467	12.112	12.825	13.272	13.519	13.913	14.189	14.613	15.458	16.381	16.914	17.289	17.871	18.266	19.049	20.519
1005	-0.5684	15.4568	0.08467	12.111	12.824	13.271	13.518	13.912	14.188	14.612	15.457	16.381	16.913	17.289	17.87	18.265	19.048	20.519
1006	-0.5684	15.456	0.08468	12.11	12.823	13.27	13.517	13.911	14.187	14.611	15.456	16.38	16.912	17.288	17.87	18.264	19.047	20.518
1007	-0.5684	15.4553	0.08468	12.11	12.823	13.27	13.516	13.911	14.187	14.611	15.455	16.379	16.911	17.287	17.869	18.263	19.046	20.517
1008	-0.5684	15.4546	0.08469	12.109	12.822	13.269	13.516	13.91	14.186	14.61	15.455	16.379	16.911	17.287	17.868	18.263	19.046	20.517
1009	-0.5684	15.4539	0.08469	12.108	12.821	13.268	13.515	13.909	14.185	14.609	15.454	16.378	16.91	17.286	17.868	18.262	19.045	20.516
1010	-0.5684	15.4531	0.0847	12.107	12.82	13.267	13.514	13.908	14.184	14.608	15.453	16.377	16.909	17.285	17.867	18.261	19.045	20.516
1011	-0.5684	15.4524	0.0847	12.107	12.82	13.267	13.513	13.908	14.184	14.608	15.452	16.376	16.908	17.284	17.866	18.261	19.044	20.515
1012	-0.5684	15.4517	0.08471	12.106	12.819	13.266	13.513	13.907	14.183	14.607	15.452	16.376	16.908	17.284	17.866	18.26	19.043	20.515
1013	-0.5684	15.451	0.08471	12.105	12.818	13.265	13.512	13.906	14.182	14.606	15.451	16.375	16.907	17.283	17.865	18.259	19.043	20.514
1014	-0.5684	15.4503	0.08472	12.104	12.818	13.265	13.511	13.905	14.182	14.605	15.45	16.374	16.907	17.283	17.864	18.259	19.042	20.514
1015	-0.5684	15.4495	0.08472	12.104	12.817	13.264	13.511	13.905	14.181	14.605	15.45	16.374	16.906	17.282	17.863	18.258	19.041	20.513
1016	-0.5684	15.4488	0.08473	12.103	12.816	13.263	13.51	13.904	14.18	14.604	15.449	16.373	16.905	17.281	17.863	18.258	19.041	20.512
1017	-0.5684	15.4481	0.08473	12.102	12.816	13.262	13.509	13.903	14.179	14.603	15.448	16.372	16.904	17.28	17.862	18.257	19.04	20.511
1018	-0.5684	15.4474	0.08474	12.101	12.815	13.262	13.508	13.902	14.179	14.603	15.447	16.372	16.904	17.28	17.862	18.256	19.04	20.511
1019	-0.5684	15.4467	0.08474	12.101	12.814	13.261	13.508	13.902	14.178	14.602	15.447	16.371	16.903	17.279	17.861	18.255	19.039	20.51
1020	-0.5684	15.446	0.08475	12.1	12.813	13.26	13.507	13.901	14.177	14.601	15.446	16.37	16.902	17.278	17.86	18.255	19.038	20.51
1021	-0.5684	15.4453	0.08476	12.099	12.812	13.259	13.506	13.9	14.176	14.6	15.445	16.37	16.902	17.278	17.86	18.254	19.038	20.51
1022	-0.5684	15.4446	0.08476	12.099	12.812	13.259	13.505	13.9	14.176	14.6	15.445	16.369	16.901	17.277	17.859	18.254	19.037	20.509
1023	-0.5684	15.4439	0.08477	12.098	12.811	13.258	13.505	13.899	14.175	14.599	15.444	16.368	16.9	17.277	17.859	18.253	19.037	20.509
1024	-0.5684	15.4432	0.08477	12.097	12.81	13.257	13.504	13.898	14.174	14.598	15.443	16.367	16.9	17.276	17.858	18.252	19.036	20.508
1025	-0.5684	15.4425	0.08478	12.096	12.81	13.256	13.503	13.897	14.174	14.597	15.443	16.367	16.899	17.275	17.857	18.252	19.036	20.508
1026	-0.5684	15.4418	0.08478	12.096	12.809	13.256	13.503	13.897	14.173	14.597	15.442	16.366	16.898	17.274	17.856	18.251	19.035	20.507
1027	-0.5684	15.4411	0.08479	12.095	12.808	13.255	13.502	13.896	14.172	14.596	15.441	16.365	16.898	17.274	17.856	18.251	19.034	20.507
1028	-0.5684	15.4404	0.0848	12.094	12.807	13.254	13.501	13.895	14.171	14.595	15.44	16.365	16.897	17.273	17.855	18.25	19.034	20.506
1029	-0.5684	15.4397	0.0848	12.093	12.807	13.254	13.5	13.894	14.171	14.595	15.44	16.364	16.896	17.273	17.855	18.249	19.033	20.506
1030	-0.5684	15.439	0.08481	12.093	12.806	13.253	13.499	13.894	14.17	14.594	15.439	16.363	16.896	17.272	17.854	18.249	19.033	20.505
1031	-0.5684	15.4383	0.08482	12.092	12.805	13.252	13.499	13.893	14.169	14.593	15.438	16.363	16.895	17.271	17.854	18.248	19.032	20.505
1032	-0.5684	15.4376	0.08482	12.091	12.804	13.251	13.498	13.892	14.169	14.592	15.438	16.362	16.895	17.271	17.853	18.248	19.032	20.504
1033	-0.5684	15.4369	0.08483	12.09	12.804	13.251	13.497	13.891	14.168	14.592	15.437	16.361	16.894	17.27	17.852	18.247	19.031	20.504
1034	-0.5684	15.4362	0.08483	12.09	12.803	13.25	13.497	13.891	14.167	14.591	15.436	16.361	16.893	17.269	17.852	18.246	19.03	20.503
1035	-0.5684	15.4355	0.08484	12.089	12.802	13.249	13.496	13.89	14.166	14.59	15.436	16.36	16.893	17.269	17.851	18.246	19.03	20.503
1036	-0.5684	15.4349	0.08485	12.088	12.801	13.248	13.495	13.889	14.166	14.59	15.435	16.36	16.892	17.268	17.851	18.246	19.03	20.503
1037	-0.5684	15.4342	0.08485	12.087	12.801	13.248	13.494	13.889	14.165	14.589	15.434	16.359	16.891	17.268	17.85	18.245	19.029	20.502
1038	-0.5684	15.4335	0.08486	12.087	12.8	13.247	13.494	13.888	14.164	14.588	15.434	16.358	16.891	17.267	17.849	18.244	19.028	20.502
1039	-0.5684	15.4328	0.08487	12.086	12.799	13.246	13.493	13.887	14.163	14.587	15.433	16.358	16.89	17.266	17.849	18.244	19.028	20.502
1040	-0.5684	15.4321	0.08487	12.085	12.798	13.245	13.492	13.886	14.163	14.587	15.432	16.357	16.889	17.266	17.848	18.243	19.027	20.501
1041	-0.5684	15.4315	0.08488	12.084	12.798	13.245	13.491	13.886	14.162	14.586	15.432	16.356	16.889	17.265	17.848	18.243	19.027	20.501
1042	-0.5684	15.4308	0.08489	12.084	12.797	13.244	13.491	13.885	14.161	14.585	15.431	16.356	16.888	17.265	17.847	18.242	19.027	20.5
1043	-0.5684	15.4301	0.08489	12.083	12.796	13.243	13.49	13.884	14.161	14.585	15.43	16.355	16.888	17.264	17.846	18.241	19.026	20.499
1044	-0.5684	15.4294	0.0849	12.082	12.795	13.242	13.489	13.884	14.16	14.584	15.429	16.354	16.887	17.263	17.846	18.241	19.025	20.499
1045	-0.5684	15.4288	0.08491	12.081	12.795	13.242	13.489	13.883	14.159	14.583	15.429	16.354	16.887	17.263	17.846	18.241	19.025	20.499
1046	-0.5684	15.4281	0.08492	12.08	12.794	13.241	13.488	13.882	14.158	14.583	15.428	16.353	16.886	17.262	17.845	18.24	19.025	20.499
1047	-0.5684	15.4274	0.08492	12.08	12.793	13.24	13.487	13.881	14.158	14.582	15.427	16.352	16.885	17.262	17.844	18.239	19.024	20.498
1048	-0.5684	15.4268	0.08493	12.079	12.792	13.24	13.486	13.881	14.157	14.581	15.427	16.352	16.885	17.261	17.844	18.239	19.024	20.498
1049	-0.5684	15.4261	0.08494	12.078	12.792	13.239	13.486	13.88	14.156	14.58	15.426	16.351	16.884	17.261	17.843	18.239	19.023	20.498
1050	-0.5684	15.4254	0.08494	12.078	12.791	13.238	13.485	13.879	14.156	14.58	15.425	16.351	16.883	17.26	17.843	18.238	19.022	20.497
1051	-0.5684	15.4248	0.08495	12.077	12.79	13.237	13.484	13.879	14.155	14.579	15.425	16.35	16.883	17.259	17.842	18.237	19.022	20.497
1052	-0.5684	15.4241	0.08496	12.076	12.789	13.237	13.483	13.878	14.154	14.578	15.424	16.349	16.882	17.259	17.842	18.237	19.022	20.497
1053	-0.5684	15.4234	0.08497	12.075	12.789	13.236	13.483	13.877	14.153	14.578	15.423	16.349	16.882	17.258	17.841	18.237	19.021	20.497
1054	-0.5684	15.4228	0.08497	12.075	12.788	13.235	13.482	13.876	14.153	14.577	15.423	16.348	16.881	17.258	17.841	18.236	19.021	20.496
1055	-0.5684	15.4221	0.08498	12.074	12.787	13.234	13.481	13.876	14.152	14.576	15.422	16.347	16.88	17.257	17.84	18.235	19.02	20.496
1056	-0.5684	15.4215	0.08499	12.073	12.786	13.234	13.48	13.875	14.151	14.576	15.422	16.347	16.88	17.257	17.84	18.235	19.02	20.495
1057	-0.5684	15.4208	0.085	12.072	12.786	13.233	13.48	13.874	14.151	14.575	15.421	16.346	16.879	17.256	17.839	18.235	19.02	20.495
1058	-0.5684	15.4202	0.08501	12.071	12.785	13.232	13.479	13.873	14.15	14.574	15.42	16.346	16.879	17.256	17.839	18.234	19.02	20.495
1059	-0.5684	15.4195	0.08501	12.071	12.784	13.231	13.478	13.873	14.149	14.574	15.42	16.345	16.878	17.255	17.838	18.233	19.019	20.494
1060	-0.5684	15.4189	0.08502	12.07	12.784	13.231	13.478	13.872	14.149	14.573	15.419	16.345	16.878	17.254	17.838	18.233	19.018	20.494
1061	-0.5684	15.4182	0.08503	12.069	12.783	13.23	13.477	13.871	14.148	14.572	15.418	16.344	16.877	17.254	17.837	18.233	19.018	20.494
1062	-0.5684	15.4176	0.08504	12.068	12.782	13.229	13.476	13.871	14.147	14.571	15.418	16.343	16.877	17.253	17.837	18.232	19.018	20.494
1063	-0.5684	15.4169	0.08505	12.067	12.781	13.228	13.475	13.87	14.146	14.571	15.417	16.343	16.876	17.253	17.836	18.232	19.017	20.494
1064	-0.5684	15.4163	0.08505	12.067	12.781	13.228	13.475	13.869	14.146	14.57	15.416	16.342	16.875	17.252	17.836	18.231	19.017	20.493
1065	-0.5684	15.4157	0.08506	12.066	12.78	13.227	13.474	13.869	14.145	14.569	15.416	16.342	16.875	17.252	17.835	18.231	19.016	20.493
1066	-0.5684	15.415	0.08507	12.065	12.779	13.226	13.473	13.868	14.144	14.569	15.415	16.341	16.874	17.251	17.835	18.23	19.016	20.493
1067	-0.5684	15.4144	0.08508	12.065	12.778	13.226	13.472	13.867	14.144	14.568	15.414	16.34	16.874	17.251	17.834	18.23	19.016	20.493
1068	-0.5684	15.4137	0.08509	12.064	12.777	13.225	13.472	13.866	14.143	14.567	15.414	16.34	16.873	17.25	17.834	18.23	19.016	20.493
1069	-0.5684	15.4131	0.0851	12.063	12.777	13.224	13.471	13.866	14.142	14.567	15.413	16.339	16.873	17.25	17.833	18.229	19.015	20.493
1070	-0.5684	15.4125	0.0851	12.062	12.776	13.223	13.47	13.865	14.142	14.566	15.413	16.339	16.872	17.249	17.833	18.229	19.015	20.492
1071	-0.5684	15.4119	0.08511	12.062	12.775	13.223	13.47	13.864	14.141	14.565	15.412	16.338	16.872	17.249	17.832	18.228	19.014	20.492
1072	-0.5684	15.4112	0.08512	12.061	12.774	13.222	13.469	13.863	14.14	14.565	15.411	16.338	16.871	17.248	17.832	18.228	19.014	20.491
1073	-0.5684	15.4106	0.08513	12.06	12.774	13.221	13.468	13.863	14.139	14.564	15.411	16.337	16.871	17.248	17.832	18.227	19.014	20.491
1074	-0.5684	15.41	0.08514	12.059	12.773	13.22	13.467	13.862	14.139	14.563	15.41	16.336	16.87	17.247	17.831	18.227	19.013	20.491
1075	-0.5684	15.4093	0.08515	12.058	12.772	13.22	13.467	13.861	14.138	14.563	15.409	16.336	16.87	17.247	17.831	18.227	19.013	20.491
1076	-0.5684	15.4087	0.08516	12.057	12.771	13.219	13.466	13.861	14.137	14.562	15.409	16.335	16.869	17.246	17.83	18.226	19.013	20.491
1077	-0.5684	15.4081	0.08517	12.057	12.771	13.218	13.465	13.86	14.137	14.561	15.408	16.335	16.869	17.246	17.83	18.226	19.013	20.491
1078	-0.5684	15.4075	0.08517	12.056	12.77	13.218	13.465	13.859	14.136	14.561	15.408	16.334	16.868	17.245	17.829	18.225	19.012	20.49
1079	-0.5684	15.4069	0.08518	12.055	12.769	13.217	13.464	13.859	14.135	14.56	15.407	16.334	16.868	17.245	17.829	18.225	19.012	20.49
1080	-0.5684	15.4063	0.08519	12.055	12.769	13.216	13.463	13.858	14.135	14.559	15.406	16.333	16.867	17.244	17.828	18.225	19.011	20.49
1081	-0.5684	15.4056	0.0852	12.054	12.768	13.215	13.462	13.857	14.134	14.559	15.406	16.333	16.866	17.244	17.828	18.224	19.011	20.49
1082	-0.5684	15.405	0.08521	12.053	12.767	13.214	13.462	13.856	14.133	14.558	15.405	16.332	16.866	17.243	17.828	18.224	19.011	20.49
1083	-0.5684	15.4044	0.08522	12.052	12.766	13.214	13.461	13.856	14.132	14.557	15.404	16.331	16.866	17.243	17.827	18.223	19.011	20.49
1084	-0.5684	15.4038	0.08523	12.051	12.765	13.213	13.46	13.855	14.132	14.557	15.404	16.331	16.865	17.243	17.827	18.223	19.01	20.49
1085	-0.5684	15.4032	0.08524	12.051	12.765	13.212	13.459	13.854	14.131	14.556	15.403	16.33	16.865	17.242	17.826	18.223	19.01	20.49
1086	-0.5684	15.4026	0.08525	12.05	12.764	13.212	13.459	13.854	14.13	14.555	15.403	16.33	16.864	17.242	17.826	18.222	19.01	20.49
1087	-0.5684	15.402	0.08526	12.049	12.763	13.211	13.458	13.853	14.13	14.555	15.402	16.329	16.864	17.241	17.826	18.222	19.01	20.49
1088	-0.5684	15.4014	0.08527	12.048	12.762	13.21	13.457	13.852	14.129	14.554	15.401	16.329	16.863	17.241	17.825	18.222	19.009	20.49
1089	-0.5684	15.4008	0.08528	12.047	12.762	13.209	13.456	13.851	14.128	14.553	15.401	16.328	16.863	17.24	17.825	18.221	19.009	20.49
1090	-0.5684	15.4002	0.08529	12.047	12.761	13.209	13.456	13.851	14.128	14.553	15.4	16.328	16.862	17.24	17.825	18.221	19.009	20.49
1091	-0.5684	15.3996	0.0853	12.046	12.76	13.208	13.455	13.85	14.127	14.552	15.4	16.327	16.862	17.239	17.824	18.221	19.009	20.489
1092	-0.5684	15.399	0.08531	12.045	12.759	13.207	13.454	13.849	14.126	14.551	15.399	16.327	16.861	17.239	17.824	18.22	19.008	20.489
1093	-0.5684	15.3984	0.08532	12.044	12.759	13.206	13.454	13.849	14.126	14.551	15.398	16.326	16.861	17.239	17.823	18.22	19.008	20.489
1094	-0.5684	15.3978	0.08533	12.043	12.758	13.206	13.453	13.848	14.125	14.55	15.398	16.326	16.86	17.238	17.823	18.22	19.008	20.489
1095	-0.5684	15.3972	0.08534	12.043	12.757	13.205	13.452	13.847	14.124	14.549	15.397	16.325	16.86	17.238	17.823	18.22	19.008	20.489
1096	-0.5684	15.3966	0.08535	12.042	12.756	13.204	13.451	13.846	14.123	14.549	15.397	16.325	16.859	17.237	17.822	18.219	19.007	20.489
1097	-0.5684	15.396	0.08536	12.041	12.755	13.203	13.451	13.846	14.123	14.548	15.396	16.324	16.859	17.237	17.822	18.219	19.007	20.489
1098	-0.5684	15.3954	0.08537	12.04	12.755	13.203	13.45	13.845	14.122	14.547	15.395	16.324	16.858	17.236	17.822	18.219	19.007	20.489
1099	-0.5684	15.3949	0.08538	12.04	12.754	13.202	13.449	13.844	14.122	14.547	15.395	16.323	16.858	17.236	17.821	18.218	19.007	20.489
1100	-0.5684	15.3943	0.08539	12.039	12.753	13.201	13.449	13.844	14.121	14.546	15.394	16.323	16.858	17.236	17.821	18.218	19.007	20.489
1101	-0.5684	15.3937	0.0854	12.038	12.752	13.2	13.448	13.843	14.12	14.545	15.394	16.322	16.857	17.235	17.821	18.218	19.006	20.489
1102	-0.5684	15.3931	0.08541	12.037	12.752	13.2	13.447	13.842	14.119	14.545	15.393	16.322	16.857	17.235	17.82	18.217	19.006	20.489
1103	-0.5684	15.3925	0.08542	12.036	12.751	13.199	13.446	13.842	14.119	14.544	15.393	16.321	16.856	17.234	17.82	18.217	19.006	20.489
1104	-0.5684	15.392	0.08543	12.036	12.75	13.198	13.446	13.841	14.118	14.544	15.392	16.321	16.856	17.234	17.82	18.217	19.006	20.489
1105	-0.5684	15.3914	0.08544	12.035	12.75	13.198	13.445	13.84	14.117	14.543	15.391	16.32	16.855	17.234	17.819	18.216	19.005	20.489
1106	-0.5684	15.3908	0.08545	12.034	12.749	13.197	13.444	13.84	14.117	14.542	15.391	16.32	16.855	17.233	17.819	18.216	19.005	20.489
1107	-0.5684	15.3902	0.08547	12.033	12.748	13.196	13.443	13.839	14.116	14.542	15.39	16.319	16.855	17.233	17.819	18.216	19.005	20.49
1108	-0.5684	15.3897	0.08548	12.032	12.747	13.195	13.443	13.838	14.115	14.541	15.39	16.319	16.854	17.233	17.819	18.216	19.005	20.49
1109	-0.5684	15.3891	0.08549	12.031	12.746	13.194	13.442	13.837	14.115	14.54	15.389	16.318	16.854	17.232	17.818	18.216	19.005	20.49
1110	-0.5684	15.3885	0.0855	12.031	12.746	13.194	13.441	13.837	14.114	14.54	15.389	16.318	16.853	17.232	17.818	18.215	19.005	20.49
1111	-0.5684	15.388	0.08551	12.03	12.745	13.193	13.441	13.836	14.113	14.539	15.388	16.317	16.853	17.231	17.817	18.215	19.005	20.49
1112	-0.5684	15.3874	0.08552	12.029	12.744	13.192	13.44	13.835	14.113	14.538	15.387	16.317	16.852	17.231	17.817	18.215	19.004	20.49
1113	-0.5684	15.3868	0.08553	12.028	12.743	13.192	13.439	13.835	14.112	14.538	15.387	16.316	16.852	17.231	17.817	18.214	19.004	20.49
1114	-0.5684	15.3863	0.08554	12.028	12.743	13.191	13.438	13.834	14.111	14.537	15.386	16.316	16.852	17.23	17.816	18.214	19.004	20.49
1115	-0.5684	15.3857	0.08556	12.027	12.742	13.19	13.438	13.833	14.111	14.536	15.386	16.315	16.851	17.23	17.816	18.214	19.004	20.49
1116	-0.5684	15.3852	0.08557	12.026	12.741	13.189	13.437	13.833	14.11	14.536	15.385	16.315	16.851	17.23	17.816	18.214	19.004	20.49
1117	-0.5684	15.3846	0.08558	12.025	12.74	13.189	13.436	13.832	14.109	14.535	15.385	16.315	16.85	17.229	17.816	18.214	19.004	20.49
1118	-0.5684	15.384	0.08559	12.024	12.739	13.188	13.435	13.831	14.109	14.535	15.384	16.314	16.85	17.229	17.815	18.213	19.004	20.49
1119	-0.5684	15.3835	0.0856	12.024	12.739	13.187	13.435	13.831	14.108	14.534	15.384	16.314	16.85	17.229	17.815	18.213	19.004	20.49
