Length	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
79.9	-0.3833	10.069	0.08941	7.743	8.243	8.555	8.727	9.001	9.193	9.486	10.069	10.702	11.065	11.321	11.715	11.981	12.506	13.484
80	-0.3833	10.0891	0.0894	7.759	8.259	8.572	8.744	9.019	9.211	9.505	10.089	10.724	11.087	11.343	11.738	12.004	12.531	13.511
80.1	-0.3833	10.1094	0.08939	7.775	8.276	8.589	8.762	9.037	9.23	9.524	10.109	10.745	11.109	11.366	11.761	12.028	12.556	13.537
80.2	-0.3833	10.1298	0.08937	7.791	8.293	8.607	8.78	9.056	9.249	9.544	10.13	10.767	11.132	11.388	11.785	12.052	12.58	13.564
80.3	-0.3833	10.1503	0.08936	7.807	8.31	8.625	8.798	9.074	9.267	9.563	10.15	10.789	11.154	11.411	11.808	12.076	12.606	13.591
80.4	-0.3833	10.1709	0.08935	7.823	8.327	8.642	8.816	9.093	9.286	9.583	10.171	10.81	11.177	11.434	11.832	12.1	12.631	13.618
80.5	-0.3833	10.1916	0.08934	7.839	8.344	8.66	8.834	9.111	9.305	9.602	10.192	10.832	11.199	11.458	11.856	12.125	12.656	13.645
80.6	-0.3833	10.2123	0.08933	7.855	8.362	8.678	8.852	9.13	9.324	9.622	10.212	10.854	11.222	11.481	11.88	12.149	12.682	13.672
80.7	-0.3833	10.2332	0.08932	7.872	8.379	8.696	8.87	9.149	9.343	9.642	10.233	10.876	11.245	11.504	11.904	12.174	12.707	13.7
80.8	-0.3833	10.2542	0.0893	7.888	8.396	8.714	8.889	9.168	9.363	9.661	10.254	10.899	11.267	11.527	11.928	12.198	12.733	13.727
80.9	-0.3833	10.2753	0.08929	7.905	8.414	8.732	8.907	9.187	9.382	9.681	10.275	10.921	11.291	11.551	11.952	12.223	12.759	13.755
81	-0.3833	10.2965	0.08928	7.921	8.431	8.75	8.926	9.206	9.402	9.701	10.297	10.943	11.314	11.575	11.977	12.248	12.785	13.783
81.1	-0.3833	10.3178	0.08927	7.938	8.449	8.768	8.944	9.225	9.421	9.722	10.318	10.966	11.337	11.598	12.001	12.273	12.811	13.811
81.2	-0.3833	10.3393	0.08926	7.955	8.467	8.787	8.963	9.244	9.441	9.742	10.339	10.989	11.361	11.622	12.026	12.298	12.837	13.839
81.3	-0.3833	10.3608	0.08925	7.971	8.485	8.805	8.982	9.264	9.461	9.762	10.361	11.011	11.384	11.646	12.051	12.324	12.863	13.867
81.4	-0.3833	10.3824	0.08924	7.988	8.502	8.824	9.001	9.283	9.48	9.783	10.382	11.034	11.408	11.67	12.076	12.349	12.89	13.896
81.5	-0.3833	10.4041	0.08923	8.005	8.52	8.842	9.02	9.302	9.5	9.803	10.404	11.057	11.431	11.695	12.101	12.375	12.916	13.924
81.6	-0.3833	10.4258	0.08922	8.022	8.538	8.861	9.039	9.322	9.52	9.824	10.426	11.08	11.455	11.719	12.126	12.4	12.943	13.953
81.7	-0.3833	10.4477	0.08921	8.039	8.556	8.88	9.058	9.342	9.54	9.844	10.448	11.103	11.479	11.743	12.151	12.426	12.97	13.982
81.8	-0.3833	10.4697	0.0892	8.056	8.575	8.899	9.077	9.361	9.56	9.865	10.47	11.127	11.503	11.768	12.176	12.452	12.997	14.011
81.9	-0.3833	10.4918	0.08919	8.073	8.593	8.918	9.096	9.381	9.581	9.886	10.492	11.15	11.527	11.793	12.202	12.478	13.024	14.04
82	-0.3833	10.514	0.08918	8.091	8.611	8.937	9.116	9.401	9.601	9.907	10.514	11.174	11.551	11.817	12.227	12.504	13.051	14.069
82.1	-0.3833	10.5363	0.08917	8.108	8.63	8.956	9.135	9.421	9.622	9.928	10.536	11.197	11.576	11.842	12.253	12.531	13.079	14.098
82.2	-0.3833	10.5586	0.08916	8.126	8.648	8.975	9.155	9.441	9.642	9.949	10.559	11.221	11.6	11.867	12.279	12.557	13.106	14.128
82.3	-0.3833	10.5811	0.08915	8.143	8.667	8.994	9.174	9.462	9.663	9.97	10.581	11.245	11.625	11.892	12.305	12.583	13.134	14.157
82.4	-0.3833	10.6037	0.08915	8.16	8.685	9.013	9.194	9.482	9.683	9.992	10.604	11.269	11.65	11.918	12.331	12.61	13.162	14.187
82.5	-0.3833	10.6263	0.08914	8.178	8.704	9.033	9.214	9.502	9.704	10.013	10.626	11.293	11.674	11.943	12.357	12.637	13.189	14.217
82.6	-0.3833	10.6491	0.08913	8.196	8.723	9.052	9.234	9.523	9.725	10.035	10.649	11.317	11.699	11.968	12.383	12.664	13.217	14.247
82.7	-0.3833	10.6719	0.08912	8.214	8.742	9.072	9.253	9.543	9.746	10.056	10.672	11.341	11.724	11.994	12.41	12.691	13.245	14.277
82.8	-0.3833	10.6948	0.08911	8.232	8.761	9.091	9.273	9.564	9.767	10.078	10.695	11.365	11.749	12.02	12.436	12.718	13.273	14.307
82.9	-0.3833	10.7178	0.0891	8.249	8.78	9.111	9.294	9.585	9.788	10.1	10.718	11.39	11.774	12.045	12.463	12.745	13.302	14.338
83	-0.3833	10.741	0.0891	8.267	8.799	9.131	9.314	9.605	9.809	10.121	10.741	11.414	11.8	12.071	12.49	12.772	13.33	14.369
83.1	-0.3833	10.7641	0.08909	8.285	8.818	9.151	9.334	9.626	9.83	10.143	10.764	11.439	11.825	12.097	12.516	12.799	13.359	14.399
83.2	-0.3833	10.7874	0.08908	8.303	8.837	9.171	9.354	9.647	9.852	10.165	10.787	11.463	11.851	12.123	12.543	12.827	13.387	14.43
83.3	-0.3833	10.8108	0.08907	8.322	8.857	9.191	9.375	9.668	9.873	10.187	10.811	11.488	11.876	12.149	12.57	12.854	13.416	14.461
83.4	-0.3833	10.8343	0.08907	8.34	8.876	9.211	9.395	9.689	9.895	10.21	10.834	11.513	11.902	12.176	12.598	12.882	13.445	14.492
83.5	-0.3833	10.8578	0.08906	8.358	8.895	9.231	9.416	9.71	9.916	10.232	10.858	11.538	11.928	12.202	12.625	12.91	13.474	14.523
83.6	-0.3833	10.8814	0.08905	8.377	8.915	9.251	9.436	9.731	9.938	10.254	10.881	11.563	11.953	12.228	12.652	12.938	13.503	14.554
83.7	-0.3833	10.9051	0.08905	8.395	8.934	9.271	9.457	9.753	9.96	10.276	10.905	11.588	11.98	12.255	12.679	12.966	13.532	14.586
83.8	-0.3833	10.9289	0.08904	8.413	8.954	9.292	9.477	9.774	9.981	10.299	10.929	11.614	12.006	12.281	12.707	12.994	13.561	14.617
83.9	-0.3833	10.9527	0.08903	8.432	8.974	9.312	9.498	9.795	10.003	10.321	10.953	11.639	12.032	12.308	12.734	13.022	13.591	14.648
84	-0.3833	10.9767	0.08903	8.45	8.993	9.332	9.519	9.817	10.025	10.344	10.977	11.664	12.058	12.335	12.762	13.051	13.62	14.68
84.1	-0.3833	11.0007	0.08902	8.469	9.013	9.353	9.54	9.838	10.047	10.367	11.001	11.69	12.084	12.362	12.79	13.079	13.65	14.712
84.2	-0.3833	11.0248	0.08902	8.488	9.033	9.373	9.561	9.86	10.069	10.389	11.025	11.715	12.111	12.389	12.818	13.108	13.68	14.744
84.3	-0.3833	11.0489	0.08901	8.506	9.053	9.394	9.582	9.882	10.091	10.412	11.049	11.741	12.137	12.416	12.846	13.136	13.709	14.776
84.4	-0.3833	11.0731	0.08901	8.525	9.073	9.415	9.603	9.903	10.113	10.435	11.073	11.767	12.164	12.443	12.874	13.165	13.739	14.808
84.5	-0.3833	11.0974	0.089	8.544	9.093	9.435	9.624	9.925	10.136	10.458	11.097	11.792	12.19	12.47	12.902	13.193	13.769	14.84
84.6	-0.3833	11.1218	0.089	8.563	9.113	9.456	9.645	9.947	10.158	10.481	11.122	11.818	12.217	12.498	12.93	13.222	13.799	14.873
84.7	-0.3833	11.1462	0.08899	8.582	9.133	9.477	9.667	9.969	10.18	10.504	11.146	11.844	12.244	12.525	12.958	13.251	13.829	14.905
84.8	-0.3833	11.1707	0.08899	8.601	9.153	9.498	9.688	9.991	10.203	10.527	11.171	11.87	12.27	12.552	12.987	13.28	13.86	14.938
84.9	-0.3833	11.1952	0.08899	8.62	9.173	9.519	9.709	10.013	10.225	10.55	11.195	11.896	12.297	12.58	13.015	13.309	13.89	14.971
85	-0.3833	11.2198	0.08898	8.639	9.193	9.54	9.731	10.035	10.248	10.573	11.22	11.922	12.324	12.607	13.044	13.338	13.92	15.003
85.1	-0.3833	11.2444	0.08898	8.658	9.214	9.561	9.752	10.057	10.27	10.597	11.244	11.948	12.351	12.635	13.072	13.368	13.951	15.036
85.2	-0.3833	11.2691	0.08897	8.677	9.234	9.582	9.774	10.079	10.293	10.62	11.269	11.974	12.378	12.663	13.101	13.397	13.981	15.068
85.3	-0.3833	11.2939	0.08897	8.696	9.254	9.603	9.795	10.101	10.315	10.643	11.294	12.001	12.406	12.69	13.13	13.426	14.012	15.101
85.4	-0.3833	11.3187	0.08897	8.715	9.275	9.624	9.817	10.123	10.338	10.667	11.319	12.027	12.433	12.718	13.158	13.456	14.043	15.135
85.5	-0.3833	11.3435	0.08897	8.734	9.295	9.645	9.838	10.146	10.361	10.69	11.344	12.054	12.46	12.746	13.187	13.485	14.073	15.168
85.6	-0.3833	11.3684	0.08896	8.754	9.316	9.667	9.86	10.168	10.384	10.714	11.368	12.08	12.487	12.774	13.216	13.514	14.104	15.201
85.7	-0.3833	11.3934	0.08896	8.773	9.336	9.688	9.881	10.19	10.406	10.737	11.393	12.106	12.515	12.802	13.245	13.544	14.135	15.234
85.8	-0.3833	11.4183	0.08896	8.792	9.356	9.709	9.903	10.213	10.429	10.761	11.418	12.133	12.542	12.83	13.274	13.574	14.166	15.267
85.9	-0.3833	11.4434	0.08896	8.811	9.377	9.73	9.925	10.235	10.452	10.784	11.443	12.16	12.57	12.858	13.303	13.604	14.197	15.301
86	-0.3833	11.4684	0.08895	8.831	9.398	9.752	9.947	10.258	10.475	10.808	11.468	12.186	12.597	12.886	13.332	13.633	14.228	15.334
86.1	-0.3833	11.4935	0.08895	8.85	9.418	9.773	9.968	10.28	10.498	10.832	11.494	12.213	12.625	12.914	13.361	13.663	14.259	15.367
86.2	-0.3833	11.5186	0.08895	8.87	9.439	9.794	9.99	10.303	10.521	10.855	11.519	12.239	12.652	12.943	13.39	13.693	14.29	15.401
86.3	-0.3833	11.5437	0.08895	8.889	9.459	9.816	10.012	10.325	10.544	10.879	11.544	12.266	12.68	12.971	13.42	13.723	14.321	15.434
86.4	-0.3833	11.5689	0.08895	8.908	9.48	9.837	10.034	10.348	10.567	10.903	11.569	12.293	12.707	12.999	13.449	13.753	14.352	15.468
86.5	-0.3833	11.594	0.08895	8.928	9.501	9.859	10.056	10.37	10.59	10.926	11.594	12.32	12.735	13.027	13.478	13.782	14.384	15.502
86.6	-0.3833	11.6192	0.08895	8.947	9.521	9.88	10.077	10.393	10.613	10.95	11.619	12.346	12.763	13.056	13.507	13.812	14.415	15.535
86.7	-0.3833	11.6444	0.08895	8.966	9.542	9.901	10.099	10.415	10.636	10.974	11.644	12.373	12.79	13.084	13.537	13.842	14.446	15.569
86.8	-0.3833	11.6696	0.08895	8.986	9.563	9.923	10.121	10.438	10.659	10.998	11.67	12.4	12.818	13.112	13.566	13.872	14.477	15.603
86.9	-0.3833	11.6948	0.08895	9.005	9.583	9.944	10.143	10.46	10.682	11.021	11.695	12.427	12.846	13.141	13.595	13.902	14.509	15.636
87	-0.3833	11.7201	0.08895	9.025	9.604	9.966	10.165	10.483	10.705	11.045	11.72	12.454	12.873	13.169	13.625	13.932	14.54	15.67
87.1	-0.3833	11.7453	0.08895	9.044	9.625	9.987	10.187	10.505	10.728	11.069	11.745	12.48	12.901	13.197	13.654	13.962	14.571	15.704
87.2	-0.3833	11.7705	0.08895	9.064	9.645	10.009	10.209	10.528	10.751	11.093	11.771	12.507	12.929	13.226	13.683	13.992	14.603	15.738
87.3	-0.3833	11.7957	0.08895	9.083	9.666	10.03	10.231	10.55	10.774	11.116	11.796	12.534	12.956	13.254	13.712	14.022	14.634	15.771
87.4	-0.3833	11.8209	0.08895	9.102	9.687	10.051	10.252	10.573	10.797	11.14	11.821	12.561	12.984	13.282	13.742	14.052	14.665	15.805
87.5	-0.3833	11.8461	0.08895	9.122	9.707	10.073	10.274	10.595	10.82	11.164	11.846	12.587	13.012	13.311	13.771	14.082	14.696	15.839
87.6	-0.3833	11.8713	0.08896	9.141	9.728	10.094	10.296	10.618	10.843	11.188	11.871	12.614	13.04	13.339	13.801	14.112	14.728	15.873
87.7	-0.3833	11.8965	0.08896	9.16	9.748	10.116	10.318	10.64	10.866	11.211	11.897	12.641	13.067	13.367	13.83	14.142	14.759	15.907
87.8	-0.3833	11.9217	0.08896	9.18	9.769	10.137	10.34	10.663	10.889	11.235	11.922	12.668	13.095	13.396	13.859	14.172	14.79	15.94
87.9	-0.3833	11.9468	0.08896	9.199	9.789	10.158	10.361	10.685	10.912	11.259	11.947	12.694	13.123	13.424	13.888	14.202	14.822	15.974
88	-0.3833	11.972	0.08896	9.218	9.81	10.18	10.383	10.708	10.935	11.282	11.972	12.721	13.15	13.452	13.918	14.232	14.853	16.008
88.1	-0.3833	11.9971	0.08897	9.237	9.831	10.201	10.405	10.73	10.958	11.306	11.997	12.748	13.178	13.481	13.947	14.262	14.884	16.042
88.2	-0.3833	12.0223	0.08897	9.257	9.851	10.222	10.427	10.753	10.981	11.33	12.022	12.775	13.206	13.509	13.976	14.292	14.916	16.075
88.3	-0.3833	12.0474	0.08897	9.276	9.872	10.244	10.449	10.775	11.004	11.353	12.047	12.801	13.233	13.537	14.006	14.322	14.947	16.109
88.4	-0.3833	12.0725	0.08898	9.295	9.892	10.265	10.47	10.798	11.026	11.377	12.073	12.828	13.261	13.565	14.035	14.352	14.978	16.143
88.5	-0.3833	12.0976	0.08898	9.315	9.913	10.286	10.492	10.82	11.049	11.401	12.098	12.855	13.288	13.594	14.064	14.382	15.009	16.177
88.6	-0.3833	12.1227	0.08898	9.334	9.933	10.308	10.514	10.842	11.072	11.424	12.123	12.882	13.316	13.622	14.093	14.412	15.041	16.21
88.7	-0.3833	12.1478	0.08899	9.353	9.954	10.329	10.535	10.865	11.095	11.448	12.148	12.908	13.344	13.65	14.123	14.442	15.072	16.244
88.8	-0.3833	12.1728	0.08899	9.372	9.974	10.35	10.557	10.887	11.118	11.471	12.173	12.935	13.371	13.678	14.152	14.472	15.103	16.278
88.9	-0.3833	12.1978	0.089	9.391	9.994	10.371	10.578	10.909	11.141	11.495	12.198	12.962	13.399	13.707	14.181	14.502	15.135	16.312
89	-0.3833	12.2229	0.089	9.411	10.015	10.392	10.6	10.932	11.164	11.519	12.223	12.988	13.426	13.735	14.21	14.531	15.166	16.345
89.1	-0.3833	12.2479	0.08901	9.43	10.035	10.413	10.622	10.954	11.186	11.542	12.248	13.015	13.454	13.763	14.24	14.561	15.197	16.379
89.2	-0.3833	12.2729	0.08901	9.449	10.056	10.435	10.643	10.976	11.209	11.566	12.273	13.041	13.481	13.791	14.269	14.591	15.228	16.413
89.3	-0.3833	12.2978	0.08902	9.468	10.076	10.456	10.665	10.999	11.232	11.589	12.298	13.068	13.509	13.819	14.298	14.621	15.259	16.447
89.4	-0.3833	12.3228	0.08902	9.487	10.096	10.477	10.687	11.021	11.255	11.613	12.323	13.095	13.536	13.847	14.327	14.651	15.29	16.48
89.5	-0.3833	12.3477	0.08903	9.506	10.116	10.498	10.708	11.043	11.277	11.636	12.348	13.121	13.564	13.876	14.356	14.681	15.322	16.514
89.6	-0.3833	12.3727	0.08903	9.525	10.137	10.519	10.73	11.065	11.3	11.66	12.373	13.148	13.591	13.904	14.385	14.71	15.353	16.547
89.7	-0.3833	12.3976	0.08904	9.544	10.157	10.54	10.751	11.088	11.323	11.683	12.398	13.174	13.619	13.932	14.414	14.74	15.384	16.581
89.8	-0.3833	12.4225	0.08904	9.563	10.178	10.561	10.773	11.11	11.345	11.706	12.423	13.201	13.646	13.96	14.443	14.77	15.415	16.615
89.9	-0.3833	12.4474	0.08905	9.582	10.198	10.582	10.794	11.132	11.368	11.73	12.447	13.227	13.674	13.988	14.473	14.8	15.446	16.648
90	-0.3833	12.4723	0.08906	9.601	10.218	10.603	10.816	11.154	11.391	11.753	12.472	13.254	13.701	14.016	14.502	14.83	15.477	16.682
90.1	-0.3833	12.4971	0.08906	9.62	10.238	10.624	10.837	11.176	11.413	11.777	12.497	13.28	13.728	14.044	14.531	14.859	15.508	16.716
90.2	-0.3833	12.522	0.08907	9.639	10.258	10.645	10.858	11.198	11.436	11.8	12.522	13.307	13.756	14.072	14.56	14.889	15.54	16.749
90.3	-0.3833	12.5468	0.08908	9.658	10.278	10.666	10.88	11.22	11.459	11.823	12.547	13.333	13.783	14.1	14.589	14.919	15.571	16.783
90.4	-0.3833	12.5717	0.08909	9.677	10.299	10.687	10.901	11.243	11.481	11.847	12.572	13.36	13.811	14.129	14.618	14.949	15.602	16.817
90.5	-0.3833	12.5965	0.08909	9.696	10.319	10.708	10.923	11.265	11.504	11.87	12.597	13.386	13.838	14.156	14.647	14.978	15.633	16.85
90.6	-0.3833	12.6213	0.0891	9.715	10.339	10.729	10.944	11.287	11.526	11.893	12.621	13.412	13.866	14.184	14.676	15.008	15.664	16.884
90.7	-0.3833	12.6461	0.08911	9.733	10.359	10.75	10.965	11.309	11.549	11.917	12.646	13.439	13.893	14.213	14.705	15.038	15.695	16.918
90.8	-0.3833	12.6709	0.08912	9.752	10.379	10.771	10.987	11.331	11.571	11.94	12.671	13.465	13.92	14.241	14.734	15.068	15.726	16.952
90.9	-0.3833	12.6957	0.08912	9.771	10.4	10.792	11.008	11.353	11.594	11.963	12.696	13.492	13.948	14.268	14.763	15.097	15.757	16.985
91	-0.3833	12.7205	0.08913	9.79	10.42	10.813	11.03	11.375	11.617	11.986	12.721	13.518	13.975	14.297	14.792	15.127	15.788	17.018
91.1	-0.3833	12.7453	0.08914	9.809	10.44	10.834	11.051	11.397	11.639	12.01	12.745	13.545	14.002	14.325	14.821	15.157	15.819	17.052
91.2	-0.3833	12.77	0.08915	9.828	10.46	10.855	11.072	11.419	11.662	12.033	12.77	13.571	14.03	14.353	14.85	15.186	15.85	17.086
91.3	-0.3833	12.7948	0.08916	9.846	10.48	10.876	11.093	11.441	11.684	12.056	12.795	13.597	14.057	14.381	14.879	15.216	15.882	17.12
91.4	-0.3833	12.8196	0.08917	9.865	10.5	10.896	11.115	11.463	11.707	12.08	12.82	13.624	14.084	14.409	14.908	15.246	15.913	17.153
91.5	-0.3833	12.8443	0.08918	9.884	10.52	10.917	11.136	11.485	11.729	12.103	12.844	13.65	14.112	14.437	14.937	15.276	15.944	17.187
91.6	-0.3833	12.8691	0.08919	9.903	10.54	10.938	11.157	11.507	11.752	12.126	12.869	13.677	14.139	14.465	14.967	15.306	15.975	17.221
91.7	-0.3833	12.8939	0.0892	9.922	10.56	10.959	11.179	11.529	11.774	12.149	12.894	13.703	14.167	14.493	14.996	15.335	16.006	17.255
91.8	-0.3833	12.9186	0.08921	9.94	10.58	10.98	11.2	11.551	11.797	12.173	12.919	13.729	14.194	14.521	15.025	15.365	16.037	17.288
91.9	-0.3833	12.9434	0.08922	9.959	10.6	11.001	11.221	11.573	11.819	12.196	12.943	13.756	14.221	14.549	15.054	15.395	16.069	17.322
92	-0.3833	12.9681	0.08923	9.978	10.62	11.021	11.243	11.595	11.842	12.219	12.968	13.782	14.249	14.577	15.083	15.424	16.1	17.356
92.1	-0.3833	12.9929	0.08924	9.997	10.64	11.042	11.264	11.617	11.864	12.242	12.993	13.809	14.276	14.605	15.112	15.454	16.131	17.389
92.2	-0.3833	13.0177	0.08925	10.015	10.66	11.063	11.285	11.639	11.887	12.266	13.018	13.835	14.303	14.633	15.141	15.484	16.162	17.423
92.3	-0.3833	13.0424	0.08926	10.034	10.68	11.084	11.306	11.661	11.909	12.289	13.042	13.862	14.331	14.661	15.17	15.514	16.193	17.457
92.4	-0.3833	13.0672	0.08927	10.053	10.7	11.105	11.328	11.683	11.932	12.312	13.067	13.888	14.358	14.689	15.199	15.544	16.224	17.491
92.5	-0.3833	13.092	0.08928	10.072	10.721	11.126	11.349	11.705	11.954	12.335	13.092	13.914	14.385	14.717	15.228	15.573	16.256	17.525
92.6	-0.3833	13.1167	0.0893	10.09	10.74	11.146	11.37	11.727	11.976	12.358	13.117	13.941	14.413	14.745	15.257	15.603	16.287	17.559
92.7	-0.3833	13.1415	0.08931	10.109	10.76	11.167	11.391	11.749	11.999	12.382	13.142	13.967	14.44	14.773	15.287	15.633	16.318	17.593
92.8	-0.3833	13.1663	0.08932	10.128	10.78	11.188	11.413	11.771	12.021	12.405	13.166	13.994	14.468	14.801	15.316	15.663	16.349	17.626
92.9	-0.3833	13.1911	0.08933	10.147	10.8	11.209	11.434	11.793	12.044	12.428	13.191	14.02	14.495	14.829	15.345	15.693	16.381	17.66
93	-0.3833	13.2158	0.08934	10.165	10.82	11.23	11.455	11.815	12.066	12.451	13.216	14.047	14.522	14.857	15.374	15.723	16.412	17.694
93.1	-0.3833	13.2406	0.08936	10.184	10.84	11.25	11.476	11.837	12.089	12.475	13.241	14.073	14.55	14.886	15.403	15.753	16.443	17.728
93.2	-0.3833	13.2654	0.08937	10.203	10.86	11.271	11.498	11.859	12.111	12.498	13.265	14.1	14.577	14.914	15.432	15.783	16.475	17.762
93.3	-0.3833	13.2902	0.08938	10.221	10.88	11.292	11.519	11.881	12.134	12.521	13.29	14.126	14.605	14.942	15.461	15.812	16.506	17.796
93.4	-0.3833	13.3151	0.0894	10.24	10.9	11.313	11.54	11.903	12.156	12.545	13.315	14.153	14.632	14.97	15.491	15.843	16.538	17.831
93.5	-0.3833	13.3399	0.08941	10.259	10.92	11.334	11.562	11.925	12.179	12.568	13.34	14.179	14.66	14.998	15.52	15.872	16.569	17.864
93.6	-0.3833	13.3647	0.08942	10.278	10.941	11.355	11.583	11.947	12.201	12.591	13.365	14.206	14.687	15.026	15.549	15.902	16.6	17.898
93.7	-0.3833	13.3896	0.08944	10.296	10.96	11.375	11.604	11.969	12.224	12.614	13.39	14.232	14.715	15.055	15.579	15.933	16.632	17.933
93.8	-0.3833	13.4145	0.08945	10.315	10.981	11.396	11.626	11.991	12.246	12.638	13.415	14.259	14.742	15.083	15.608	15.963	16.663	17.967
93.9	-0.3833	13.4394	0.08947	10.334	11	11.417	11.647	12.013	12.269	12.661	13.439	14.286	14.77	15.111	15.637	15.993	16.695	18.001
94	-0.3833	13.4643	0.08948	10.352	11.021	11.438	11.668	12.035	12.292	12.684	13.464	14.312	14.798	15.14	15.667	16.023	16.726	18.035
94.1	-0.3833	13.4892	0.08949	10.371	11.041	11.459	11.69	12.057	12.314	12.708	13.489	14.339	14.825	15.168	15.696	16.053	16.758	18.069
94.2	-0.3833	13.5142	0.08951	10.39	11.061	11.48	11.711	12.079	12.337	12.731	13.514	14.365	14.853	15.196	15.726	16.083	16.789	18.104
94.3	-0.3833	13.5391	0.08952	10.409	11.081	11.501	11.732	12.101	12.359	12.755	13.539	14.392	14.881	15.224	15.755	16.113	16.821	18.138
94.4	-0.3833	13.5641	0.08954	10.427	11.101	11.522	11.754	12.123	12.382	12.778	13.564	14.419	14.908	15.253	15.784	16.143	16.853	18.173
94.5	-0.3833	13.5892	0.08955	10.446	11.121	11.543	11.775	12.146	12.405	12.802	13.589	14.446	14.936	15.281	15.814	16.174	16.884	18.207
94.6	-0.3833	13.6142	0.08957	10.465	11.141	11.564	11.796	12.168	12.427	12.825	13.614	14.472	14.964	15.31	15.844	16.204	16.916	18.242
94.7	-0.3833	13.6393	0.08959	10.484	11.161	11.585	11.818	12.19	12.45	12.848	13.639	14.499	14.992	15.339	15.873	16.235	16.948	18.277
94.8	-0.3833	13.6644	0.0896	10.503	11.182	11.606	11.839	12.212	12.473	12.872	13.664	14.526	15.02	15.367	15.903	16.265	16.98	18.311
94.9	-0.3833	13.6895	0.08962	10.521	11.202	11.627	11.861	12.234	12.495	12.895	13.69	14.553	15.047	15.396	15.933	16.295	17.012	18.346
95	-0.3833	13.7146	0.08963	10.54	11.222	11.648	11.882	12.256	12.518	12.919	13.715	14.58	15.075	15.424	15.962	16.326	17.044	18.38
95.1	-0.3833	13.7398	0.08965	10.559	11.242	11.669	11.904	12.279	12.541	12.943	13.74	14.607	15.103	15.453	15.992	16.356	17.076	18.415
95.2	-0.3833	13.765	0.08967	10.578	11.262	11.69	11.925	12.301	12.564	12.966	13.765	14.634	15.131	15.482	16.022	16.387	17.108	18.45
95.3	-0.3833	13.7902	0.08968	10.597	11.283	11.711	11.947	12.323	12.587	12.99	13.79	14.661	15.159	15.51	16.052	16.417	17.14	18.485
95.4	-0.3833	13.8155	0.0897	10.616	11.303	11.732	11.968	12.346	12.609	13.013	13.816	14.688	15.187	15.539	16.082	16.448	17.172	18.52
95.5	-0.3833	13.8408	0.08972	10.635	11.323	11.753	11.99	12.368	12.632	13.037	13.841	14.715	15.215	15.568	16.112	16.479	17.204	18.555
95.6	-0.3833	13.8661	0.08974	10.654	11.343	11.774	12.011	12.39	12.655	13.061	13.866	14.742	15.244	15.597	16.142	16.51	17.237	18.59
95.7	-0.3833	13.8914	0.08975	10.673	11.364	11.795	12.033	12.413	12.678	13.084	13.891	14.769	15.272	15.625	16.171	16.54	17.269	18.625
95.8	-0.3833	13.9168	0.08977	10.692	11.384	11.816	12.055	12.435	12.701	13.108	13.917	14.796	15.3	15.654	16.201	16.571	17.301	18.66
95.9	-0.3833	13.9422	0.08979	10.711	11.404	11.838	12.076	12.457	12.724	13.132	13.942	14.823	15.328	15.683	16.232	16.602	17.333	18.696
96	-0.3833	13.9676	0.08981	10.73	11.424	11.859	12.098	12.48	12.747	13.156	13.968	14.85	15.356	15.712	16.262	16.633	17.366	18.731
96.1	-0.3833	13.9931	0.08983	10.749	11.445	11.88	12.12	12.502	12.77	13.18	13.993	14.878	15.385	15.742	16.292	16.664	17.399	18.766
96.2	-0.3833	14.0186	0.08984	10.768	11.465	11.901	12.142	12.525	12.793	13.203	14.019	14.905	15.413	15.77	16.322	16.694	17.431	18.801
96.3	-0.3833	14.0441	0.08986	10.787	11.486	11.923	12.163	12.547	12.816	13.227	14.044	14.932	15.441	15.8	16.352	16.725	17.463	18.837
96.4	-0.3833	14.0697	0.08988	10.806	11.506	11.944	12.185	12.57	12.839	13.251	14.07	14.96	15.47	15.829	16.383	16.757	17.496	18.872
96.5	-0.3833	14.0953	0.0899	10.825	11.527	11.965	12.207	12.592	12.862	13.275	14.095	14.987	15.498	15.858	16.413	16.788	17.529	18.908
96.6	-0.3833	14.1209	0.08992	10.844	11.547	11.987	12.229	12.615	12.885	13.299	14.121	15.015	15.527	15.887	16.443	16.819	17.561	18.944
96.7	-0.3833	14.1466	0.08994	10.863	11.568	12.008	12.251	12.638	12.908	13.323	14.147	15.042	15.555	15.917	16.474	16.85	17.594	18.979
96.8	-0.3833	14.1724	0.08996	10.882	11.588	12.029	12.273	12.66	12.932	13.347	14.172	15.07	15.584	15.946	16.504	16.882	17.627	19.015
96.9	-0.3833	14.1981	0.08998	10.901	11.609	12.051	12.294	12.683	12.955	13.371	14.198	15.097	15.613	15.975	16.535	16.913	17.66	19.051
97	-0.3833	14.2239	0.09	10.921	11.629	12.072	12.316	12.706	12.978	13.395	14.224	15.125	15.641	16.005	16.566	16.944	17.693	19.087
97.1	-0.3833	14.2498	0.09002	10.94	11.65	12.094	12.338	12.729	13.002	13.42	14.25	15.153	15.67	16.034	16.596	16.976	17.726	19.123
97.2	-0.3833	14.2757	0.09004	10.959	11.671	12.115	12.361	12.751	13.025	13.444	14.276	15.18	15.699	16.064	16.627	17.007	17.759	19.159
